regression_tree_DispFrames_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_port.csv_nmae,time_to_train_random_forest_s,
0.15032418559625385, 5.00465202331543,0.1442187371019909, 5.00465202331543
