regression_tree_WritesAvg_X_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_nmae,time_to_train_random_forest_s,
0.05240946648295778,53.2737774848938, 0.03749343357951646,53.2737774848938,
