regression_tree_WritesAvg_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_port.csv_nmae,time_to_train_random_forest_s,
0.03969594198224314, 5.138060092926025,0.02899561470824149, 5.138060092926025
