regression_tree_noAudioPlayed_X_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_X_nmae,time_to_train_random_forest_s,
0.37123913406583836,93.52344632148743, 0.2942335507125342,93.52344632148743,
