regression_tree_WritesAvg_X_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_nmae,time_to_train_random_forest_s,
0.03201787581504365,36.71802639961243, 0.022341207750477182,36.71802639961243,
