regression_tree_ReadsAvg_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_flow.csv_nmae,time_to_train_random_forest_s,
0.06087054232713364, 4.500380039215088,0.043869171743146355, 4.500380039215088
