regression_tree_DispFrames_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_port.csv_nmae,time_to_train_random_forest_s,
0.10884396124731317, 6.685190439224243,0.10300752139947182, 6.685190439224243
