regression_tree_WritesAvg_X_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_nmae,time_to_train_random_forest_s,
0.042500978445833025,40.10727834701538, 0.02999237384866253,40.10727834701538,
