regression_tree_ReadsAvg_X_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_nmae,time_to_train_random_forest_s,
0.03020527872131766,40.34813642501831, 0.020926590722153898,40.34813642501831,
