switch,regression_tree_WritesAvg_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_nmae,time_to_train_random_forest_s,
SWC1,0.037454480731647664,0.08644747734069824,0.032407989772202654,0.08644747734069824,
SWC2,0.04519228236784078,0.0025033950805664062,0.04519744044574105,0.0025033950805664062,
SWC3,0.04519228236784078,0.002561330795288086,0.04519744044574107,0.002561330795288086,
SWC4,0.045220843821925455,0.004380702972412109,0.045226746695774166,0.004380702972412109,
SWA1,0.03881779179975096,0.08472537994384766,0.033500693796442126,0.08472537994384766,
SWA2,0.06177393842982926,0.09709906578063965,0.05365042109194981,0.09709906578063965,
SWA3,0.04519228236784078,0.0027008056640625,0.04519744044574105,0.0027008056640625,
SWA4,0.04519271651515902,0.0026493072509765625,0.045197812361504025,0.0026493072509765625,
SWA5,0.0381175873256565,0.1049952507019043,0.032845963515020254,0.1049952507019043,
SWA6,0.04519228236784078,0.003022432327270508,0.04519744044574105,0.003022432327270508,
SWB1,0.041874566907164325,0.10592174530029297,0.035868759962362044,0.10592174530029297,
SWB2,0.06154657248751111,0.09276223182678223,0.0536381234291359,0.09276223182678223,
SWB3,0.036791660128172754,0.09665369987487793,0.032067593468794564,0.09665369987487793,
SWB4,0.06085102261942108,0.11776471138000488,0.053126663899034,0.11776471138000488,
