switch,regression_tree_ReadsAvg_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_nmae,time_to_train_random_forest_s,
SWC1,0.03544888345403131,0.09424543380737305,0.03058803343013164,0.09424543380737305,
SWC2,0.043151361982456386,0.0024411678314208984,0.0431530202973022,0.0024411678314208984,
SWC3,0.043151361982456386,0.0034046173095703125,0.04315302029730222,0.0034046173095703125,
SWC4,0.043187076256066374,0.002960205078125,0.04319020272715363,0.002960205078125,
SWA1,0.03713229498174655,0.07777786254882812,0.032274371828462836,0.07777786254882812,
SWA2,0.058699414281708405,0.09993529319763184,0.05068439128954181,0.09993529319763184,
SWA3,0.043151361982456386,0.002597808837890625,0.0431530202973022,0.002597808837890625,
SWA4,0.04315321674124103,0.0029172897338867188,0.043154577083377,0.0029172897338867188,
SWA5,0.03602192437992958,0.10004043579101562,0.030962014543656588,0.10004043579101562,
SWA6,0.043151361982456386,0.002647876739501953,0.0431530202973022,0.002647876739501953,
SWB1,0.03992007609027,0.09426999092102051,0.03409866985890849,0.09426999092102051,
SWB2,0.058380816050010616,0.11311841011047363,0.05100979094191994,0.11311841011047363,
SWB3,0.03569305547150628,0.08562755584716797,0.030714775307778896,0.08562755584716797,
SWB4,0.058304195915255756,0.12480807304382324,0.050796330529552805,0.12480807304382324,
