regression_tree_ReadsAvg_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_port.csv_nmae,time_to_train_random_forest_s,
0.06127408977670154, 6.7013020515441895,0.04395377892947336, 6.7013020515441895
