regression_tree_DispFrames_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_port.csv_nmae,time_to_train_random_forest_s,
0.1079968283597499, 6.273433446884155,0.1015916017609211, 6.273433446884155
