regression_tree_WritesAvg_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_flow.csv_nmae,time_to_train_random_forest_s,
0.08696351531050228, 5.56816291809082,0.06181424889383695, 5.56816291809082
