switch,regression_tree_WritesAvg_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_nmae,time_to_train_random_forest_s,
SWC1,0.07214096647254915,0.06348919868469238,0.06413437382643315,0.06348919868469238,
SWC2,0.06918637774891433,0.002511262893676758,0.06914109781960678,0.002511262893676758,
SWC3,0.06918637774891433,0.0029485225677490234,0.06914109781960678,0.0029485225677490234,
SWC4,0.06920673748376537,0.002796173095703125,0.06915498352969619,0.002796173095703125,
SWA1,0.06700743090838822,0.06079292297363281,0.05983102331005315,0.06079292297363281,
SWA2,0.08851612422012867,0.07779645919799805,0.07897793953466822,0.07779645919799805,
SWA3,0.06918637774891433,0.002476215362548828,0.06914109781960684,0.002476215362548828,
SWA4,0.06918276976124131,0.0025658607482910156,0.06913844020702443,0.0025658607482910156,
SWA5,0.06527350574714035,0.06832003593444824,0.05819479801035928,0.06832003593444824,
SWA6,0.06918637774891433,0.0030171871185302734,0.06914109781960678,0.0030171871185302734,
SWB1,0.07248204648347814,0.06801271438598633,0.06456485121293068,0.06801271438598633,
SWB2,0.086553237537364,0.06669735908508301,0.07807815321965668,0.06669735908508301,
SWB3,0.07168157325626326,0.06317615509033203,0.06361687471313014,0.06317615509033203,
SWB4,0.08916995650898868,0.06952977180480957,0.07913201037440809,0.06952977180480957,
