regression_tree_ReadsAvg_X_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_nmae,time_to_train_random_forest_s,
0.0416297533089288,39.189613342285156, 0.030126037781740295,39.189613342285156,
