regression_tree_WritesAvg_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_flow.csv_nmae,time_to_train_random_forest_s,
0.055341401857849346, 3.1974384784698486,0.042604540635810255, 3.1974384784698486
