período,carga,apps,feature,método,nmae,
256,FlashcrowdLoad,BothApps,DispFrames,RT,0.10148849797023005,
256,FlashcrowdLoad,BothApps,DispFrames,RF,0.1144451962110961,
128,FlashcrowdLoad,BothApps,DispFrames,RT,0.11768661735036988,
128,FlashcrowdLoad,BothApps,DispFrames,RF,0.10614772472539788,
64,FlashcrowdLoad,BothApps,DispFrames,RT,0.11673653660109641,
64,FlashcrowdLoad,BothApps,DispFrames,RF,0.11283994410405243,
32,FlashcrowdLoad,BothApps,DispFrames,RT,0.1309622735582516,
32,FlashcrowdLoad,BothApps,DispFrames,RF,0.11722065259542405,
16,FlashcrowdLoad,BothApps,DispFrames,RT,0.10556892688189891,
16,FlashcrowdLoad,BothApps,DispFrames,RF,0.10247600077461474,
8,FlashcrowdLoad,BothApps,DispFrames,RT,0.11078140454995054,
8,FlashcrowdLoad,BothApps,DispFrames,RF,0.10033382789317508,
4,FlashcrowdLoad,BothApps,DispFrames,RT,0.11433685042975171,
4,FlashcrowdLoad,BothApps,DispFrames,RF,0.10763771825768456,
2,FlashcrowdLoad,BothApps,DispFrames,RT,0.10938319246660094,
2,FlashcrowdLoad,BothApps,DispFrames,RF,0.10232875778612024,
256,PeriodicLoad,BothApps,DispFrames,RT,0.20310296191819463,
256,PeriodicLoad,BothApps,DispFrames,RF,0.14404090267983072,
128,PeriodicLoad,BothApps,DispFrames,RT,0.12703101920236337,
128,PeriodicLoad,BothApps,DispFrames,RF,0.14214672575086162,
64,PeriodicLoad,BothApps,DispFrames,RT,0.15916030534351144,
64,PeriodicLoad,BothApps,DispFrames,RF,0.16881679389312976,
32,PeriodicLoad,BothApps,DispFrames,RT,0.1680161943319838,
32,PeriodicLoad,BothApps,DispFrames,RF,0.15615721997300944,
16,PeriodicLoad,BothApps,DispFrames,RT,0.14035895075931892,
16,PeriodicLoad,BothApps,DispFrames,RF,0.14709387942936034,
8,PeriodicLoad,BothApps,DispFrames,RT,0.15297270291138668,
8,PeriodicLoad,BothApps,DispFrames,RF,0.14220261616023983,
4,PeriodicLoad,BothApps,DispFrames,RT,0.1422444925966053,
4,PeriodicLoad,BothApps,DispFrames,RF,0.1370135879378837,
2,PeriodicLoad,BothApps,DispFrames,RT,0.13425863388716286,
2,PeriodicLoad,BothApps,DispFrames,RF,0.1301957164512885,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,0.06441393875395987,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,0.05264871524111228,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10205155181483432,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10800894266175698,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09232839838492597,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09276581426648721,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10452774418917102,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10268484929911774,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12275429105723636,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11200382911462856,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11366783147623129,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10550619766598537,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11200793913331128,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10218353732495312,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10705801399151335,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0996083659638143,
256,PeriodicLoad,SingleApp,DispFrames,RT,0.0880245649948823,
256,PeriodicLoad,SingleApp,DispFrames,RF,0.08143978164448994,
128,PeriodicLoad,SingleApp,DispFrames,RT,0.06758130081300813,
128,PeriodicLoad,SingleApp,DispFrames,RF,0.07567750677506772,
64,PeriodicLoad,SingleApp,DispFrames,RT,0.08657664813343925,
64,PeriodicLoad,SingleApp,DispFrames,RF,0.09016415144294412,
32,PeriodicLoad,SingleApp,DispFrames,RT,0.09917355371900827,
32,PeriodicLoad,SingleApp,DispFrames,RF,0.09813619146005509,
16,PeriodicLoad,SingleApp,DispFrames,RT,0.0906377733082463,
16,PeriodicLoad,SingleApp,DispFrames,RF,0.0916893747702156,
8,PeriodicLoad,SingleApp,DispFrames,RT,0.11134731213965922,
8,PeriodicLoad,SingleApp,DispFrames,RF,0.09896339957698543,
4,PeriodicLoad,SingleApp,DispFrames,RT,0.10740620432028584,
4,PeriodicLoad,SingleApp,DispFrames,RF,0.10000879757457634,
2,PeriodicLoad,SingleApp,DispFrames,RT,0.09460550103305786,
2,PeriodicLoad,SingleApp,DispFrames,RF,0.08985767206869834,
