período,carga,apps,feature,método,switch,nmae,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC3,0.13683301468979842,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC3,0.1373616410000011,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC3,0.1463850310364846,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC3,0.1467478676372082,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.14449060833258343,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.14467447093768585,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.14281916955212745,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.1428868650448546,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.1385028174082082,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.13814223412050283,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.14009659803545296,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.14021962630591586,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.15469572836545642,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.15422546589942715,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.13592239336122425,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.13498462654498647,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.13254856572105372,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.1342946689243551,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.1264185307990473,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.12810415197856106,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.13362900907560266,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.12952623769131305,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.1424174733184413,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.13737698445529173,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.1353656505080793,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.13093619856738298,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.13311427038626608,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.13333948050786837,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.12705028233396073,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.12627610468764006,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.1442569406641263,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.14334059154418435,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.1272627537026879,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.13176997622965808,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.0836864406779661,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.11611935028248589,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.1402751513249709,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.1373884113847841,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.1440798387363273,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13947875703600895,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.136417791898332,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13268742829406055,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.14518281291700028,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.14116126234320792,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.15785224061364556,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.14974095007401425,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.14316761749524587,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.1445848048537535,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.17637178051511757,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.16839305711086228,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.13612565445026178,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13788830715532285,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14372904568323483,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.1436504299734387,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14676828076645518,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.14681046526047756,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14508947418573348,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.14506454504448674,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.13945412699226883,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.1390992519882549,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14890283239880006,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.14890134502081906,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.13805441180253825,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.13902661127005525,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.1382829953783447,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.13654305302112985,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.1387400947363761,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.13767301931618636,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14215432903445352,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.14220454248615835,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14638622780112365,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.1463700901567102,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14367331781241344,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.1434477171114907,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.13704110548990361,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.13712900822320898,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.15497521484276844,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.15529985822984513,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.132194115249821,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.13176952260089114,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.16094593505761015,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.16060032899752805,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.12163187855787475,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.12298554026985746,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.12671818828459924,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12423849351949609,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.11949737779180718,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12016005684373877,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.12048869077100875,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.11825169225689285,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.11932196616491274,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.11414780464159377,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.12427628921502626,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12060163367891925,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.14936674008810574,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.13859104039927278,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.10870740941049215,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.0991617090319091,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.08951965065502183,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.09952692867540028,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.1435137067228325,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.1435575766735234,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.1462166118164891,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.14597050845621753,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.14040893504029753,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.14051442942235495,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.13556444836867515,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.13534696212326167,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.14617936962162936,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.14582166915677183,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.13426382503029832,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.1344576905299989,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.1562830143526706,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.15598582437872185,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.11953963975527317,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.11943410487884888,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.11620150378416662,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.11165339541648969,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.11824531206037638,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.11647087824636815,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.11346351831556575,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.10999938191653845,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.12217043941411451,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.118267310252996,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.13473613894455577,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.12792718770875086,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.12752763548126178,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.11919055750277102,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.13240997229916898,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.1147876269621422,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.10645161290322581,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.1132347670250896,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.13869054474260048,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.13440294241712963,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.13631715242383757,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.13351796870847787,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.1400672268907563,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.13739803921568625,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.14191220685508116,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.14010768134339993,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.141556180527655,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.14736730503102538,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.1413218699623858,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.1402941966684578,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.1748448956570784,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.1644717052077458,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.12366737739872069,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.11888770433546553,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.1297086436804288,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.12757622205244967,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.13709811483858098,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.13211033347740797,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.13547481365110137,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.13015398157123598,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.11277796216395619,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.11658369288638123,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.13444698908796981,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.13539224931519153,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.11963762323474553,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.11872724042987833,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.1483663631494376,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.13140956971969292,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.10130718954248366,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.11583151779230212,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.1404930794424055,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.13580992242439346,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13753847172121655,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.13287318948494778,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.12712288545594075,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.1288292571708207,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13285685658940619,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.1294513837864316,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13788487282463185,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.1327788933511825,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.10495780590717299,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.11021888185654008,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.0959051724137931,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.10547772988505746,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13160733549083062,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.11656778137360661,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.34633297794736545,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.32379069954760153,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.352805883020308,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.32744048621783084,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.36919558726999385,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.3438799133264164,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.3280016363264471,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.3093475148292084,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.38827297363882735,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.36684733514001805,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.33810986011600136,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.3336986807687933,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.2125686813186813,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.2568681318681319,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.25787781350482314,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.20515541264737402,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.33460701570755036,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.33466697990209776,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.33264631817067436,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.3324350399473651,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.33144019826321236,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.33084609509438134,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.3071065942515924,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.3071516056708285,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.3755247365262233,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.375083237522159,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.2985654764578668,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.29711269348379965,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.41373151058309326,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.41377796302755043,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.27659917722029514,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.27922750127719087,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.32768566917941944,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.3276402323656394,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.3227773770738356,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.32274210017754335,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.3318277051769078,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.33200739946459285,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.33556287922794026,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.3357040158432634,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.3417626501344283,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.34197876036519215,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.34216208277616944,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.3412895092792138,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.4180769282421308,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.4154005648080823,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.3415278157151963,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.34542778233026794,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.32725173785355116,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3275732142434157,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.331900468634213,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3324023807303024,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.3214242639850571,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3219110450284492,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.3070408479826667,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3071124879995936,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.33149918987992,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.33145119411502166,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.3298248991079014,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3307609718272413,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.36772091305280014,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3631123878395792,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.3607349256960657,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3618100718770231,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.35544863071732646,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.32965232473492334,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.364848153835056,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.3357087786010436,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.37288917790690357,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.3415967429534377,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.35497064183033006,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.3314466491192549,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.3831044394762057,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.34497231981262644,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.3042266604737575,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.28756773494348964,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.28717948717948716,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.2868148148148148,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.5237388724035609,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.4744498021760633,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3755827294998088,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3506856028760779,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.37692156802015253,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.34988864914097983,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3570998609294892,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3353877368868962,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3891500444670309,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.36284461948926433,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.40609745653849444,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3609424509719962,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.37772127761004287,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.35541607076646003,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.32420238478891394,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3200880867977226,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3665634674922601,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.2952889576883385,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.3272032959400519,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.3278671328074847,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.3356607722907293,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.3356727191836095,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.3214051866147283,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.3214057590045233,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.33725750327146903,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.33595109850039734,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.321461978030634,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.32019850628625246,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.2887781452071529,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.29090040089587216,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.3091557950862767,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.3101964351021455,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.34000989839587764,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.33998515240618365,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.3260346161073071,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.32598407185660877,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.318733981886419,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.31830134415379024,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.3226658407774095,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.32270900575415035,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.30550971360797446,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.3055218110271669,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.363117888569056,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.3633960409449874,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.2926761664152383,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.29401786580292516,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.4252964982065573,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.42382401634261446,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.32429552176565535,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.32672645805228445,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.33878335861277364,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.31502888363415354,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.3361231895338017,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.3145148106596397,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.33891437308868505,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.3200077470312562,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.3414095990585862,
