período,carga,apps,feature,método,nmae,
2,FlashcrowdLoad,BothApps,DispFrames,RT,0.10522145299858203,
2,FlashcrowdLoad,BothApps,DispFrames,RF,0.09511459429732168,
4,FlashcrowdLoad,BothApps,DispFrames,RT,0.10280191048709185,
4,FlashcrowdLoad,BothApps,DispFrames,RF,0.09373781028283618,
8,FlashcrowdLoad,BothApps,DispFrames,RT,0.10336498417457937,
8,FlashcrowdLoad,BothApps,DispFrames,RF,0.0988712645991819,
16,FlashcrowdLoad,BothApps,DispFrames,RT,0.10541789164216715,
16,FlashcrowdLoad,BothApps,DispFrames,RF,0.10395140930514724,
32,FlashcrowdLoad,BothApps,DispFrames,RT,0.0965505859052649,
32,FlashcrowdLoad,BothApps,DispFrames,RF,0.09603482422842054,
64,FlashcrowdLoad,BothApps,DispFrames,RT,0.10215404699738903,
64,FlashcrowdLoad,BothApps,DispFrames,RF,0.09260770234986944,
128,FlashcrowdLoad,BothApps,DispFrames,RT,0.0968392737054472,
128,FlashcrowdLoad,BothApps,DispFrames,RF,0.10223044160502126,
256,FlashcrowdLoad,BothApps,DispFrames,RT,0.08972691807542263,
256,FlashcrowdLoad,BothApps,DispFrames,RF,0.08422193324664068,
2,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.2916644959624903,
2,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.2329815659809708,
4,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.2781565607373064,
4,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.2304326457450118,
8,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.2830040128003251,
8,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.21975414895898593,
16,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.33237852747719077,
16,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.27793116557040815,
32,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.29562455169587043,
32,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.24187160569730506,
64,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.3285968028419183,
64,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.23543681336754158,
128,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.29839391377852914,
128,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.2010812905043674,
256,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.19336569579288027,
256,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.17133225458468176,
2,PeriodicLoad,BothApps,DispFrames,RT,0.15663845966740492,
2,PeriodicLoad,BothApps,DispFrames,RF,0.1432409897078067,
4,PeriodicLoad,BothApps,DispFrames,RT,0.15266213600972142,
4,PeriodicLoad,BothApps,DispFrames,RF,0.1459335322371744,
8,PeriodicLoad,BothApps,DispFrames,RT,0.17496684501760643,
8,PeriodicLoad,BothApps,DispFrames,RF,0.16120562186552032,
16,PeriodicLoad,BothApps,DispFrames,RT,0.16901581452479658,
16,PeriodicLoad,BothApps,DispFrames,RF,0.1677878464682357,
32,PeriodicLoad,BothApps,DispFrames,RT,0.17471095613874105,
32,PeriodicLoad,BothApps,DispFrames,RF,0.17672661650455743,
64,PeriodicLoad,BothApps,DispFrames,RT,0.17298311444652908,
64,PeriodicLoad,BothApps,DispFrames,RF,0.15895872420262666,
128,PeriodicLoad,BothApps,DispFrames,RT,0.10452186805040772,
128,PeriodicLoad,BothApps,DispFrames,RF,0.14888806523350628,
256,PeriodicLoad,BothApps,DispFrames,RT,0.21584699453551912,
256,PeriodicLoad,BothApps,DispFrames,RF,0.16815801457194898,
2,PeriodicLoad,BothApps,noAudioPlayed,RT,0.4312216172086276,
2,PeriodicLoad,BothApps,noAudioPlayed,RF,0.34633854906863615,
4,PeriodicLoad,BothApps,noAudioPlayed,RT,0.45004066457534564,
4,PeriodicLoad,BothApps,noAudioPlayed,RF,0.3425492190626492,
8,PeriodicLoad,BothApps,noAudioPlayed,RT,0.4762226663531625,
8,PeriodicLoad,BothApps,noAudioPlayed,RF,0.36371997217650287,
16,PeriodicLoad,BothApps,noAudioPlayed,RT,0.49173439231621724,
16,PeriodicLoad,BothApps,noAudioPlayed,RF,0.3975368879200765,
32,PeriodicLoad,BothApps,noAudioPlayed,RT,0.5888230940044411,
32,PeriodicLoad,BothApps,noAudioPlayed,RF,0.4319465005345834,
64,PeriodicLoad,BothApps,noAudioPlayed,RT,0.3682852451325358,
64,PeriodicLoad,BothApps,noAudioPlayed,RF,0.36091954022988504,
128,PeriodicLoad,BothApps,noAudioPlayed,RT,0.423956931359354,
128,PeriodicLoad,BothApps,noAudioPlayed,RF,0.3636570958576343,
256,PeriodicLoad,BothApps,noAudioPlayed,RT,0.4793459552495697,
256,PeriodicLoad,BothApps,noAudioPlayed,RF,0.33944348823866893,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11992850906814702,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10859984570697505,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11577591332496531,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11087525599524345,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11071463970661115,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11001998876664354,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12041184729558066,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11330592141917942,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,0.14775977121067682,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12501702301511644,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11268715524034671,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10529725943437528,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12397147558968732,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12444688242823183,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10802139037433155,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09781639928698752,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,0.327178254094385,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,0.2542783981709276,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,0.3341112690032397,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,0.2588234778762505,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,0.29848375451263537,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,0.23715215951603266,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,0.32621850132625996,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,0.2577631106321839,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,0.3152266168731964,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,0.2607911786340745,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,0.36782551656280743,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,0.27538810538974523,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,0.29482212046495243,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,0.3403076200540096,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,0.32461435278336687,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,0.24803264028616143,
2,PeriodicLoad,SingleApp,DispFrames,RT,0.11494244732432674,
2,PeriodicLoad,SingleApp,DispFrames,RF,0.10928529110516741,
4,PeriodicLoad,SingleApp,DispFrames,RT,0.11800103808473365,
4,PeriodicLoad,SingleApp,DispFrames,RF,0.10938594386880736,
8,PeriodicLoad,SingleApp,DispFrames,RT,0.12334437086092716,
8,PeriodicLoad,SingleApp,DispFrames,RF,0.11694233883766898,
16,PeriodicLoad,SingleApp,DispFrames,RT,0.12586082508034369,
16,PeriodicLoad,SingleApp,DispFrames,RF,0.11511663496644148,
32,PeriodicLoad,SingleApp,DispFrames,RT,0.12231899129078382,
32,PeriodicLoad,SingleApp,DispFrames,RF,0.11552276961740107,
64,PeriodicLoad,SingleApp,DispFrames,RT,0.13837981407702524,
64,PeriodicLoad,SingleApp,DispFrames,RF,0.13338202744577246,
128,PeriodicLoad,SingleApp,DispFrames,RT,0.12559618441971385,
128,PeriodicLoad,SingleApp,DispFrames,RF,0.12579491255961847,
256,PeriodicLoad,SingleApp,DispFrames,RT,0.1137965760322256,
256,PeriodicLoad,SingleApp,DispFrames,RF,0.11065793890567305,
2,PeriodicLoad,SingleApp,noAudioPlayed,RT,0.30862643456218003,
2,PeriodicLoad,SingleApp,noAudioPlayed,RF,0.22762482503093243,
4,PeriodicLoad,SingleApp,noAudioPlayed,RT,0.31072629179580524,
4,PeriodicLoad,SingleApp,noAudioPlayed,RF,0.22776663554846516,
8,PeriodicLoad,SingleApp,noAudioPlayed,RT,0.3154750102444118,
8,PeriodicLoad,SingleApp,noAudioPlayed,RF,0.24947467332758014,
16,PeriodicLoad,SingleApp,noAudioPlayed,RT,0.33779156427506746,
16,PeriodicLoad,SingleApp,noAudioPlayed,RF,0.2620490853017139,
32,PeriodicLoad,SingleApp,noAudioPlayed,RT,0.2928830676976487,
32,PeriodicLoad,SingleApp,noAudioPlayed,RF,0.24439995265898687,
64,PeriodicLoad,SingleApp,noAudioPlayed,RT,0.2972536348949919,
64,PeriodicLoad,SingleApp,noAudioPlayed,RF,0.23149165320409262,
128,PeriodicLoad,SingleApp,noAudioPlayed,RT,0.3278846153846154,
128,PeriodicLoad,SingleApp,noAudioPlayed,RF,0.2342227564102564,
256,PeriodicLoad,SingleApp,noAudioPlayed,RT,0.32100488485694345,
256,PeriodicLoad,SingleApp,noAudioPlayed,RF,0.24337055129099786,
2,FlashcrowdLoad,BothApps,ReadsAvg,RT,0.09428588026101574,
2,FlashcrowdLoad,BothApps,ReadsAvg,RF,0.07137134678977593,
4,FlashcrowdLoad,BothApps,ReadsAvg,RT,0.09873603524092624,
4,FlashcrowdLoad,BothApps,ReadsAvg,RF,0.07658475359315282,
8,FlashcrowdLoad,BothApps,ReadsAvg,RT,0.09312971632553445,
8,FlashcrowdLoad,BothApps,ReadsAvg,RF,0.0782817645744827,
16,FlashcrowdLoad,BothApps,ReadsAvg,RT,0.0922303903609469,
16,FlashcrowdLoad,BothApps,ReadsAvg,RF,0.07151175871468475,
32,FlashcrowdLoad,BothApps,ReadsAvg,RT,0.09875017274878438,
32,FlashcrowdLoad,BothApps,ReadsAvg,RF,0.08079825009695119,
64,FlashcrowdLoad,BothApps,ReadsAvg,RT,0.09008195223974787,
64,FlashcrowdLoad,BothApps,ReadsAvg,RF,0.07666535801425017,
128,FlashcrowdLoad,BothApps,ReadsAvg,RT,0.11466242247190735,
128,FlashcrowdLoad,BothApps,ReadsAvg,RF,0.09068713977741305,
256,FlashcrowdLoad,BothApps,ReadsAvg,RT,0.08604241796186514,
256,FlashcrowdLoad,BothApps,ReadsAvg,RF,0.08350856680153294,
2,FlashcrowdLoad,BothApps,WritesAvg,RT,0.09671422731070987,
2,FlashcrowdLoad,BothApps,WritesAvg,RF,0.06969718473583934,
4,FlashcrowdLoad,BothApps,WritesAvg,RT,0.09269140150345498,
4,FlashcrowdLoad,BothApps,WritesAvg,RF,0.07216009441572525,
8,FlashcrowdLoad,BothApps,WritesAvg,RT,0.09411777856839441,
8,FlashcrowdLoad,BothApps,WritesAvg,RF,0.07245934352417283,
16,FlashcrowdLoad,BothApps,WritesAvg,RT,0.0883956585360179,
16,FlashcrowdLoad,BothApps,WritesAvg,RF,0.0704188654365339,
32,FlashcrowdLoad,BothApps,WritesAvg,RT,0.08863719417892482,
32,FlashcrowdLoad,BothApps,WritesAvg,RF,0.07516622899652214,
64,FlashcrowdLoad,BothApps,WritesAvg,RT,0.1039015058137025,
64,FlashcrowdLoad,BothApps,WritesAvg,RF,0.0738827655303878,
128,FlashcrowdLoad,BothApps,WritesAvg,RT,0.12520486493767682,
128,FlashcrowdLoad,BothApps,WritesAvg,RF,0.08716548862735966,
256,FlashcrowdLoad,BothApps,WritesAvg,RT,0.10511275645757458,
256,FlashcrowdLoad,BothApps,WritesAvg,RF,0.06203528205021792,
2,PeriodicLoad,BothApps,ReadsAvg,RT,0.08275530394998744,
2,PeriodicLoad,BothApps,ReadsAvg,RF,0.06258322595076782,
4,PeriodicLoad,BothApps,ReadsAvg,RT,0.08781780668105914,
4,PeriodicLoad,BothApps,ReadsAvg,RF,0.06404260088105228,
8,PeriodicLoad,BothApps,ReadsAvg,RT,0.08655811965124449,
8,PeriodicLoad,BothApps,ReadsAvg,RF,0.06741905437641348,
16,PeriodicLoad,BothApps,ReadsAvg,RT,0.10517963739847876,
16,PeriodicLoad,BothApps,ReadsAvg,RF,0.07204435517406135,
32,PeriodicLoad,BothApps,ReadsAvg,RT,0.0914316219911943,
32,PeriodicLoad,BothApps,ReadsAvg,RF,0.06657133054510365,
64,PeriodicLoad,BothApps,ReadsAvg,RT,0.08521927454893616,
64,PeriodicLoad,BothApps,ReadsAvg,RF,0.05810854366976138,
128,PeriodicLoad,BothApps,ReadsAvg,RT,0.06911240024831108,
128,PeriodicLoad,BothApps,ReadsAvg,RF,0.05315530799985815,
256,PeriodicLoad,BothApps,ReadsAvg,RT,0.0738343293173015,
256,PeriodicLoad,BothApps,ReadsAvg,RF,0.04978660905030965,
2,PeriodicLoad,BothApps,WritesAvg,RT,0.08148368627048488,
2,PeriodicLoad,BothApps,WritesAvg,RF,0.06399149860498436,
4,PeriodicLoad,BothApps,WritesAvg,RT,0.08235684765475167,
4,PeriodicLoad,BothApps,WritesAvg,RF,0.0602346994740963,
8,PeriodicLoad,BothApps,WritesAvg,RT,0.08510200922995823,
8,PeriodicLoad,BothApps,WritesAvg,RF,0.06492671167297612,
16,PeriodicLoad,BothApps,WritesAvg,RT,0.08197289392624593,
16,PeriodicLoad,BothApps,WritesAvg,RF,0.06916423245929486,
32,PeriodicLoad,BothApps,WritesAvg,RT,0.08668927857840886,
32,PeriodicLoad,BothApps,WritesAvg,RF,0.0626346613811127,
64,PeriodicLoad,BothApps,WritesAvg,RT,0.07657893940474593,
64,PeriodicLoad,BothApps,WritesAvg,RF,0.06011593187408685,
128,PeriodicLoad,BothApps,WritesAvg,RT,0.0663972673239453,
128,PeriodicLoad,BothApps,WritesAvg,RF,0.05472740314248356,
256,PeriodicLoad,BothApps,WritesAvg,RT,0.0536467592890384,
256,PeriodicLoad,BothApps,WritesAvg,RF,0.05612751208045091,
2,FlashcrowdLoad,SingleApp,ReadsAvg,RT,0.054962199458417106,
2,FlashcrowdLoad,SingleApp,ReadsAvg,RF,0.04139279282787981,
4,FlashcrowdLoad,SingleApp,ReadsAvg,RT,0.054867602980288754,
4,FlashcrowdLoad,SingleApp,ReadsAvg,RF,0.04205226041318632,
8,FlashcrowdLoad,SingleApp,ReadsAvg,RT,0.05188127126872745,
8,FlashcrowdLoad,SingleApp,ReadsAvg,RF,0.04156592750760977,
16,FlashcrowdLoad,SingleApp,ReadsAvg,RT,0.05568677539683639,
16,FlashcrowdLoad,SingleApp,ReadsAvg,RF,0.041935424552477125,
32,FlashcrowdLoad,SingleApp,ReadsAvg,RT,0.06252909523182465,
32,FlashcrowdLoad,SingleApp,ReadsAvg,RF,0.05128637587490648,
64,FlashcrowdLoad,SingleApp,ReadsAvg,RT,0.050727975918424234,
64,FlashcrowdLoad,SingleApp,ReadsAvg,RF,0.0424656238438932,
128,FlashcrowdLoad,SingleApp,ReadsAvg,RT,0.0545923734288729,
128,FlashcrowdLoad,SingleApp,ReadsAvg,RF,0.03458412895212666,
256,FlashcrowdLoad,SingleApp,ReadsAvg,RT,0.04586100603462158,
256,FlashcrowdLoad,SingleApp,ReadsAvg,RF,0.03429676591388103,
2,FlashcrowdLoad,SingleApp,WritesAvg,RT,0.05723834421804267,
2,FlashcrowdLoad,SingleApp,WritesAvg,RF,0.04234879813310143,
4,FlashcrowdLoad,SingleApp,WritesAvg,RT,0.058380814994350355,
4,FlashcrowdLoad,SingleApp,WritesAvg,RF,0.043535305292736706,
8,FlashcrowdLoad,SingleApp,WritesAvg,RT,0.059710478473885886,
