período,carga,apps,feature,método,nmae,
2,FlashcrowdLoad,BothApps,DispFrames,RT,0.1096667429903624,
2,FlashcrowdLoad,BothApps,DispFrames,RF,0.1031735045759525,
4,FlashcrowdLoad,BothApps,DispFrames,RT,0.10680763387375387,
4,FlashcrowdLoad,BothApps,DispFrames,RF,0.10845976676587095,
8,FlashcrowdLoad,BothApps,DispFrames,RT,0.1050908495662138,
8,FlashcrowdLoad,BothApps,DispFrames,RF,0.10621657936378022,
16,FlashcrowdLoad,BothApps,DispFrames,RT,0.11477961658200886,
16,FlashcrowdLoad,BothApps,DispFrames,RF,0.1112765579769512,
32,FlashcrowdLoad,BothApps,DispFrames,RT,0.10450919746052419,
32,FlashcrowdLoad,BothApps,DispFrames,RF,0.108899017852298,
64,FlashcrowdLoad,BothApps,DispFrames,RT,0.11324991979467437,
64,FlashcrowdLoad,BothApps,DispFrames,RF,0.11294246604641216,
128,FlashcrowdLoad,BothApps,DispFrames,RT,0.08559782608695653,
128,FlashcrowdLoad,BothApps,DispFrames,RF,0.1255491394927536,
256,FlashcrowdLoad,BothApps,DispFrames,RT,0.07950310559006211,
256,FlashcrowdLoad,BothApps,DispFrames,RF,0.07018633540372672,
2,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.29747952601591193,
2,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.24713715730682204,
4,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.30441022458399597,
4,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.2505794534303902,
8,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.31212066427335416,
8,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.26868677737889235,
16,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.3144069095926816,
16,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.27900461661641196,
32,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.3161578253372553,
32,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.2535069479663251,
64,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.31763308925390854,
64,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.24980539613430958,
128,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.24842767295597487,
128,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.22804310796645696,
256,FlashcrowdLoad,BothApps,noAudioPlayed,RT,0.2563059397884459,
256,FlashcrowdLoad,BothApps,noAudioPlayed,RF,0.22137238947653917,
2,PeriodicLoad,BothApps,DispFrames,RT,0.15153418266642743,
2,PeriodicLoad,BothApps,DispFrames,RF,0.142861228243316,
