período,função,carga,apps,feature,método,nmae
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.13343093093093092,
4,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09265755511086984,
4,média,PeriodicLoad,SingleApp,DispFrames,RF,0.07855162314778057,
4,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.058394615480493586,
4,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.05635880177822095,
4,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.14454483464030005,
4,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.12630355722241166,
2,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09552040290827106,
2,média,PeriodicLoad,SingleApp,DispFrames,RF,0.08710157592174324,
2,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.07884601583618402,
2,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.07815295021356787,
2,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.11029884981600357,
2,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.10211073340044113,
