período,função,carga,apps,feature,método,nmae,
32,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.00087859851519521,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.21633165829145726,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.17612437185929647,
16,média,PeriodicLoad,BothApps,DispFrames,RT,0.05205042016806722,
16,média,PeriodicLoad,BothApps,DispFrames,RF,0.04176858076563959,
16,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.001042418410712854,
16,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.0012054633416192222,
16,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1852621852621853,
16,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.16238738738738737,
8,média,PeriodicLoad,BothApps,DispFrames,RT,0.09611969155369707,
8,média,PeriodicLoad,BothApps,DispFrames,RF,0.07090162091679593,
8,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.030873248615184097,
8,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.0305328147062018,
8,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.17137358922348783,
8,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13826866732546247,
4,média,PeriodicLoad,BothApps,DispFrames,RT,0.11592008151730271,
4,média,PeriodicLoad,BothApps,DispFrames,RF,0.09719530937730464,
4,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.08537902696291276,
4,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.08176755695818243,
4,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1741598932427514,
4,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.14351308180678554,
2,média,PeriodicLoad,BothApps,DispFrames,RT,0.12723091592349545,
2,média,PeriodicLoad,BothApps,DispFrames,RF,0.11450170134799109,
2,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.10595365965935245,
2,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.10810645418210246,
2,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.14779671920231585,
2,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.1349877084960713,
256,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.034422627701455474,
256,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.030291081997919956,
256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.00483558994197292,
256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0051579626047711215,
256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.58994708994709,
256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.4859126984126985,
128,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.034555824558968225,
128,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.030452388437298836,
128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.001452081316553727,
128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0033841561794127075,
128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.36387665198237884,
128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.2856901615271658,
64,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.03926520762253475,
64,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.03227646251144213,
64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.002904162633107454,
64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.002440303323652785,
64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.2375249500998004,
64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.19260479041916168,
32,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.04905800540640928,
32,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.03874834059002773,
32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0010897203051216855,
32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0011684223271582492,
32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.19831586183192987,
32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.17234490462278743,
16,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0566248741876561,
16,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.04195984912183329,
16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.002611441758775659,
16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0025238876067856983,
16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1795621591717379,
16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.13538291314312811,
8,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08248175182481753,
8,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.06718152095775272,
8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.03790440150128726,
8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.03471132272506384,
8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.15525231719876417,
8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12800377617576383,
4,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.08986692187744932,
4,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.0781875221728118,
4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.07047819366763866,
4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.06815401734733442,
4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12682354159832882,
4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11023053594139347,
2,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09002210345737661,
2,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.08328879651623118,
2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0855990961333691,
2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.07873820380892001,
2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09941491098109131,
2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09587752192339992,
256,média,PeriodicLoad,SingleApp,DispFrames,RT,0.024985828282387827,
256,média,PeriodicLoad,SingleApp,DispFrames,RF,0.022042273341710838,
256,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.004721435316336166,
256,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.0038243626062322887,
256,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.2784380305602716,
256,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.2451754385964912,
128,média,PeriodicLoad,SingleApp,DispFrames,RT,0.025567726850517277,
128,média,PeriodicLoad,SingleApp,DispFrames,RF,0.01894618205694885,
128,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.0009569377990430622,
128,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.0018620414673046197,
128,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.19794721407624633,
128,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.1602089442815249,
64,média,PeriodicLoad,SingleApp,DispFrames,RT,0.02640976225950638,
64,média,PeriodicLoad,SingleApp,DispFrames,RF,0.022623674720908645,
64,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.00023934897079942553,
64,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.0006721716929950492,
64,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.15262778977681787,
64,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.11351091912646989,
32,média,PeriodicLoad,SingleApp,DispFrames,RT,0.03174476187428498,
32,média,PeriodicLoad,SingleApp,DispFrames,RF,0.023842972231333553,
32,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.0003590664272890485,
32,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.0004617993217634157,
32,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.16148051097281366,
32,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.11882028605742985,
16,média,PeriodicLoad,SingleApp,DispFrames,RT,0.044770360502331324,
16,média,PeriodicLoad,SingleApp,DispFrames,RF,0.035055392642654844,
16,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.0010197960407918418,
16,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.0009728054389122167,
16,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.14780564263322885,
16,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.1192567920585162,
8,média,PeriodicLoad,SingleApp,DispFrames,RT,0.07107895640927187,
8,média,PeriodicLoad,SingleApp,DispFrames,RF,0.056490343484967905,
8,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.019758174490136064,
8,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.0186763235249553,
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.14926126126126127,
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.11799069069069068,
4,média,PeriodicLoad,SingleApp,DispFrames,RT,0.08759813015968176,
4,média,PeriodicLoad,SingleApp,DispFrames,RF,0.0767418356517301,
4,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.0528169014084507,
4,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.055203139931031625,
4,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.13654960790998977,
4,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.11884262416183658,
2,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09489998256334979,
2,média,PeriodicLoad,SingleApp,DispFrames,RF,0.08736417322568567,
2,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.08300839652656508,
2,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.07904423393323712,
2,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.10896219409561214,
2,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.10531169381232912,
