período,carga,apps,feature,método,nmae,
256,FlashcrowdLoad,BothApps,DispFrames,RT,0.12297297297297298,
256,FlashcrowdLoad,BothApps,DispFrames,RF,0.10959459459459463,
128,FlashcrowdLoad,BothApps,DispFrames,RT,0.0987153482082488,
128,FlashcrowdLoad,BothApps,DispFrames,RF,0.1066880775298625,
64,FlashcrowdLoad,BothApps,DispFrames,RT,0.11834319526627218,
64,FlashcrowdLoad,BothApps,DispFrames,RF,0.13195540214770982,
32,FlashcrowdLoad,BothApps,DispFrames,RT,0.11953112101700512,
32,FlashcrowdLoad,BothApps,DispFrames,RF,0.12589840955368445,
16,FlashcrowdLoad,BothApps,DispFrames,RT,0.15093062605752963,
16,FlashcrowdLoad,BothApps,DispFrames,RF,0.1497137619853356,
8,FlashcrowdLoad,BothApps,DispFrames,RT,0.10744795554449697,
8,FlashcrowdLoad,BothApps,DispFrames,RF,0.1056644134804125,
4,FlashcrowdLoad,BothApps,DispFrames,RT,0.10770230880533478,
4,FlashcrowdLoad,BothApps,DispFrames,RF,0.10824421051159996,
2,FlashcrowdLoad,BothApps,DispFrames,RT,0.12473858122804082,
2,FlashcrowdLoad,BothApps,DispFrames,RF,0.12274439169594557,
256,PeriodicLoad,BothApps,DispFrames,RT,0.24825662482566246,
256,PeriodicLoad,BothApps,DispFrames,RF,0.25814737331473736,
128,PeriodicLoad,BothApps,DispFrames,RT,0.20789865871833088,
128,PeriodicLoad,BothApps,DispFrames,RF,0.20967461500248386,
64,PeriodicLoad,BothApps,DispFrames,RT,0.14510809820447051,
64,PeriodicLoad,BothApps,DispFrames,RF,0.14248198363258824,
32,PeriodicLoad,BothApps,DispFrames,RT,0.1827723488961274,
32,PeriodicLoad,BothApps,DispFrames,RF,0.1642523223549282,
16,PeriodicLoad,BothApps,DispFrames,RT,0.1512804155654789,
16,PeriodicLoad,BothApps,DispFrames,RF,0.14665238919772777,
8,PeriodicLoad,BothApps,DispFrames,RT,0.14614478572075745,
8,PeriodicLoad,BothApps,DispFrames,RF,0.1427169218688653,
4,PeriodicLoad,BothApps,DispFrames,RT,0.13901578542674928,
4,PeriodicLoad,BothApps,DispFrames,RF,0.1358720807514285,
2,PeriodicLoad,BothApps,DispFrames,RT,0.13684542515685016,
2,PeriodicLoad,BothApps,DispFrames,RF,0.12903079557102468,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,0.14426229508196722,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,0.147832422586521,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,0.16422947131608548,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,0.15838957630296213,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,0.18630660120021822,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,0.17084015275504635,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1488486842105263,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,0.15020673428362571,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,0.13053053053053054,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1311989767545323,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12543739794048056,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12424128814387753,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12704509177972867,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12690113172829653,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11890138194066076,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11750148595769973,
256,PeriodicLoad,SingleApp,DispFrames,RT,0.10636182902584493,
256,PeriodicLoad,SingleApp,DispFrames,RF,0.08627402253147781,
128,PeriodicLoad,SingleApp,DispFrames,RT,0.09540816326530613,
128,PeriodicLoad,SingleApp,DispFrames,RF,0.09023384353741494,
64,PeriodicLoad,SingleApp,DispFrames,RT,0.1248688352570829,
64,PeriodicLoad,SingleApp,DispFrames,RF,0.11881776845050715,
32,PeriodicLoad,SingleApp,DispFrames,RT,0.10362960112863924,
32,PeriodicLoad,SingleApp,DispFrames,RF,0.10373647984267455,
16,PeriodicLoad,SingleApp,DispFrames,RT,0.10988368315030217,
16,PeriodicLoad,SingleApp,DispFrames,RF,0.0990761799553794,
8,PeriodicLoad,SingleApp,DispFrames,RT,0.10727377966428708,
8,PeriodicLoad,SingleApp,DispFrames,RF,0.09821880292408945,
4,PeriodicLoad,SingleApp,DispFrames,RT,0.10153726279564307,
4,PeriodicLoad,SingleApp,DispFrames,RF,0.09699987554718657,
2,PeriodicLoad,SingleApp,DispFrames,RT,0.10226390057608907,
2,PeriodicLoad,SingleApp,DispFrames,RF,0.099344752626923,
