k,regression_tree_ReadsAvg_minimal_univariate_nmae,regression_tree_ReadsAvg_minimal_univariate_training_time,random_forest_ReadsAvg_minimal_univariate_nmae,random_forest_ReadsAvg_minimal_univariate_training_time,
4,0.16029433828656034,0.0008909702301025391, 0.10568620802953584,0.0008909702301025391,
3,0.12385403736542935,0.001009225845336914, 0.10319164917269412,0.001009225845336914,
1,0.14556972320731268,0.0007455348968505859, 0.14582036990766584,0.0007455348968505859,
2,0.12385403736542935,0.0009200572967529297, 0.10397327109626546,0.0009200572967529297,
3,0.12385403736542935,0.0007653236389160156, 0.10319164917269412,0.0007653236389160156,
2,0.12380835200981818,0.0007188320159912109, 0.10397327109626558,0.0007188320159912109,
1,0.14556972320731268,0.0008549690246582031, 0.14582036990766575,0.0008549690246582031,
4,0.1768077773088107,0.0008337497711181641, 0.1056862080295358,0.0008337497711181641,
5,0.1357101658741815,0.0010075569152832031, 0.11036437762845833,0.0010075569152832031,
2,0.12380835200981818,0.0007383823394775391, 0.10397327109626553,0.0007383823394775391,
3,0.12380835200981818,0.0008442401885986328, 0.10319164917269406,0.0008442401885986328,
3,0.12380835200981818,0.00084686279296875, 0.10319164917269416,0.00084686279296875,
4,0.12755065753167213,0.0007619857788085938, 0.10568620802953582,0.0007619857788085938,
5,0.1357101658741815,0.0007722377777099609, 0.11036437762845835,0.0007722377777099609,
2,0.12380835200981818,0.0008120536804199219, 0.10397327109626558,0.0008120536804199219,
6,0.14217412454139428,0.0008847713470458984, 0.11173849304431814,0.0008847713470458984,
3,0.12380835200981818,0.0008065700531005859, 0.10319164917269416,0.0008065700531005859,
4,0.16029433828656034,0.0007770061492919922, 0.1056862080295358,0.0007770061492919922,
4,0.17301978643134552,0.0008358955383300781, 0.10568620802953582,0.0008358955383300781,
5,0.1768077773088107,0.001020193099975586, 0.11036437762845838,0.001020193099975586,
3,0.12385403736542935,0.0007312297821044922, 0.10319164917269416,0.0007312297821044922,
6,0.14251936046731964,0.0008375644683837891, 0.11173849304431809,0.0008375644683837891,
4,0.16029433828656034,0.000873565673828125, 0.10568620802953582,0.000873565673828125,
7,0.1967169880475688,0.000873565673828125, 0.12007537607786745,0.000873565673828125,
5,0.14848129937457785,0.0008635520935058594, 0.11036437762845837,0.0008635520935058594,
5,0.1730654717869567,0.0009448528289794922, 0.11036437762845835,0.0009448528289794922,
6,0.15028794752829244,0.0009443759918212891, 0.11173849304431813,0.0009443759918212891,
4,0.12385403736542935,0.0009469985961914062, 0.10568620802953582,0.0009469985961914062,
7,0.1967169880475688,0.0009367465972900391, 0.12007537607786743,0.0009367465972900391,
8,0.191730794888847,0.0008766651153564453, 0.12180507079759215,0.0008766651153564453,
5,0.12759634288728333,0.0008649826049804688, 0.11036437762845835,0.0008649826049804688,
6,0.12652117957511583,0.0009987354278564453, 0.11173849304431813,0.0009987354278564453,
6,0.12686641550104116,0.0010306835174560547, 0.11173849304431814,0.0010306835174560547,
7,0.14750555362604148,0.0009593963623046875, 0.12007537607786743,0.0009593963623046875,
5,0.11108290386503301,0.0007715225219726562, 0.11036437762845835,0.0007715225219726562,
8,0.1984968998852155,0.0010356903076171875, 0.12180507079759216,0.0010356903076171875,
9,0.18433911201166633,0.000997304916381836, 0.12176948510700696,0.000997304916381836,
6,0.191730794888847,0.0011165142059326172, 0.11173849304431813,0.0011165142059326172,
7,0.19292666098714634,0.0009582042694091797, 0.1200753760778674,0.0009582042694091797,
7,0.18044755035642365,0.000949859619140625, 0.12007537607786743,0.000949859619140625,
8,0.1350264429953188,0.0010266304016113281, 0.12180507079759222,0.0010266304016113281,
6,0.14447915839268535,0.000985860824584961, 0.11173849304431815,0.000985860824584961,
9,0.14779757649571515,0.0010671615600585938, 0.12176948510700693,0.0010671615600585938,
7,0.1984968998852155,0.0009558200836181641, 0.1200753760778674,0.0009558200836181641,
10,0.10512875223429943,0.0010673999786376953, 0.12694914449845363,0.0010673999786376953,
8,0.191730794888847,0.001132965087890625, 0.12180507079759223,0.001132965087890625,
8,0.14928546546368818,0.0010406970977783203, 0.1218050707975922,0.0010406970977783203,
9,0.21784594586596848,0.0010025501251220703, 0.12176948510700691,0.0010025501251220703,
10,0.1490619706274313,0.0010623931884765625, 0.1269491444984537,0.0010623931884765625,
7,0.14251936046731964,0.0010578632354736328, 0.12007537607786743,0.0010578632354736328,
8,0.19700901091724252,0.0010175704956054688, 0.12180507079759217,0.0010175704956054688,
11,0.12379225830500061,0.0011451244354248047, 0.1244762342703506,0.0011451244354248047,
9,0.19700901091724252,0.001043558120727539, 0.1217694851070069,0.001043558120727539,
9,0.17242483850486362,0.0009701251983642578, 0.12176948510700686,0.0009701251983642578,
11,0.12379225830500061,0.0009191036224365234, 0.12447623427035064,0.0009191036224365234,
10,0.16772547669813245,0.001001119613647461, 0.12694914449845374,0.001001119613647461,
8,0.14779757649571515,0.0011038780212402344, 0.12180507079759215,0.0011038780212402344,
9,0.10161617136992211,0.0008904933929443359, 0.12176948510700687,0.0008904933929443359,
12,0.1262434333790706,0.0009675025939941406, 0.12032534116491109,0.0009675025939941406,
10,0.12926541582239612,0.0009980201721191406, 0.12694914449845374,0.0009980201721191406,
10,0.16777116205374365,0.0009818077087402344, 0.12694914449845376,0.0009818077087402344,
12,0.18404708914199264,0.0009751319885253906, 0.12032534116491107,0.0009751319885253906,
11,0.14779757649571515,0.001077413558959961, 0.1244762342703506,0.001077413558959961,
9,0.14779757649571515,0.0010030269622802734, 0.12176948510700687,0.0010030269622802734,
10,0.19700901091724252,0.0009579658508300781, 0.12694914449845368,0.0009579658508300781,
13,0.1348356547204653,0.0009005069732666016, 0.12650399348845265,0.0009005069732666016,
11,0.168877993623778,0.0010824203491210938, 0.12447623427035058,0.0010824203491210938,
11,0.12494477523064615,0.0010704994201660156, 0.12447623427035054,0.0010704994201660156,
13,0.1255578934690188,0.0010204315185546875, 0.12650399348845265,0.0010204315185546875,
12,0.14251936046731964,0.0010235309600830078, 0.1203253411649111,0.0010235309600830078,
10,0.14779757649571515,0.0008645057678222656, 0.1269491444984538,0.0008645057678222656,
14,0.12494477523064615,0.000946044921875, 0.12657928996304865,0.000946044921875,
11,0.19700901091724252,0.0010156631469726562, 0.12447623427035058,0.0010156631469726562,
12,0.19700901091724252,0.0010113716125488281, 0.12032534116491107,0.0010113716125488281,
12,0.1484195203141491,0.0009911060333251953, 0.12032534116491107,0.0009911060333251953,
14,0.17906089598327085,0.001013040542602539, 0.12657928996304868,0.001013040542602539,
13,0.1550555777925563,0.0010881423950195312, 0.12650399348845268,0.0010881423950195312,
11,0.12385585439661848,0.0009050369262695312, 0.12447623427035058,0.0009050369262695312,
15,0.17306728881814581,0.0010745525360107422, 0.13074110688694643,0.0010745525360107422,
12,0.1501851554781673,0.0010333061218261719, 0.12032534116491107,0.0010333061218261719,
13,0.18404708914199264,0.0009355545043945312, 0.12650399348845268,0.0009355545043945312,
13,0.1668545996067944,0.0010390281677246094, 0.1265039934884527,0.0010390281677246094,
15,0.135127677590139,0.0009684562683105469, 0.13074110688694646,0.0009684562683105469,
14,0.17906089598327085,0.0010271072387695312, 0.12657928996304868,0.0010271072387695312,
12,0.14876994775775756,0.0009102821350097656, 0.1203253411649111,0.0009102821350097656,
16,0.1543401866558268,0.0009088516235351562, 0.12713769393130636,0.0009088516235351562,
13,0.11112235939942446,0.0010280609130859375, 0.12650399348845262,0.0010280609130859375,
14,0.18433911201166633,0.0009310245513916016, 0.12657928996304862,0.0009310245513916016,
14,0.12379225830500061,0.0009169578552246094, 0.12657928996304862,0.0009169578552246094,
16,0.221636272926391,0.0009233951568603516, 0.12713769393130633,0.0009233951568603516,
15,0.17300369272652794,0.0010306835174560547, 0.1307411068869464,0.0010306835174560547,
13,0.1603337938209518,0.0009624958038330078, 0.1265039934884527,0.0009624958038330078,
