k,regression_tree_ReadsAvg_minimal_univariate_nmae,regression_tree_ReadsAvg_minimal_univariate_training_time,random_forest_ReadsAvg_minimal_univariate_nmae,random_forest_ReadsAvg_minimal_univariate_training_time,
14,0.17300369272652794,0.0009489059448242188, 0.12657928996304862,0.0009489059448242188,
15,0.1490619706274313,0.00101470947265625, 0.1307411068869464,0.00101470947265625,
15,0.1350264429953188,0.001344442367553711, 0.13074110688694646,0.001344442367553711,
16,0.15965370500446727,0.0008523464202880859, 0.12713769393130636,0.0008523464202880859,
14,0.19700901091724252,0.0010557174682617188, 0.12657928996304868,0.0010557174682617188,
15,0.1550555777925563,0.0010409355163574219, 0.13074110688694646,0.0010409355163574219,
16,0.19700901091724252,0.0010712146759033203, 0.12713769393130636,0.0010712146759033203,
16,0.1449069394497718,0.0009334087371826172, 0.12713769393130636,0.0009334087371826172,
15,0.14779757649571515,0.0009472370147705078, 0.13074110688694646,0.0009472370147705078,
16,0.1400520916884321,0.0009958744049072266, 0.1271376939313063,0.0009958744049072266,
16,0.13090853116909346,0.0011386871337890625, 0.1271376939313063,0.0011386871337890625,
