k,regression_tree_DispFrames_minimal_univariate_nmae,regression_tree_DispFrames_minimal_univariate_training_time,random_forest_DispFrames_minimal_univariate_nmae,random_forest_DispFrames_minimal_univariate_training_time,
4,0.01408450704225352,0.0009639263153076172, 0.01408450704225352,0.0009639263153076172,
4,0.01408450704225352,0.0007605552673339844, 0.01408450704225352,0.0007605552673339844,
6,0.01408450704225352,0.0006928443908691406, 0.01408450704225352,0.0006928443908691406,
4,0.01408450704225352,0.0006728172302246094, 0.01408450704225352,0.0006728172302246094,
8,0.01408450704225352,0.0006873607635498047, 0.01408450704225352,0.0006873607635498047,
1,0.01408450704225352,0.0007410049438476562, 0.01408450704225352,0.0007410049438476562,
5,0.01408450704225352,0.0009484291076660156, 0.01408450704225352,0.0009484291076660156,
5,0.01408450704225352,0.0007708072662353516, 0.01408450704225352,0.0007708072662353516,
5,0.01408450704225352,0.0009958744049072266, 0.01408450704225352,0.0009958744049072266,
7,0.01408450704225352,0.0007894039154052734, 0.01408450704225352,0.0007894039154052734,
5,0.01408450704225352,0.0006222724914550781, 0.01408450704225352,0.0006222724914550781,
9,0.01408450704225352,0.0008544921875, 0.01408450704225352,0.0008544921875,
6,0.01408450704225352,0.0006899833679199219, 0.01408450704225352,0.0006899833679199219,
2,0.01408450704225352,0.0007340908050537109, 0.01408450704225352,0.0007340908050537109,
6,0.01408450704225352,0.0008230209350585938, 0.01408450704225352,0.0008230209350585938,
8,0.01408450704225352,0.000904083251953125, 0.01408450704225352,0.000904083251953125,
6,0.01408450704225352,0.00098419189453125, 0.01408450704225352,0.00098419189453125,
10,0.01408450704225352,0.0006351470947265625, 0.01408450704225352,0.0006351470947265625,
6,0.01408450704225352,0.0010237693786621094, 0.01408450704225352,0.0010237693786621094,
7,0.01408450704225352,0.0008192062377929688, 0.01408450704225352,0.0008192062377929688,
3,0.01408450704225352,0.0007596015930175781, 0.01408450704225352,0.0007596015930175781,
9,0.01408450704225352,0.0006449222564697266, 0.01408450704225352,0.0006449222564697266,
7,0.01408450704225352,0.0006377696990966797, 0.01408450704225352,0.0006377696990966797,
7,0.01408450704225352,0.00063323974609375, 0.01408450704225352,0.00063323974609375,
11,0.01408450704225352,0.0008111000061035156, 0.01408450704225352,0.0008111000061035156,
7,0.01408450704225352,0.0009703636169433594, 0.01408450704225352,0.0009703636169433594,
4,0.01408450704225352,0.0008187294006347656, 0.01408450704225352,0.0008187294006347656,
8,0.01408450704225352,0.0008535385131835938, 0.01408450704225352,0.0008535385131835938,
10,0.01408450704225352,0.0006968975067138672, 0.01408450704225352,0.0006968975067138672,
8,0.01408450704225352,0.0009229183197021484, 0.01408450704225352,0.0009229183197021484,
8,0.01408450704225352,0.0007882118225097656, 0.01408450704225352,0.0007882118225097656,
12,0.01408450704225352,0.0009112358093261719, 0.01408450704225352,0.0009112358093261719,
8,0.01408450704225352,0.0007846355438232422, 0.01408450704225352,0.0007846355438232422,
5,0.01408450704225352,0.0007679462432861328, 0.01408450704225352,0.0007679462432861328,
9,0.01408450704225352,0.0009267330169677734, 0.01408450704225352,0.0009267330169677734,
11,0.01408450704225352,0.0008831024169921875, 0.01408450704225352,0.0008831024169921875,
9,0.01408450704225352,0.0006229877471923828, 0.01408450704225352,0.0006229877471923828,
9,0.01408450704225352,0.0007770061492919922, 0.01408450704225352,0.0007770061492919922,
9,0.01408450704225352,0.0007002353668212891, 0.01408450704225352,0.0007002353668212891,
13,0.01408450704225352,0.0009663105010986328, 0.01408450704225352,0.0009663105010986328,
6,0.01408450704225352,0.0007212162017822266, 0.01408450704225352,0.0007212162017822266,
10,0.01408450704225352,0.0006926059722900391, 0.01408450704225352,0.0006926059722900391,
12,0.01408450704225352,0.0009622573852539062, 0.01408450704225352,0.0009622573852539062,
10,0.01408450704225352,0.0007696151733398438, 0.01408450704225352,0.0007696151733398438,
10,0.01408450704225352,0.0007028579711914062, 0.01408450704225352,0.0007028579711914062,
