k,regression_tree_WritesAvg_minimal_univariate_nmae,regression_tree_WritesAvg_minimal_univariate_training_time,random_forest_WritesAvg_minimal_univariate_nmae,random_forest_WritesAvg_minimal_univariate_training_time,
10,0.069288955625776,0.0009992122650146484, 0.11372177124411005,0.0009992122650146484,
12,0.1222950340805888,0.0010120868682861328, 0.1137481251491653,0.0010120868682861328,
15,0.07975349720801969,0.0009024143218994141, 0.11451215049479499,0.0009024143218994141,
10,0.12132809407420116,0.00098419189453125, 0.11372177124411001,0.00098419189453125,
14,0.1298576086211234,0.001096487045288086, 0.11767758861535024,0.001096487045288086,
11,0.1222950340805888,0.001027822494506836, 0.1124343382695228,0.001027822494506836,
13,0.13604949121903262,0.0008831024169921875, 0.11704647132107965,0.0008831024169921875,
11,0.1222972006787315,0.0009324550628662109, 0.11243433826952279,0.0009324550628662109,
13,0.1419125606870512,0.0010223388671875, 0.11704647132107966,0.0010223388671875,
16,0.1345644793626429,0.0009260177612304688, 0.11649486393041387,0.0009260177612304688,
11,0.06832201561938836,0.0009596347808837891, 0.1124343382695228,0.0009596347808837891,
15,0.1302626350268569,0.0010058879852294922, 0.11451215049479495,0.0010058879852294922,
12,0.12329154177927668,0.0008597373962402344, 0.1137481251491653,0.0008597373962402344,
14,0.12912415142634803,0.0009922981262207031, 0.11767758861535028,0.0009922981262207031,
12,0.07028546332446388,0.001020669937133789, 0.1137481251491653,0.001020669937133789,
14,0.0825956916303804,0.0010955333709716797, 0.11767758861535024,0.0010955333709716797,
16,0.13407049498610954,0.001027822494506836, 0.11649486393041393,0.001027822494506836,
12,0.12132809407420116,0.0008516311645507812, 0.11374812514916524,0.0008516311645507812,
13,0.13306187982721254,0.0009915828704833984, 0.11704647132107966,0.0009915828704833984,
15,0.13600654159702755,0.0009515285491943359, 0.11451215049479492,0.0009515285491943359,
13,0.13010536549108753,0.001062154769897461, 0.11704647132107966,0.001062154769897461,
15,0.13995981852573958,0.0009102821350097656, 0.11451215049479498,0.0009102821350097656,
13,0.12943869049788678,0.0009224414825439453, 0.11704647132107966,0.0009224414825439453,
14,0.1348729009806023,0.0009701251983642578, 0.11767758861535028,0.0009701251983642578,
16,0.13316434717466683,0.001131296157836914, 0.11649486393041389,0.001131296157836914,
14,0.1332072967966719,0.0009222030639648438, 0.11767758861535024,0.0009222030639648438,
16,0.1298576086211234,0.0008909702301025391, 0.11649486393041387,0.0008909702301025391,
14,0.07877228314328019,0.0009312629699707031, 0.11767758861535026,0.0009312629699707031,
15,0.14094689515015926,0.0011856555938720703, 0.11451215049479498,0.0011856555938720703,
15,0.13307742835506006,0.0012433528900146484, 0.11451215049479495,0.0012433528900146484,
15,0.13361066639206096,0.0011174678802490234, 0.11451215049479495,0.0011174678802490234,
16,0.13671259769764535,0.0010335445404052734, 0.11649486393041389,0.0010335445404052734,
16,0.1337405348336728,0.001222372055053711, 0.11649486393041385,0.001222372055053711,
16,0.1332191493629819,0.0010902881622314453, 0.11649486393041387,0.0010902881622314453,
