k,regression_tree_noAudioPlayed_minimal_univariate_nmae,regression_tree_noAudioPlayed_minimal_univariate_training_time,random_forest_noAudioPlayed_minimal_univariate_nmae,random_forest_noAudioPlayed_minimal_univariate_training_time,
2,0.01568627450980392,0.0007050037384033203, 0.017640533486121733,0.0007050037384033203,
2,0.01568627450980392,0.0006918907165527344, 0.017640533486121733,0.0006918907165527344,
1,0.01568627450980392,0.0007238388061523438, 0.017640533486121733,0.0007238388061523438,
3,0.01568627450980392,0.0007231235504150391, 0.017052298192004094,0.0007231235504150391,
2,0.01568627450980392,0.0008056163787841797, 0.017640533486121733,0.0008056163787841797,
1,0.01568627450980392,0.0008893013000488281, 0.017640533486121733,0.0008893013000488281,
1,0.01568627450980392,0.0010056495666503906, 0.017640533486121733,0.0010056495666503906,
3,0.01568627450980392,0.0009598731994628906, 0.017052298192004094,0.0009598731994628906,
2,0.01568627450980392,0.0009641647338867188, 0.017640533486121733,0.0009641647338867188,
3,0.01568627450980392,0.0009713172912597656, 0.017052298192004094,0.0009713172912597656,
4,0.01568627450980392,0.0007646083831787109, 0.014797396231219798,0.0007646083831787109,
3,0.01568627450980392,0.0009388923645019531, 0.017052298192004094,0.0009388923645019531,
2,0.01568627450980392,0.0008640289306640625, 0.017640533486121733,0.0008640289306640625,
2,0.01568627450980392,0.0007545948028564453, 0.017640533486121733,0.0007545948028564453,
4,0.01568627450980392,0.0007975101470947266, 0.014797396231219798,0.0007975101470947266,
4,0.01568627450980392,0.0009663105010986328, 0.014797396231219798,0.0009663105010986328,
5,0.011764705882352941,0.0007522106170654297, 0.014498910675381267,0.0007522106170654297,
3,0.01568627450980392,0.0010857582092285156, 0.017052298192004094,0.0010857582092285156,
4,0.01568627450980392,0.0008349418640136719, 0.014797396231219798,0.0008349418640136719,
3,0.01568627450980392,0.0009367465972900391, 0.017052298192004094,0.0009367465972900391,
3,0.01568627450980392,0.0009200572967529297, 0.017052298192004094,0.0009200572967529297,
5,0.011764705882352941,0.0008127689361572266, 0.014498910675381267,0.0008127689361572266,
5,0.011764705882352941,0.0008945465087890625, 0.014498910675381267,0.0008945465087890625,
6,0.011764705882352941,0.0009248256683349609, 0.014052287581699328,0.0009248256683349609,
4,0.01568627450980392,0.0007333755493164062, 0.014797396231219798,0.0007333755493164062,
5,0.011764705882352941,0.0009191036224365234, 0.014498910675381267,0.0009191036224365234,
4,0.01568627450980392,0.0009851455688476562, 0.014797396231219798,0.0009851455688476562,
4,0.01568627450980392,0.0010263919830322266, 0.014797396231219798,0.0010263919830322266,
7,0.00784313725490196,0.0007638931274414062, 0.012222222222222197,0.0007638931274414062,
6,0.011764705882352941,0.0009791851043701172, 0.014052287581699328,0.0009791851043701172,
6,0.011764705882352941,0.0009694099426269531, 0.014052287581699328,0.0009694099426269531,
5,0.011764705882352941,0.001071929931640625, 0.014498910675381267,0.001071929931640625,
6,0.011764705882352941,0.0007879734039306641, 0.014052287581699328,0.0007879734039306641,
5,0.011764705882352941,0.000980377197265625, 0.014498910675381267,0.000980377197265625,
5,0.011764705882352941,0.0008900165557861328, 0.014498910675381267,0.0008900165557861328,
8,0.01568627450980392,0.0009047985076904297, 0.012124183006535954,0.0009047985076904297,
7,0.00784313725490196,0.0008449554443359375, 0.012222222222222197,0.0008449554443359375,
7,0.011764705882352941,0.0008349418640136719, 0.012222222222222197,0.0008349418640136719,
6,0.011764705882352941,0.001051187515258789, 0.014052287581699328,0.001051187515258789,
7,0.00784313725490196,0.0010042190551757812, 0.012222222222222197,0.0010042190551757812,
6,0.011764705882352941,0.0009369850158691406, 0.014052287581699328,0.0009369850158691406,
6,0.011764705882352941,0.0008845329284667969, 0.014052287581699328,0.0008845329284667969,
9,0.011764705882352941,0.0009069442749023438, 0.012254901960784315,0.0009069442749023438,
8,0.00784313725490196,0.0009160041809082031, 0.012124183006535954,0.0009160041809082031,
8,0.00784313725490196,0.0007543563842773438, 0.012124183006535954,0.0007543563842773438,
7,0.011764705882352941,0.0007894039154052734, 0.012222222222222197,0.0007894039154052734,
8,0.01568627450980392,0.0008573532104492188, 0.012124183006535954,0.0008573532104492188,
7,0.00784313725490196,0.0008404254913330078, 0.012222222222222197,0.0008404254913330078,
7,0.011764705882352941,0.0009005069732666016, 0.012222222222222197,0.0009005069732666016,
10,0.011764705882352941,0.000804901123046875, 0.014019607843137265,0.000804901123046875,
9,0.00392156862745098,0.0009529590606689453, 0.012254901960784315,0.0009529590606689453,
9,0.011764705882352941,0.0009751319885253906, 0.012254901960784315,0.0009751319885253906,
8,0.011764705882352941,0.0008521080017089844, 0.012124183006535954,0.0008521080017089844,
9,0.011764705882352941,0.0010178089141845703, 0.012254901960784315,0.0010178089141845703,
8,0.01568627450980392,0.0009441375732421875, 0.012124183006535954,0.0009441375732421875,
8,0.01568627450980392,0.0009889602661132812, 0.012124183006535954,0.0009889602661132812,
11,0.011764705882352941,0.0009846687316894531, 0.01509803921568628,0.0009846687316894531,
10,0.011764705882352941,0.0009164810180664062, 0.014019607843137265,0.0009164810180664062,
10,0.011764705882352941,0.0009484291076660156, 0.014019607843137265,0.0009484291076660156,
9,0.011764705882352941,0.0007481575012207031, 0.012254901960784315,0.0007481575012207031,
10,0.011764705882352941,0.0007975101470947266, 0.014019607843137265,0.0007975101470947266,
9,0.00392156862745098,0.0009927749633789062, 0.012254901960784315,0.0009927749633789062,
9,0.011764705882352941,0.00096893310546875, 0.012254901960784315,0.00096893310546875,
12,0.011764705882352941,0.001004934310913086, 0.014215686274509804,0.001004934310913086,
11,0.00392156862745098,0.0008139610290527344, 0.01509803921568628,0.0008139610290527344,
11,0.011764705882352941,0.0009167194366455078, 0.01509803921568628,0.0009167194366455078,
10,0.011764705882352941,0.0009932518005371094, 0.014019607843137265,0.0009932518005371094,
11,0.011764705882352941,0.0009319782257080078, 0.01509803921568628,0.0009319782257080078,
10,0.011764705882352941,0.001020193099975586, 0.014019607843137265,0.001020193099975586,
10,0.011764705882352941,0.0009729862213134766, 0.014019607843137265,0.0009729862213134766,
13,0.00392156862745098,0.0007691383361816406, 0.012875816993464071,0.0007691383361816406,
12,0.011764705882352941,0.000797271728515625, 0.014215686274509804,0.000797271728515625,
12,0.011764705882352941,0.0007734298706054688, 0.014215686274509804,0.0007734298706054688,
11,0.00392156862745098,0.0009138584136962891, 0.01509803921568628,0.0009138584136962891,
12,0.00392156862745098,0.0009019374847412109, 0.014215686274509804,0.0009019374847412109,
11,0.011764705882352941,0.0010313987731933594, 0.01509803921568628,0.0010313987731933594,
11,0.011764705882352941,0.0010726451873779297, 0.01509803921568628,0.0010726451873779297,
14,0.00392156862745098,0.0008981227874755859, 0.012745098039215686,0.0008981227874755859,
13,0.011764705882352941,0.0009403228759765625, 0.012875816993464071,0.0009403228759765625,
13,0.011764705882352941,0.0010006427764892578, 0.012875816993464071,0.0010006427764892578,
13,0.011764705882352941,0.0009369850158691406, 0.012875816993464071,0.0009369850158691406,
12,0.011764705882352941,0.001073598861694336, 0.014215686274509804,0.001073598861694336,
12,0.011764705882352941,0.0008685588836669922, 0.014215686274509804,0.0008685588836669922,
12,0.011764705882352941,0.0008699893951416016, 0.014215686274509804,0.0008699893951416016,
15,0.011764705882352941,0.00096893310546875, 0.012810457516339866,0.00096893310546875,
14,0.00392156862745098,0.0008313655853271484, 0.012745098039215686,0.0008313655853271484,
14,0.00784313725490196,0.0008757114410400391, 0.012745098039215686,0.0008757114410400391,
14,0.00392156862745098,0.0008487701416015625, 0.012745098039215686,0.0008487701416015625,
13,0.011764705882352941,0.0007824897766113281, 0.012875816993464071,0.0007824897766113281,
13,0.00392156862745098,0.0008869171142578125, 0.012875816993464071,0.0008869171142578125,
13,0.00392156862745098,0.0010311603546142578, 0.012875816993464071,0.0010311603546142578,
16,0.011764705882352941,0.0010027885437011719, 0.013366013071895416,0.0010027885437011719,
15,0.011764705882352941,0.0009539127349853516, 0.012810457516339866,0.0009539127349853516,
15,0.011764705882352941,0.0008518695831298828, 0.012810457516339866,0.0008518695831298828,
15,0.011764705882352941,0.0010221004486083984, 0.012810457516339866,0.0010221004486083984,
14,0.00392156862745098,0.001123666763305664, 0.012745098039215686,0.001123666763305664,
14,0.00392156862745098,0.0008592605590820312, 0.012745098039215686,0.0008592605590820312,
14,0.011764705882352941,0.0009138584136962891, 0.012745098039215686,0.0009138584136962891,
16,0.011764705882352941,0.0008232593536376953, 0.013366013071895416,0.0008232593536376953,
16,0.011764705882352941,0.0011339187622070312, 0.013366013071895416,0.0011339187622070312,
16,0.011764705882352941,0.0008068084716796875, 0.013366013071895416,0.0008068084716796875,
15,0.011764705882352941,0.0008242130279541016, 0.012810457516339866,0.0008242130279541016,
15,0.011764705882352941,0.00080108642578125, 0.012810457516339866,0.00080108642578125,
15,0.011764705882352941,0.0008211135864257812, 0.012810457516339866,0.0008211135864257812,
16,0.011764705882352941,0.000850677490234375, 0.013366013071895416,0.000850677490234375,
16,0.011764705882352941,0.0008287429809570312, 0.013366013071895416,0.0008287429809570312,
16,0.011764705882352941,0.0009357929229736328, 0.013366013071895416,0.0009357929229736328,
