switch,regression_tree_noAudioPlayed_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_nmae,time_to_train_random_forest_s,
SWC4,0.1233566433566434,0.0007634162902832031,0.12475369479005859,0.0007634162902832031,
SWC3,0.12311688311688312,0.0009407997131347656,0.12435497835497823,0.0009407997131347656,
SWC4,0.1233566433566434,0.0008485317230224609,0.12475369479005859,0.0008485317230224609,
SWC4,0.1233566433566434,0.0008070468902587891,0.12475369479005849,0.0008070468902587891,
SWA5,0.13818181818181816,0.0010442733764648438,0.13415151515151516,0.0010442733764648438,
SWA3,0.12311688311688312,0.0007812976837158203,0.12435497835497823,0.0007812976837158203,
SWC1,0.12727272727272726,0.0009150505065917969,0.12160606060606058,0.0009150505065917969,
SWC4,0.1233566433566434,0.0010063648223876953,0.12475369479005859,0.0010063648223876953,
SWA1,0.12,0.0010001659393310547,0.11239393939393938,0.0010001659393310547,
SWA1,0.12,0.0008132457733154297,0.11239393939393938,0.0008132457733154297,
SWA1,0.12,0.0009474754333496094,0.11239393939393938,0.0009474754333496094,
SWA6,0.12311688311688312,0.0008552074432373047,0.12435497835497833,0.0008552074432373047,
SWA4,0.1233566433566434,0.0008332729339599609,0.12481458945095317,0.0008332729339599609,
SWC2,0.12311688311688312,0.0007560253143310547,0.12435497835497833,0.0007560253143310547,
SWA1,0.12,0.0009305477142333984,0.11239393939393938,0.0009305477142333984,
SWA2,0.1505454545454545,0.0009655952453613281,0.13787128427128428,0.0009655952453613281,
SWA2,0.1505454545454545,0.0008463859558105469,0.13787128427128428,0.0008463859558105469,
SWB1,0.10545454545454544,0.0008771419525146484,0.11063636363636362,0.0008771419525146484,
SWA2,0.1505454545454545,0.0008308887481689453,0.13787128427128428,0.0008308887481689453,
SWA5,0.13818181818181816,0.0008890628814697266,0.13415151515151516,0.0008890628814697266,
SWC3,0.12311688311688312,0.0008113384246826172,0.12435497835497833,0.0008113384246826172,
SWA2,0.1505454545454545,0.0008225440979003906,0.13787128427128428,0.0008225440979003906,
SWA3,0.12311688311688312,0.0007748603820800781,0.12435497835497833,0.0007748603820800781,
SWA3,0.12311688311688312,0.0007412433624267578,0.12435497835497833,0.0007412433624267578,
