k,regression_tree_DispFrames_minimal_univariate_nmae,regression_tree_DispFrames_minimal_univariate_training_time,random_forest_DispFrames_minimal_univariate_nmae,random_forest_DispFrames_minimal_univariate_training_time,
3,0.11249999999999999,0.0010287761688232422, 0.11173835423835467,0.0010287761688232422,
1,0.11089743589743585,0.0007531642913818359, 0.11036915008068839,0.0007531642913818359,
3,0.11249999999999999,0.0008754730224609375, 0.11173835423835456,0.0008754730224609375,
5,0.1076923076923077,0.0008075237274169922, 0.1076923076923077,0.0008075237274169922,
2,0.11249999999999999,0.000865936279296875, 0.11173835423835456,0.000865936279296875,
1,0.11089743589743585,0.0009372234344482422, 0.11036915008068839,0.0009372234344482422,
3,0.11249999999999999,0.0007128715515136719, 0.11173835423835456,0.0007128715515136719,
4,0.11249999999999999,0.0007784366607666016, 0.11173835423835456,0.0007784366607666016,
2,0.11249999999999999,0.0008103847503662109, 0.11173835423835467,0.0008103847503662109,
4,0.11249999999999999,0.0007343292236328125, 0.11173835423835467,0.0007343292236328125,
6,0.1076923076923077,0.0006759166717529297, 0.1076923076923077,0.0006759166717529297,
3,0.11249999999999999,0.0007276535034179688, 0.11173835423835467,0.0007276535034179688,
2,0.11249999999999999,0.0006899833679199219, 0.11173835423835467,0.0006899833679199219,
4,0.11249999999999999,0.0010755062103271484, 0.11173835423835467,0.0010755062103271484,
3,0.11249999999999999,0.0008516311645507812, 0.11173835423835456,0.0008516311645507812,
5,0.1076923076923077,0.0008699893951416016, 0.1076923076923077,0.0008699893951416016,
5,0.1076923076923077,0.0007920265197753906, 0.1076923076923077,0.0007920265197753906,
7,0.1076923076923077,0.0009350776672363281, 0.1076923076923077,0.0009350776672363281,
4,0.11249999999999999,0.0007481575012207031, 0.11173835423835456,0.0007481575012207031,
3,0.11249999999999999,0.0008854866027832031, 0.11173835423835456,0.0008854866027832031,
6,0.1076923076923077,0.0008823871612548828, 0.1076923076923077,0.0008823871612548828,
5,0.1076923076923077,0.0009670257568359375, 0.1076923076923077,0.0009670257568359375,
6,0.1076923076923077,0.0008409023284912109, 0.1076923076923077,0.0008409023284912109,
4,0.11249999999999999,0.0011265277862548828, 0.11173835423835456,0.0011265277862548828,
5,0.1076923076923077,0.0008981227874755859, 0.1076923076923077,0.0008981227874755859,
8,0.1076923076923077,0.0009148120880126953, 0.1076923076923077,0.0009148120880126953,
4,0.11249999999999999,0.0009534358978271484, 0.11173835423835456,0.0009534358978271484,
6,0.1076923076923077,0.0008654594421386719, 0.1076923076923077,0.0008654594421386719,
7,0.1076923076923077,0.0008172988891601562, 0.1076923076923077,0.0008172988891601562,
7,0.1076923076923077,0.0008695125579833984, 0.1076923076923077,0.0008695125579833984,
5,0.1076923076923077,0.001049041748046875, 0.1076923076923077,0.001049041748046875,
9,0.1076923076923077,0.0007622241973876953, 0.1076923076923077,0.0007622241973876953,
6,0.1076923076923077,0.0007941722869873047, 0.1076923076923077,0.0007941722869873047,
5,0.1076923076923077,0.0007185935974121094, 0.1076923076923077,0.0007185935974121094,
