k,regression_tree_DispFrames_minimal_univariate_nmae,regression_tree_DispFrames_minimal_univariate_training_time,random_forest_DispFrames_minimal_univariate_nmae,random_forest_DispFrames_minimal_univariate_training_time,
7,0.1076923076923077,0.0008690357208251953, 0.1076923076923077,0.0008690357208251953,
8,0.1076923076923077,0.0009005069732666016, 0.1076923076923077,0.0009005069732666016,
8,0.1076923076923077,0.0009953975677490234, 0.1076923076923077,0.0009953975677490234,
6,0.1076923076923077,0.0011184215545654297, 0.1076923076923077,0.0011184215545654297,
10,0.09999999999999999,0.0008466243743896484, 0.10506410256410256,0.0008466243743896484,
7,0.1076923076923077,0.0008957386016845703, 0.1076923076923077,0.0008957386016845703,
6,0.1076923076923077,0.0008246898651123047, 0.1076923076923077,0.0008246898651123047,
8,0.1076923076923077,0.0007941722869873047, 0.1076923076923077,0.0007941722869873047,
9,0.1076923076923077,0.0009105205535888672, 0.1076923076923077,0.0009105205535888672,
9,0.1076923076923077,0.0010731220245361328, 0.1076923076923077,0.0010731220245361328,
7,0.1076923076923077,0.0008299350738525391, 0.1076923076923077,0.0008299350738525391,
8,0.1076923076923077,0.0008108615875244141, 0.1076923076923077,0.0008108615875244141,
11,0.09999999999999999,0.0009372234344482422, 0.10506410256410256,0.0009372234344482422,
7,0.1076923076923077,0.0006885528564453125, 0.1076923076923077,0.0006885528564453125,
9,0.1076923076923077,0.0008614063262939453, 0.1076923076923077,0.0008614063262939453,
10,0.09999999999999999,0.0008530616760253906, 0.10506410256410256,0.0008530616760253906,
10,0.09999999999999999,0.0009789466857910156, 0.10506410256410256,0.0009789466857910156,
8,0.1076923076923077,0.0009458065032958984, 0.1076923076923077,0.0009458065032958984,
9,0.1076923076923077,0.0007581710815429688, 0.1076923076923077,0.0007581710815429688,
12,0.09999999999999999,0.0009777545928955078, 0.10500000000000001,0.0009777545928955078,
8,0.1076923076923077,0.0007352828979492188, 0.1076923076923077,0.0007352828979492188,
10,0.09999999999999999,0.0009765625, 0.10506410256410256,0.0009765625,
11,0.09999999999999999,0.0009796619415283203, 0.10506410256410256,0.0009796619415283203,
11,0.09999999999999999,0.0009181499481201172, 0.10506410256410256,0.0009181499481201172,
9,0.1076923076923077,0.0008988380432128906, 0.1076923076923077,0.0008988380432128906,
10,0.09999999999999999,0.0010421276092529297, 0.10506410256410256,0.0010421276092529297,
13,0.09999999999999999,0.0007791519165039062, 0.10506410256410256,0.0007791519165039062,
9,0.1076923076923077,0.001088857650756836, 0.1076923076923077,0.001088857650756836,
11,0.09999999999999999,0.0010673999786376953, 0.10506410256410256,0.0010673999786376953,
12,0.09999999999999999,0.0010271072387695312, 0.10500000000000001,0.0010271072387695312,
12,0.09999999999999999,0.000873565673828125, 0.10500000000000001,0.000873565673828125,
10,0.09999999999999999,0.0009090900421142578, 0.10506410256410256,0.0009090900421142578,
11,0.09999999999999999,0.0008499622344970703, 0.10506410256410256,0.0008499622344970703,
14,0.09999999999999999,0.0008924007415771484, 0.10506410256410256,0.0008924007415771484,
10,0.09999999999999999,0.0007951259613037109, 0.10506410256410256,0.0007951259613037109,
12,0.09999999999999999,0.001001119613647461, 0.10500000000000001,0.001001119613647461,
13,0.09999999999999999,0.0009999275207519531, 0.10506410256410256,0.0009999275207519531,
13,0.09999999999999999,0.0010361671447753906, 0.10506410256410256,0.0010361671447753906,
11,0.09999999999999999,0.0007061958312988281, 0.10506410256410256,0.0007061958312988281,
12,0.09999999999999999,0.0009038448333740234, 0.10500000000000001,0.0009038448333740234,
11,0.09999999999999999,0.0008337497711181641, 0.10506410256410256,0.0008337497711181641,
15,0.09999999999999999,0.0010504722595214844, 0.10500000000000001,0.0010504722595214844,
13,0.09999999999999999,0.0009946823120117188, 0.10506410256410256,0.0009946823120117188,
14,0.09999999999999999,0.0007700920104980469, 0.10506410256410256,0.0007700920104980469,
12,0.09999999999999999,0.0009169578552246094, 0.10500000000000001,0.0009169578552246094,
14,0.09999999999999999,0.0008792877197265625, 0.10506410256410256,0.0008792877197265625,
12,0.09999999999999999,0.0010478496551513672, 0.10500000000000001,0.0010478496551513672,
16,0.09999999999999999,0.000827789306640625, 0.10500000000000001,0.000827789306640625,
13,0.09999999999999999,0.001088857650756836, 0.10506410256410256,0.001088857650756836,
14,0.09999999999999999,0.0007812976837158203, 0.10506410256410256,0.0007812976837158203,
15,0.09999999999999999,0.0009665489196777344, 0.10500000000000001,0.0009665489196777344,
15,0.09999999999999999,0.0007555484771728516, 0.10500000000000001,0.0007555484771728516,
13,0.09999999999999999,0.0010721683502197266, 0.10506410256410256,0.0010721683502197266,
14,0.09999999999999999,0.0007975101470947266, 0.10506410256410256,0.0007975101470947266,
13,0.09999999999999999,0.0007860660552978516, 0.10506410256410256,0.0007860660552978516,
15,0.09999999999999999,0.0010769367218017578, 0.10500000000000001,0.0010769367218017578,
16,0.09999999999999999,0.0009613037109375, 0.10500000000000001,0.0009613037109375,
16,0.09999999999999999,0.0008025169372558594, 0.10500000000000001,0.0008025169372558594,
14,0.09999999999999999,0.0008478164672851562, 0.10506410256410256,0.0008478164672851562,
15,0.09999999999999999,0.0008261203765869141, 0.10500000000000001,0.0008261203765869141,
14,0.09999999999999999,0.0008168220520019531, 0.10506410256410256,0.0008168220520019531,
16,0.09999999999999999,0.0009074211120605469, 0.10500000000000001,0.0009074211120605469,
15,0.09999999999999999,0.0007166862487792969, 0.10500000000000001,0.0007166862487792969,
16,0.09999999999999999,0.0009539127349853516, 0.10500000000000001,0.0009539127349853516,
15,0.09999999999999999,0.0008804798126220703, 0.10500000000000001,0.0008804798126220703,
16,0.09999999999999999,0.0010590553283691406, 0.10500000000000001,0.0010590553283691406,
16,0.09999999999999999,0.0010523796081542969, 0.10500000000000001,0.0010523796081542969,
