k,regression_tree_WritesAvg_minimal_univariate_nmae,regression_tree_WritesAvg_minimal_univariate_training_time,random_forest_WritesAvg_minimal_univariate_nmae,random_forest_WritesAvg_minimal_univariate_training_time,
12,0.1076196247713643,0.0011713504791259766, 0.09795713959626494,0.0011713504791259766,
10,0.10877166554608962,0.0008523464202880859, 0.09964466189551874,0.0008523464202880859,
9,0.1115647010615885,0.0009195804595947266, 0.09946518759704251,0.0009195804595947266,
10,0.10691314295269878,0.0009818077087402344, 0.09964466189551874,0.0009818077087402344,
13,0.10288708107058535,0.0010290145874023438, 0.09791100475801832,0.0010290145874023438,
11,0.1097943504948621,0.0010399818420410156, 0.09886317511890408,0.0010399818420410156,
10,0.11189887027863334,0.0011036396026611328, 0.09964466189551874,0.0011036396026611328,
13,0.10387383384548203,0.0009632110595703125, 0.09791100475801838,0.0009632110595703125,
11,0.10857846101117288,0.0010867118835449219, 0.09886317511890408,0.0010867118835449219,
10,0.1075557760624004,0.0010304450988769531, 0.09964466189551875,0.0010304450988769531,
11,0.1059164397296519,0.0010290145874023438, 0.09886317511890408,0.0010290145874023438,
14,0.10595043709416516,0.0009567737579345703, 0.09643022259751372,0.0009567737579345703,
12,0.10195146254312729,0.0009717941284179688, 0.09795713959626492,0.0009717941284179688,
11,0.10969622802004744,0.0009999275207519531, 0.09886317511890408,0.0009999275207519531,
14,0.10769674074452851,0.0011534690856933594, 0.0964302225975137,0.0011534690856933594,
11,0.1115647010615885,0.0009417533874511719, 0.09886317511890408,0.0009417533874511719,
12,0.11068298079494411,0.0008740425109863281, 0.0979571395962649,0.0008740425109863281,
12,0.10686007389589763,0.0009160041809082031, 0.09795713959626495,0.0009160041809082031,
15,0.10969622802004744,0.0010516643524169922, 0.09869342208580258,0.0010516643524169922,
13,0.10197744426885287,0.0011141300201416016, 0.09791100475801835,0.0011141300201416016,
12,0.10595043709416516,0.0010085105895996094, 0.09795713959626495,0.0010085105895996094,
12,0.10587332112100095,0.00087738037109375, 0.09795713959626495,0.00087738037109375,
15,0.10769674074452851,0.0009946823120117188, 0.09869342208580258,0.0009946823120117188,
13,0.10792587745332105,0.0009922981262207031, 0.09791100475801832,0.0009922981262207031,
13,0.10387383384548203,0.0010042190551757812, 0.09791100475801832,0.0010042190551757812,
16,0.10961911204688325,0.0010154247283935547, 0.09928709760859837,0.0010154247283935547,
14,0.10197744426885287,0.0009567737579345703, 0.09643022259751366,0.0009567737579345703,
13,0.10095475932008038,0.001032114028930664, 0.09791100475801834,0.001032114028930664,
13,0.1008776433469162,0.0009806156158447266, 0.09791100475801838,0.0009806156158447266,
16,0.10296419704374954,0.0008742809295654297, 0.0992870976085984,0.0008742809295654297,
14,0.10686007389589763,0.0010552406311035156, 0.09643022259751369,0.0010552406311035156,
14,0.1076196247713643,0.0009434223175048828, 0.09643022259751372,0.0009434223175048828,
15,0.1008776433469162,0.0008456707000732422, 0.0986934220858026,0.0008456707000732422,
14,0.10296419704374954,0.0008785724639892578, 0.09643022259751366,0.0008785724639892578,
14,0.10387383384548203,0.0010554790496826172, 0.09643022259751369,0.0010554790496826172,
15,0.10463338472094869,0.0011510848999023438, 0.09869342208580256,0.0011510848999023438,
15,0.10387383384548203,0.0009729862213134766, 0.09869342208580258,0.0009729862213134766,
16,0.10969622802004744,0.0009388923645019531, 0.09928709760859837,0.0009388923645019531,
15,0.10562013749584535,0.0009379386901855469, 0.09869342208580258,0.0009379386901855469,
15,0.10992536472883997,0.0008563995361328125, 0.09869342208580258,0.0008563995361328125,
16,0.10769674074452851,0.0010879039764404297, 0.0992870976085984,0.0010879039764404297,
16,0.10288708107058535,0.0010113716125488281, 0.0992870976085984,0.0010113716125488281,
16,0.10296419704374954,0.0011105537414550781, 0.0992870976085984,0.0011105537414550781,
16,0.10387383384548203,0.0010688304901123047, 0.0992870976085984,0.0010688304901123047,
