k,regression_tree_WritesAvg_minimal_univariate_nmae,regression_tree_WritesAvg_minimal_univariate_training_time,random_forest_WritesAvg_minimal_univariate_nmae,random_forest_WritesAvg_minimal_univariate_training_time,
4,0.11141295672729766,0.0008857250213623047, 0.10109888649417807,0.0008857250213623047,
1,0.11314723691947946,0.0007367134094238281, 0.10306983862209221,0.0007367134094238281,
4,0.1095444836857566,0.0010886192321777344, 0.10109888649417807,0.0010886192321777344,
2,0.10860416633556093,0.0011093616485595703, 0.1005208621971185,0.0011093616485595703,
1,0.11314723691947946,0.0008721351623535156, 0.10306983862209221,0.0008721351623535156,
2,0.10860416633556093,0.0009038448333740234, 0.10052086219711852,0.0009038448333740234,
1,0.11314723691947946,0.0007030963897705078, 0.10306983862209221,0.0007030963897705078,
2,0.10860416633556093,0.0008778572082519531, 0.10052086219711849,0.0008778572082519531,
5,0.11042620395240098,0.0009930133819580078, 0.10119736253237044,0.0009930133819580078,
3,0.11141295672729766,0.0009486675262451172, 0.10109245555639221,0.0009486675262451172,
5,0.11042620395240098,0.0010576248168945312, 0.10119736253237045,0.0010576248168945312,
2,0.10860416633556093,0.0009202957153320312, 0.10052086219711852,0.0009202957153320312,
3,0.10941346945177871,0.0010218620300292969, 0.10109245555639212,0.0010218620300292969,
2,0.10860416633556093,0.0009853839874267578, 0.10052086219711849,0.0009853839874267578,
3,0.11141295672729766,0.000934600830078125, 0.10109245555639215,0.000934600830078125,
6,0.10754499641023765,0.0009415149688720703, 0.10082550599295646,0.0009415149688720703,
6,0.11141295672729766,0.0007927417755126953, 0.10082550599295645,0.0007927417755126953,
4,0.11141295672729766,0.0011873245239257812, 0.1010988864941781,0.0011873245239257812,
3,0.11042620395240098,0.000904083251953125, 0.1010924555563922,0.000904083251953125,
4,0.1095444836857566,0.0008809566497802734, 0.10109888649417807,0.0008809566497802734,
3,0.10941346945177871,0.0009241104125976562, 0.10109245555639218,0.0009241104125976562,
4,0.10941346945177871,0.0007798671722412109, 0.10109888649417807,0.0007798671722412109,
5,0.10941346945177871,0.0009322166442871094, 0.10119736253237042,0.0009322166442871094,
7,0.1095444836857566,0.00101470947265625, 0.09886471375301627,0.00101470947265625,
7,0.11141295672729766,0.0010807514190673828, 0.09886471375301623,0.0010807514190673828,
4,0.11141295672729766,0.0008687973022460938, 0.10109888649417807,0.0008687973022460938,
5,0.11042620395240098,0.0008418560028076172, 0.10119736253237037,0.0008418560028076172,
4,0.11042620395240098,0.0008912086486816406, 0.10109888649417807,0.0008912086486816406,
5,0.11053123646065328,0.0007755756378173828, 0.10119736253237042,0.0007755756378173828,
6,0.11141295672729766,0.000965118408203125, 0.10082550599295645,0.000965118408203125,
8,0.1097943504948621,0.0009300708770751953, 0.09884433606440876,0.0009300708770751953,
8,0.1097943504948621,0.0011472702026367188, 0.09884433606440877,0.0011472702026367188,
5,0.10853174918513434,0.0008642673492431641, 0.10119736253237044,0.0008642673492431641,
5,0.10941346945177871,0.0009107589721679688, 0.10119736253237042,0.0009107589721679688,
6,0.11042620395240098,0.0010254383087158203, 0.10082550599295645,0.0010254383087158203,
6,0.1095444836857566,0.0010344982147216797, 0.10082550599295652,0.0010344982147216797,
9,0.11091211750373665,0.0009377002716064453, 0.09946518759704247,0.0009377002716064453,
7,0.1097943504948621,0.0008780956268310547, 0.09886471375301623,0.0008780956268310547,
9,0.10769674074452851,0.0009083747863769531, 0.0994651875970425,0.0009083747863769531,
6,0.10754499641023765,0.001027822494506836, 0.10082550599295646,0.001027822494506836,
6,0.11053123646065328,0.0009963512420654297, 0.10082550599295646,0.0009963512420654297,
7,0.11141295672729766,0.0009353160858154297, 0.09886471375301623,0.0009353160858154297,
7,0.10880759771996543,0.0009202957153320312, 0.09886471375301628,0.0009202957153320312,
10,0.10769674074452851,0.0009653568267822266, 0.0996446618955187,0.0009653568267822266,
8,0.10891263022821772,0.0010616779327392578, 0.09884433606440877,0.0010616779327392578,
10,0.10792587745332105,0.0008733272552490234, 0.0996446618955187,0.0008733272552490234,
7,0.10754499641023765,0.0008893013000488281, 0.09886471375301627,0.0008893013000488281,
8,0.10891263022821772,0.0008969306945800781, 0.09884433606440873,0.0008969306945800781,
7,0.10891263022821772,0.0009415149688720703, 0.09886471375301623,0.0009415149688720703,
8,0.1097943504948621,0.0009372234344482422, 0.09884433606440872,0.0009372234344482422,
11,0.1059164397296519,0.0009632110595703125, 0.0988631751189041,0.0009632110595703125,
9,0.10471050069411289,0.0009906291961669922, 0.09946518759704247,0.0009906291961669922,
8,0.10680811044444648,0.0009570121765136719, 0.09884433606440879,0.0009570121765136719,
11,0.1097943504948621,0.0009548664093017578, 0.09886317511890408,0.0009548664093017578,
9,0.10959119551179515,0.000988006591796875, 0.09946518759704251,0.000988006591796875,
8,0.10679815999629626,0.0009469985961914062, 0.09884433606440879,0.0009469985961914062,
9,0.10769674074452851,0.0009033679962158203, 0.0994651875970425,0.0009033679962158203,
12,0.10870947524515076,0.0010514259338378906, 0.09795713959626488,0.0010514259338378906,
10,0.10857846101117288,0.0009849071502685547, 0.09964466189551877,0.0009849071502685547,
9,0.10857846101117288,0.001184225082397461, 0.0994651875970425,0.001184225082397461,
