switch,regression_tree_noAudioPlayed_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_nmae,time_to_train_random_forest_s,
SWA1,0.17567567567567566,0.0008945465087890625,0.18662725225225224,0.0008945465087890625,
SWC4,0.18243243243243243,0.0009233951568603516,0.1826699457949459,0.0009233951568603516,
SWA1,0.17567567567567566,0.0008223056793212891,0.18662725225225224,0.0008223056793212891,
SWA5,0.17905405405405406,0.0008790493011474609,0.18809121621621622,0.0008790493011474609,
SWA4,0.18243243243243243,0.0008876323699951172,0.18243243243243243,0.0008876323699951172,
SWA1,0.17567567567567566,0.0009837150573730469,0.18662725225225224,0.0009837150573730469,
SWC1,0.16216216216216214,0.0009751319885253906,0.17240990990990993,0.0009751319885253906,
SWA2,0.2168918918918919,0.0009028911590576172,0.2066816816816816,0.0009028911590576172,
SWA1,0.17567567567567566,0.0008332729339599609,0.18662725225225224,0.0008332729339599609,
SWA2,0.2168918918918919,0.0008440017700195312,0.2066816816816816,0.0008440017700195312,
SWA6,0.18243243243243243,0.0007672309875488281,0.18243243243243243,0.0007672309875488281,
SWA5,0.17905405405405406,0.0007262229919433594,0.18809121621621622,0.0007262229919433594,
SWA2,0.2168918918918919,0.0009970664978027344,0.2066816816816816,0.0009970664978027344,
SWC2,0.18243243243243243,0.0009851455688476562,0.18243243243243243,0.0009851455688476562,
SWA3,0.18243243243243243,0.0008664131164550781,0.18243243243243243,0.0008664131164550781,
SWA2,0.2168918918918919,0.0008690357208251953,0.2066816816816816,0.0008690357208251953,
SWA3,0.18243243243243243,0.0009098052978515625,0.18243243243243243,0.0009098052978515625,
SWB1,0.18243243243243243,0.0008108615875244141,0.18448761261261262,0.0008108615875244141,
SWA6,0.18243243243243243,0.0007526874542236328,0.18243243243243243,0.0007526874542236328,
SWA3,0.18243243243243243,0.0009844303131103516,0.18243243243243243,0.0009844303131103516,
SWC3,0.18243243243243243,0.0007770061492919922,0.18243243243243243,0.0007770061492919922,
SWA4,0.18243243243243243,0.0009579658508300781,0.18243243243243243,0.0009579658508300781,
SWA3,0.18243243243243243,0.0007119178771972656,0.18243243243243243,0.0007119178771972656,
SWA4,0.18243243243243243,0.0007903575897216797,0.18243243243243243,0.0007903575897216797,
SWB2,0.2168918918918919,0.0010514259338378906,0.20808933933933926,0.0010514259338378906,
SWA4,0.18243243243243243,0.0006704330444335938,0.18243243243243243,0.0006704330444335938,
SWC4,0.18243243243243243,0.00074005126953125,0.1826699457949459,0.00074005126953125,
SWB1,0.18243243243243243,0.000995635986328125,0.18448761261261262,0.000995635986328125,
SWA4,0.18243243243243243,0.0009050369262695312,0.18243243243243243,0.0009050369262695312,
SWA5,0.17905405405405406,0.0008375644683837891,0.18809121621621622,0.0008375644683837891,
SWA5,0.17905405405405406,0.0009186267852783203,0.18809121621621622,0.0009186267852783203,
SWB3,0.16216216216216214,0.0007476806640625,0.1732545045045045,0.0007476806640625,
SWA5,0.17905405405405406,0.0009107589721679688,0.18809121621621622,0.0009107589721679688,
SWA1,0.17567567567567566,0.0007824897766113281,0.18662725225225224,0.0007824897766113281,
SWB2,0.2168918918918919,0.0008211135864257812,0.20808933933933926,0.0008211135864257812,
SWA6,0.18243243243243243,0.0008826255798339844,0.18243243243243243,0.0008826255798339844,
SWA5,0.17905405405405406,0.0008962154388427734,0.18809121621621622,0.0008962154388427734,
SWA6,0.18243243243243243,0.0008263587951660156,0.18243243243243243,0.0008263587951660156,
SWA6,0.18243243243243243,0.0006663799285888672,0.18243243243243243,0.0006663799285888672,
SWB4,0.18243243243243243,0.0008571147918701172,0.18721846846846846,0.0008571147918701172,
SWA2,0.2168918918918919,0.0008029937744140625,0.2066816816816816,0.0008029937744140625,
SWB3,0.16216216216216214,0.0007059574127197266,0.1732545045045045,0.0007059574127197266,
SWB1,0.18243243243243243,0.0008869171142578125,0.18448761261261262,0.0008869171142578125,
SWA6,0.18243243243243243,0.0008113384246826172,0.18243243243243243,0.0008113384246826172,
SWB1,0.18243243243243243,0.0009768009185791016,0.18448761261261262,0.0009768009185791016,
SWB1,0.18243243243243243,0.0009174346923828125,0.18448761261261262,0.0009174346923828125,
SWA3,0.18243243243243243,0.0006744861602783203,0.18243243243243243,0.0006744861602783203,
SWB4,0.18243243243243243,0.0008637905120849609,0.18721846846846846,0.0008637905120849609,
SWB2,0.2168918918918919,0.0008518695831298828,0.20808933933933926,0.0008518695831298828,
SWB1,0.18243243243243243,0.0008988380432128906,0.18448761261261262,0.0008988380432128906,
SWB2,0.2168918918918919,0.0009164810180664062,0.20808933933933926,0.0009164810180664062,
SWB2,0.2168918918918919,0.0009596347808837891,0.20808933933933926,0.0009596347808837891,
SWA4,0.18243243243243243,0.0009202957153320312,0.18243243243243243,0.0009202957153320312,
SWB3,0.16216216216216214,0.0010504722595214844,0.1732545045045045,0.0010504722595214844,
SWB2,0.2168918918918919,0.0008471012115478516,0.20808933933933926,0.0008471012115478516,
SWB3,0.16216216216216214,0.0009219646453857422,0.1732545045045045,0.0009219646453857422,
SWB3,0.16216216216216214,0.0009694099426269531,0.1732545045045045,0.0009694099426269531,
SWA5,0.17905405405405406,0.0007755756378173828,0.18809121621621622,0.0007755756378173828,
SWB4,0.18243243243243243,0.0009596347808837891,0.18721846846846846,0.0009596347808837891,
SWB3,0.16216216216216214,0.0010013580322265625,0.1732545045045045,0.0010013580322265625,
SWB4,0.18243243243243243,0.0009737014770507812,0.18721846846846846,0.0009737014770507812,
SWA6,0.18243243243243243,0.0008552074432373047,0.18243243243243243,0.0008552074432373047,
SWB4,0.18243243243243243,0.000881195068359375,0.18721846846846846,0.000881195068359375,
SWB4,0.18243243243243243,0.0008604526519775391,0.18721846846846846,0.0008604526519775391,
SWB1,0.18243243243243243,0.0009307861328125,0.18448761261261262,0.0009307861328125,
SWB2,0.2168918918918919,0.0008833408355712891,0.20808933933933926,0.0008833408355712891,
SWB3,0.16216216216216214,0.0009458065032958984,0.1732545045045045,0.0009458065032958984,
SWB4,0.18243243243243243,0.0010704994201660156,0.18721846846846846,0.0010704994201660156,
