regression_tree_DispFrames_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_flow.csv_nmae,time_to_train_random_forest_s,
0.09090909090909091, 0.0009486675262451172,0.09090909090909091, 0.0009486675262451172
