switch,regression_tree_noAudioPlayed_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_nmae,time_to_train_random_forest_s,
SWC3,0.023529411764705882,0.0008561611175537109,0.024173669467786936,0.0008561611175537109,
SWC1,0.00784313725490196,0.001055002212524414,0.017156862745098037,0.001055002212524414,
SWC3,0.023529411764705882,0.0007832050323486328,0.024173669467786936,0.0007832050323486328,
SWC4,0.026244343891402663,0.000835418701171875,0.02677983127983088,0.000835418701171875,
SWC3,0.023529411764705882,0.00084686279296875,0.02417366946778727,0.00084686279296875,
SWA1,0.01568627450980392,0.0007894039154052734,0.028300653594771276,0.0007894039154052734,
SWC2,0.023529411764705882,0.0008068084716796875,0.024173669467786936,0.0008068084716796875,
SWC1,0.00784313725490196,0.0008368492126464844,0.017156862745098037,0.0008368492126464844,
SWC4,0.026244343891402663,0.0009768009185791016,0.026779831279830715,0.0009768009185791016,
SWC4,0.026244343891402663,0.0008878707885742188,0.026779831279830715,0.0008878707885742188,
SWC4,0.026244343891402663,0.0008223056793212891,0.02677983127983088,0.0008223056793212891,
SWA1,0.01568627450980392,0.000985860824584961,0.028300653594771276,0.000985860824584961,
SWA2,0.024313725490196034,0.0009105205535888672,0.024873638344226772,0.0009105205535888672,
SWC3,0.023529411764705882,0.0008220672607421875,0.024173669467786936,0.0008220672607421875,
SWC2,0.023529411764705882,0.0008339881896972656,0.024173669467786936,0.0008339881896972656,
SWA1,0.01568627450980392,0.0010082721710205078,0.028300653594771276,0.0010082721710205078,
SWA1,0.01568627450980392,0.0008287429809570312,0.028300653594771276,0.0008287429809570312,
SWA1,0.01568627450980392,0.0010356903076171875,0.028300653594771276,0.0010356903076171875,
SWA2,0.024313725490196034,0.001146554946899414,0.024873638344226772,0.001146554946899414,
SWA3,0.023529411764705882,0.0007395744323730469,0.024173669467786936,0.0007395744323730469,
SWC3,0.023529411764705882,0.0008480548858642578,0.024173669467786936,0.0008480548858642578,
SWC4,0.026244343891402663,0.0009222030639648438,0.02677983127983088,0.0009222030639648438,
SWA2,0.024313725490196034,0.0010221004486083984,0.024873638344226772,0.0010221004486083984,
SWA2,0.024313725490196034,0.0008065700531005859,0.024873638344226772,0.0008065700531005859,
SWA3,0.023529411764705882,0.0007598400115966797,0.024173669467786936,0.0007598400115966797,
SWA2,0.024313725490196034,0.0010135173797607422,0.024873638344226772,0.0010135173797607422,
SWA4,0.026244343891402663,0.0009000301361083984,0.02677983127983088,0.0009000301361083984,
SWC4,0.026244343891402663,0.0008156299591064453,0.02677983127983088,0.0008156299591064453,
SWA1,0.01568627450980392,0.000843048095703125,0.028300653594771276,0.000843048095703125,
SWA3,0.023529411764705882,0.0008959770202636719,0.024173669467786936,0.0008959770202636719,
SWA3,0.023529411764705882,0.0008313655853271484,0.024173669467786936,0.0008313655853271484,
SWA4,0.026244343891402663,0.0009682178497314453,0.02677983127983088,0.0009682178497314453,
SWA3,0.023529411764705882,0.0009377002716064453,0.024173669467786936,0.0009377002716064453,
SWA5,0.011764705882352941,0.0007638931274414062,0.021307189542483618,0.0007638931274414062,
SWA1,0.01568627450980392,0.0009083747863769531,0.028300653594771276,0.0009083747863769531,
SWA2,0.024313725490196034,0.0008945465087890625,0.024873638344226772,0.0008945465087890625,
SWA4,0.026244343891402663,0.0007836818695068359,0.02677983127983088,0.0007836818695068359,
SWA4,0.026244343891402663,0.0007991790771484375,0.02677983127983088,0.0007991790771484375,
SWA5,0.011764705882352941,0.0008287429809570312,0.021307189542483618,0.0008287429809570312,
SWA4,0.026244343891402663,0.0006937980651855469,0.026779831279830715,0.0006937980651855469,
SWA6,0.023529411764705882,0.0009622573852539062,0.024173669467786936,0.0009622573852539062,
SWA2,0.024313725490196034,0.0007526874542236328,0.024873638344226772,0.0007526874542236328,
SWA3,0.023529411764705882,0.0007379055023193359,0.024173669467786936,0.0007379055023193359,
SWA5,0.011764705882352941,0.0008168220520019531,0.021307189542483618,0.0008168220520019531,
SWA5,0.011764705882352941,0.0007054805755615234,0.021307189542483618,0.0007054805755615234,
SWA6,0.023529411764705882,0.0008294582366943359,0.024173669467786936,0.0008294582366943359,
SWA5,0.011764705882352941,0.0010433197021484375,0.021307189542483618,0.0010433197021484375,
SWB1,0.09019607843137255,0.0010075569152832031,0.07238562091503269,0.0010075569152832031,
SWA3,0.023529411764705882,0.0007853507995605469,0.024173669467786936,0.0007853507995605469,
SWA4,0.026244343891402663,0.0009789466857910156,0.02677983127983088,0.0009789466857910156,
SWA6,0.023529411764705882,0.0008895397186279297,0.024173669467786936,0.0008895397186279297,
SWA6,0.023529411764705882,0.0007340908050537109,0.024173669467786936,0.0007340908050537109,
SWB1,0.09019607843137255,0.001001596450805664,0.07238562091503269,0.001001596450805664,
SWA6,0.023529411764705882,0.0008971691131591797,0.02417366946778677,0.0008971691131591797,
SWB2,0.024313725490196034,0.0007233619689941406,0.024873638344226772,0.0007233619689941406,
SWA4,0.026244343891402663,0.0007412433624267578,0.02677983127983088,0.0007412433624267578,
SWA5,0.011764705882352941,0.0008919239044189453,0.021307189542483618,0.0008919239044189453,
SWB1,0.09019607843137255,0.001035928726196289,0.07238562091503269,0.001035928726196289,
SWB1,0.09019607843137255,0.0008738040924072266,0.07238562091503269,0.0008738040924072266,
SWB2,0.024313725490196034,0.0008471012115478516,0.024873638344226772,0.0008471012115478516,
SWB1,0.09019607843137255,0.0007627010345458984,0.07238562091503269,0.0007627010345458984,
SWB3,0.06666666666666667,0.0008440017700195312,0.05133986928104576,0.0008440017700195312,
SWA5,0.011764705882352941,0.0009250640869140625,0.021307189542483618,0.0009250640869140625,
SWA6,0.023529411764705882,0.0008537769317626953,0.024173669467786936,0.0008537769317626953,
SWB2,0.024313725490196034,0.0008311271667480469,0.024873638344226772,0.0008311271667480469,
SWB2,0.024313725490196034,0.0008184909820556641,0.02487363834422688,0.0008184909820556641,
SWB3,0.06666666666666667,0.0007870197296142578,0.05133986928104576,0.0007870197296142578,
SWB2,0.024313725490196034,0.0006968975067138672,0.024873638344226772,0.0006968975067138672,
SWA6,0.023529411764705882,0.0007979869842529297,0.024173669467786936,0.0007979869842529297,
SWB4,0.018300653594771205,0.0008590221405029297,0.02020795725697696,0.0008590221405029297,
SWB1,0.09019607843137255,0.0009133815765380859,0.07238562091503269,0.0009133815765380859,
SWB3,0.06666666666666667,0.0008223056793212891,0.05133986928104576,0.0008223056793212891,
SWB3,0.06666666666666667,0.0008413791656494141,0.05133986928104576,0.0008413791656494141,
SWB4,0.018300653594771205,0.0010836124420166016,0.02020795725697696,0.0010836124420166016,
SWB3,0.06666666666666667,0.0009171962738037109,0.05133986928104576,0.0009171962738037109,
SWB1,0.09019607843137255,0.0008740425109863281,0.07238562091503269,0.0008740425109863281,
SWB2,0.024313725490196034,0.0008194446563720703,0.024873638344226772,0.0008194446563720703,
SWB4,0.018300653594771205,0.0008480548858642578,0.02020795725697696,0.0008480548858642578,
SWB4,0.018300653594771205,0.000997781753540039,0.02020795725697696,0.000997781753540039,
SWB4,0.018300653594771205,0.0008912086486816406,0.02020795725697696,0.0008912086486816406,
SWB2,0.024313725490196034,0.0007755756378173828,0.024873638344226772,0.0007755756378173828,
SWB3,0.06666666666666667,0.0009400844573974609,0.05133986928104576,0.0009400844573974609,
SWB3,0.06666666666666667,0.0008568763732910156,0.05133986928104576,0.0008568763732910156,
SWB4,0.018300653594771205,0.0007081031799316406,0.020207957256976848,0.0007081031799316406,
SWB4,0.018300653594771205,0.0009014606475830078,0.02020795725697696,0.0009014606475830078,
