switch,regression_tree_WritesAvg_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_nmae,time_to_train_random_forest_s,
SWA3,0.03782686225952344,0.000827789306640625,0.03782686225952344,0.000827789306640625,
SWC3,0.03782686225952344,0.0008759498596191406,0.03782686225952344,0.0008759498596191406,
SWC1,0.023515946457559136,0.0008311271667480469,0.008980694263563137,0.0008311271667480469,
SWC2,0.03782686225952344,0.0009908676147460938,0.03782686225952344,0.0009908676147460938,
SWC3,0.03782686225952344,0.0007653236389160156,0.03782686225952344,0.0007653236389160156,
SWA4,0.03782686225952344,0.0008134841918945312,0.03782686225952344,0.0008134841918945312,
SWC1,0.023515946457559136,0.0009822845458984375,0.008980694263563157,0.0009822845458984375,
SWC2,0.03782686225952344,0.0007367134094238281,0.03782686225952344,0.0007367134094238281,
SWC4,0.03782686225952344,0.0008175373077392578,0.03782686225952344,0.0008175373077392578,
SWA4,0.03782686225952344,0.0008692741394042969,0.03782686225952344,0.0008692741394042969,
SWC3,0.03782686225952344,0.0008668899536132812,0.03782686225952344,0.0008668899536132812,
SWC4,0.03782686225952344,0.0008590221405029297,0.03782686225952344,0.0008590221405029297,
SWA5,0.05273585597925787,0.0009007453918457031,0.0461713927748208,0.0009007453918457031,
SWC2,0.03782686225952344,0.0008111000061035156,0.03782686225952344,0.0008111000061035156,
SWC3,0.03782686225952344,0.0006921291351318359,0.03782686225952344,0.0006921291351318359,
SWA5,0.05273585597925787,0.0008726119995117188,0.0461713927748208,0.0008726119995117188,
SWA1,0.041729730826158884,0.0009126663208007812,0.03652940355871854,0.0009126663208007812,
SWC4,0.03782686225952344,0.0009334087371826172,0.03782686225952344,0.0009334087371826172,
SWA6,0.03782686225952344,0.0007505416870117188,0.03782686225952344,0.0007505416870117188,
SWA1,0.041729730826158884,0.0008211135864257812,0.03652940355871855,0.0008211135864257812,
SWC3,0.03782686225952344,0.0008449554443359375,0.03782686225952344,0.0008449554443359375,
SWC4,0.03782686225952344,0.0009083747863769531,0.03782686225952344,0.0009083747863769531,
SWA6,0.03782686225952344,0.0007164478302001953,0.03782686225952344,0.0007164478302001953,
SWA2,0.05838866175516929,0.0009260177612304688,0.0472463682302598,0.0009260177612304688,
SWA1,0.041729730826158884,0.0007379055023193359,0.03652940355871851,0.0007379055023193359,
SWB1,0.04014474977076165,0.0007581710815429688,0.03850504930886421,0.0007581710815429688,
SWA2,0.05838866175516929,0.0009038448333740234,0.04724636823025979,0.0009038448333740234,
SWC4,0.03782686225952344,0.0007991790771484375,0.03782686225952344,0.0007991790771484375,
SWA1,0.041729730826158884,0.0009431838989257812,0.03652940355871855,0.0009431838989257812,
SWB1,0.04014474977076165,0.0009088516235351562,0.038505049308864225,0.0009088516235351562,
SWA3,0.03782686225952344,0.0007970333099365234,0.03782686225952344,0.0007970333099365234,
SWA2,0.05838866175516929,0.0007824897766113281,0.04724636823025976,0.0007824897766113281,
SWB2,0.029319837752348615,0.0009925365447998047,0.0312310583801605,0.0009925365447998047,
SWA3,0.03782686225952344,0.0007946491241455078,0.03782686225952344,0.0007946491241455078,
SWA1,0.041729730826158884,0.0008533000946044922,0.03652940355871851,0.0008533000946044922,
SWB2,0.029319837752348615,0.0009198188781738281,0.0312310583801605,0.0009198188781738281,
SWA2,0.05838866175516929,0.0009160041809082031,0.04724636823025976,0.0009160041809082031,
SWA4,0.03782686225952344,0.0009033679962158203,0.03782686225952344,0.0009033679962158203,
SWA3,0.03782686225952344,0.0007872581481933594,0.03782686225952344,0.0007872581481933594,
SWA4,0.03782686225952344,0.0009238719940185547,0.03782686225952344,0.0009238719940185547,
SWB3,0.02862645514892886,0.0007534027099609375,0.030974337286912266,0.0007534027099609375,
SWA2,0.05838866175516929,0.0008289813995361328,0.04724636823025979,0.0008289813995361328,
SWA3,0.03782686225952344,0.0008828639984130859,0.03782686225952344,0.0008828639984130859,
SWB3,0.02862645514892886,0.0009083747863769531,0.030974337286912266,0.0009083747863769531,
SWA5,0.05273585597925787,0.0008461475372314453,0.04617139277482074,0.0008461475372314453,
SWA4,0.03782686225952344,0.0008196830749511719,0.03782686225952344,0.0008196830749511719,
SWB4,0.0388925148087672,0.0008547306060791016,0.03483243328323991,0.0008547306060791016,
SWA5,0.05273585597925787,0.000858306884765625,0.04617139277482079,0.000858306884765625,
SWA3,0.03782686225952344,0.0007951259613037109,0.03782686225952344,0.0007951259613037109,
SWA4,0.03782686225952344,0.0009112358093261719,0.03782686225952344,0.0009112358093261719,
SWB4,0.0388925148087672,0.0009334087371826172,0.03483243328323993,0.0009334087371826172,
SWA6,0.03782686225952344,0.0008392333984375,0.03782686225952344,0.0008392333984375,
SWA5,0.05273585597925787,0.0010924339294433594,0.04617139277482079,0.0010924339294433594,
SWA6,0.03782686225952344,0.0008001327514648438,0.03782686225952344,0.0008001327514648438,
SWA4,0.03782686225952344,0.0010266304016113281,0.03782686225952344,0.0010266304016113281,
SWA5,0.05273585597925787,0.00079345703125,0.04617139277482079,0.00079345703125,
SWB1,0.04014474977076165,0.0008320808410644531,0.038505049308864246,0.0008320808410644531,
SWA6,0.03782686225952344,0.000881195068359375,0.03782686225952344,0.000881195068359375,
SWB1,0.04014474977076165,0.0009407997131347656,0.03850504930886431,0.0009407997131347656,
SWA5,0.05273585597925787,0.0008895397186279297,0.04617139277482079,0.0008895397186279297,
SWA6,0.03782686225952344,0.0006918907165527344,0.03782686225952344,0.0006918907165527344,
SWB2,0.029319837752348615,0.0009393692016601562,0.031231058380160458,0.0009393692016601562,
SWB1,0.04014474977076165,0.0009541511535644531,0.03850504930886431,0.0009541511535644531,
SWB2,0.029319837752348615,0.0009553432464599609,0.0312310583801605,0.0009553432464599609,
SWA6,0.03782686225952344,0.0008592605590820312,0.03782686225952344,0.0008592605590820312,
SWB1,0.04014474977076165,0.0008442401885986328,0.038505049308864246,0.0008442401885986328,
SWB3,0.02862645514892886,0.0009307861328125,0.03097433728691225,0.0009307861328125,
SWB2,0.029319837752348615,0.001001119613647461,0.03123105838016048,0.001001119613647461,
SWB3,0.02862645514892886,0.001157999038696289,0.03097433728691225,0.001157999038696289,
SWB1,0.04014474977076165,0.0009081363677978516,0.038505049308864246,0.0009081363677978516,
SWB2,0.029319837752348615,0.0010612010955810547,0.031231058380160458,0.0010612010955810547,
SWB4,0.0388925148087672,0.0009534358978271484,0.03483243328323997,0.0009534358978271484,
SWB3,0.02862645514892886,0.0008809566497802734,0.030974337286912266,0.0008809566497802734,
SWB4,0.0388925148087672,0.0010044574737548828,0.03483243328323991,0.0010044574737548828,
SWB2,0.029319837752348615,0.0009639263153076172,0.031231058380160437,0.0009639263153076172,
SWB3,0.02862645514892886,0.0009019374847412109,0.030974337286912266,0.0009019374847412109,
SWB4,0.0388925148087672,0.0012698173522949219,0.03483243328323995,0.0012698173522949219,
SWB3,0.02862645514892886,0.0008831024169921875,0.030974337286912266,0.0008831024169921875,
SWB4,0.0388925148087672,0.0010797977447509766,0.03483243328323993,0.0010797977447509766,
SWB4,0.0388925148087672,0.0007939338684082031,0.03483243328323995,0.0007939338684082031,
