switch,regression_tree_ReadsAvg_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_nmae,time_to_train_random_forest_s,
SWC2,0.03939413813098214,0.000990152359008789,0.03898047782641089,0.000990152359008789,
SWA3,0.03939413813098214,0.0009999275207519531,0.03898047782641093,0.0009999275207519531,
SWC1,0.03719695566718511,0.0010025501251220703,0.030636370106260698,0.0010025501251220703,
SWC2,0.03939413813098214,0.0008594989776611328,0.03898047782641093,0.0008594989776611328,
SWA4,0.03750175875716614,0.000713348388671875,0.03746766703714927,0.000713348388671875,
SWA1,0.039067377662007165,0.0009207725524902344,0.045007662451138956,0.0009207725524902344,
SWC3,0.03939413813098214,0.0008063316345214844,0.03898047782641089,0.0008063316345214844,
SWC2,0.03939413813098214,0.0007898807525634766,0.03898047782641093,0.0007898807525634766,
SWC1,0.03719695566718511,0.0007529258728027344,0.030636370106260677,0.0007529258728027344,
SWA4,0.03750175875716614,0.0007328987121582031,0.03746766703714927,0.0007328987121582031,
SWC3,0.03939413813098214,0.0009360313415527344,0.03898047782641093,0.0009360313415527344,
SWC3,0.03939413813098214,0.0006799697875976562,0.03898047782641093,0.0006799697875976562,
SWC4,0.03750175875716614,0.0009975433349609375,0.03746766703714927,0.0009975433349609375,
SWC2,0.03939413813098214,0.0006878376007080078,0.03898047782641093,0.0006878376007080078,
SWA5,0.06421551051917357,0.0010673999786376953,0.054938876627746686,0.0010673999786376953,
SWA2,0.06895339286286951,0.0007617473602294922,0.05710066967116821,0.0007617473602294922,
SWA5,0.06421551051917357,0.0008671283721923828,0.054938876627746686,0.0008671283721923828,
SWC4,0.03750175875716614,0.0008766651153564453,0.03746766703714927,0.0008766651153564453,
SWC4,0.03750175875716614,0.0007464885711669922,0.03746766703714927,0.0007464885711669922,
SWC3,0.03939413813098214,0.0006666183471679688,0.03898047782641093,0.0006666183471679688,
SWA6,0.03939413813098214,0.0007889270782470703,0.03898047782641089,0.0007889270782470703,
SWA1,0.039067377662007165,0.0007531642913818359,0.04500766245113902,0.0007531642913818359,
SWA3,0.03939413813098214,0.0008857250213623047,0.03898047782641093,0.0008857250213623047,
SWA6,0.03939413813098214,0.0009937286376953125,0.03898047782641093,0.0009937286376953125,
SWA1,0.039067377662007165,0.0010592937469482422,0.045007662451138936,0.0010592937469482422,
SWC4,0.03750175875716614,0.001058340072631836,0.03746766703714927,0.001058340072631836,
SWA1,0.039067377662007165,0.0008423328399658203,0.045007662451139,0.0008423328399658203,
SWA4,0.03750175875716614,0.0006978511810302734,0.03746766703714927,0.0006978511810302734,
SWA2,0.06895339286286951,0.0009615421295166016,0.05710066967116817,0.0009615421295166016,
SWB1,0.07212421173731695,0.0009975433349609375,0.0661885519618962,0.0009975433349609375,
SWB1,0.07212421173731695,0.0010838508605957031,0.06618855196189617,0.0010838508605957031,
SWA2,0.06895339286286951,0.0010149478912353516,0.05710066967116815,0.0010149478912353516,
SWA2,0.06895339286286951,0.0008220672607421875,0.05710066967116815,0.0008220672607421875,
SWA1,0.039067377662007165,0.0008730888366699219,0.04500766245113904,0.0008730888366699219,
SWA3,0.03939413813098214,0.0007801055908203125,0.03898047782641093,0.0007801055908203125,
SWB2,0.04121920080340893,0.0008871555328369141,0.03813480058703354,0.0008871555328369141,
SWA5,0.06421551051917357,0.0009303092956542969,0.054938876627746665,0.0009303092956542969,
SWB2,0.04121920080340893,0.0009222030639648438,0.03813480058703354,0.0009222030639648438,
SWA3,0.03939413813098214,0.0009152889251708984,0.03898047782641093,0.0009152889251708984,
SWA3,0.03939413813098214,0.0009388923645019531,0.03898047782641093,0.0009388923645019531,
SWA2,0.06895339286286951,0.0009090900421142578,0.05710066967116821,0.0009090900421142578,
SWA4,0.03750175875716614,0.0009381771087646484,0.03746766703714927,0.0009381771087646484,
SWB3,0.045419416274635964,0.0011191368103027344,0.037864486472279434,0.0011191368103027344,
SWA6,0.03939413813098214,0.0008158683776855469,0.03898047782641089,0.0008158683776855469,
SWB3,0.045419416274635964,0.0009634494781494141,0.03786448647227939,0.0009634494781494141,
SWA4,0.03750175875716614,0.0009932518005371094,0.03746766703714927,0.0009932518005371094,
SWA4,0.03750175875716614,0.0008254051208496094,0.03746766703714927,0.0008254051208496094,
SWA3,0.03939413813098214,0.0007026195526123047,0.038980477826410974,0.0007026195526123047,
SWA5,0.06421551051917357,0.0009582042694091797,0.05493887662774671,0.0009582042694091797,
SWB1,0.07212421173731695,0.0007758140563964844,0.06618855196189616,0.0007758140563964844,
SWB4,0.04005892667131046,0.0007903575897216797,0.035896878999336995,0.0007903575897216797,
SWB4,0.04005892667131046,0.0009047985076904297,0.035896878999336995,0.0009047985076904297,
SWA5,0.06421551051917357,0.0007712841033935547,0.05493887662774673,0.0007712841033935547,
SWA5,0.06421551051917357,0.0010263919830322266,0.05493887662774671,0.0010263919830322266,
SWA4,0.03750175875716614,0.0007331371307373047,0.03746766703714927,0.0007331371307373047,
SWA6,0.03939413813098214,0.0009200572967529297,0.03898047782641093,0.0009200572967529297,
SWB2,0.04121920080340893,0.0009293556213378906,0.03813480058703353,0.0009293556213378906,
SWA6,0.03939413813098214,0.0008227825164794922,0.03898047782641101,0.0008227825164794922,
