switch,regression_tree_ReadsAvg_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_nmae,time_to_train_random_forest_s,
SWA6,0.03939413813098214,0.0009226799011230469,0.03898047782641089,0.0009226799011230469,
SWA5,0.06421551051917357,0.0010328292846679688,0.054938876627746686,0.0010328292846679688,
SWB1,0.07212421173731695,0.0008296966552734375,0.06618855196189616,0.0008296966552734375,
SWB3,0.045419416274635964,0.0009961128234863281,0.03786448647227939,0.0009961128234863281,
SWB1,0.07212421173731695,0.0009596347808837891,0.06618855196189616,0.0009596347808837891,
SWA6,0.03939413813098214,0.0007352828979492188,0.03898047782641093,0.0007352828979492188,
SWB1,0.07212421173731695,0.0008952617645263672,0.06618855196189613,0.0008952617645263672,
SWB2,0.04121920080340893,0.0010581016540527344,0.03813480058703354,0.0010581016540527344,
SWB4,0.04005892667131046,0.0009636878967285156,0.03589687899933697,0.0009636878967285156,
SWB2,0.04121920080340893,0.0009751319885253906,0.03813480058703354,0.0009751319885253906,
SWB1,0.07212421173731695,0.0009279251098632812,0.06618855196189612,0.0009279251098632812,
SWB2,0.04121920080340893,0.0009784698486328125,0.03813480058703354,0.0009784698486328125,
SWB3,0.045419416274635964,0.0010497570037841797,0.037864486472279434,0.0010497570037841797,
SWB3,0.045419416274635964,0.0009279251098632812,0.03786448647227939,0.0009279251098632812,
SWB2,0.04121920080340893,0.0010585784912109375,0.0381348005870335,0.0010585784912109375,
SWB3,0.045419416274635964,0.0009410381317138672,0.03786448647227939,0.0009410381317138672,
SWB4,0.04005892667131046,0.0010957717895507812,0.03589687899933697,0.0010957717895507812,
SWB4,0.04005892667131046,0.0009686946868896484,0.03589687899933697,0.0009686946868896484,
SWB3,0.045419416274635964,0.0008177757263183594,0.03786448647227939,0.0008177757263183594,
SWB4,0.04005892667131046,0.0008809566497802734,0.035896878999336995,0.0008809566497802734,
SWB4,0.04005892667131046,0.0011739730834960938,0.035896878999336995,0.0011739730834960938,
