regression_tree_DispFrames_X_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_nmae,time_to_train_random_forest_s,
0.0,0.01803874969482422, 0.005092592592592623,0.01803874969482422,
0.0,0.01854991912841797, 0.005092592592592623,0.01854991912841797,
0.0,0.0192720890045166, 0.005092592592592623,0.0192720890045166,
0.0,0.01984858512878418, 0.005092592592592623,0.01984858512878418,
0.0,0.024345874786376953, 0.005092592592592623,0.024345874786376953,
0.027777777777777776,0.032301902770996094, 0.005092592592592623,0.032301902770996094,
0.0,0.03312873840332031, 0.005092592592592623,0.03312873840332031,
