switch,regression_tree_WritesAvg_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_nmae,time_to_train_random_forest_s,
SWC3,0.10279904724458964,0.0008761882781982422,0.10279904724458964,0.0008761882781982422,
SWC1,0.12628500709314933,0.0009279251098632812,0.11294448732504107,0.0009279251098632812,
SWC2,0.10279904724458964,0.0007326602935791016,0.10279904724458964,0.0007326602935791016,
SWA1,0.11424261542001603,0.0007059574127197266,0.10623426441427232,0.0007059574127197266,
SWC3,0.10279904724458964,0.0006816387176513672,0.10279904724458964,0.0006816387176513672,
SWA2,0.1265998282165688,0.001161336898803711,0.1173785072162636,0.001161336898803711,
SWC4,0.10595317984589883,0.0009517669677734375,0.10467409165258337,0.0009517669677734375,
SWC2,0.10279904724458964,0.001012563705444336,0.10279904724458964,0.001012563705444336,
SWC1,0.12628500709314933,0.0009326934814453125,0.11294448732504105,0.0009326934814453125,
SWC3,0.10279904724458964,0.0008161067962646484,0.10279904724458964,0.0008161067962646484,
SWA2,0.1265998282165688,0.0009906291961669922,0.1173785072162636,0.0009906291961669922,
SWC4,0.10595317984589883,0.0008916854858398438,0.1046740916525834,0.0008916854858398438,
SWA3,0.10279904724458964,0.0009071826934814453,0.10279904724458964,0.0009071826934814453,
SWC3,0.10279904724458964,0.0008797645568847656,0.10279904724458964,0.0008797645568847656,
SWA1,0.11424261542001603,0.0009038448333740234,0.10623426441427232,0.0009038448333740234,
SWC2,0.10279904724458964,0.0010342597961425781,0.10279904724458964,0.0010342597961425781,
SWC4,0.10595317984589883,0.0008754730224609375,0.10467409165258337,0.0008754730224609375,
SWA3,0.10279904724458964,0.0008559226989746094,0.10279904724458964,0.0008559226989746094,
SWA4,0.10279904724458964,0.0008859634399414062,0.10279904724458964,0.0008859634399414062,
SWA1,0.11424261542001603,0.001085042953491211,0.1062342644142723,0.001085042953491211,
SWC3,0.10279904724458964,0.0007505416870117188,0.10279904724458964,0.0007505416870117188,
SWC4,0.10595317984589883,0.0007512569427490234,0.10467409165258341,0.0007512569427490234,
SWA2,0.1265998282165688,0.0007884502410888672,0.11737850721626361,0.0007884502410888672,
SWA1,0.11424261542001603,0.0008671283721923828,0.10623426441427232,0.0008671283721923828,
SWA4,0.10279904724458964,0.0007393360137939453,0.10279904724458964,0.0007393360137939453,
SWA2,0.1265998282165688,0.0008594989776611328,0.1173785072162636,0.0008594989776611328,
SWA5,0.10874665122504533,0.0009431838989257812,0.10583143249830221,0.0009431838989257812,
SWC4,0.10595317984589883,0.0009493827819824219,0.1046740916525834,0.0009493827819824219,
SWA3,0.10279904724458964,0.0008628368377685547,0.10279904724458964,0.0008628368377685547,
SWA1,0.11424261542001603,0.0010061264038085938,0.10623426441427232,0.0010061264038085938,
SWA2,0.1265998282165688,0.0009987354278564453,0.11737850721626361,0.0009987354278564453,
SWA5,0.10874665122504533,0.0008432865142822266,0.10583143249830221,0.0008432865142822266,
SWA3,0.10279904724458964,0.0008082389831542969,0.10279904724458964,0.0008082389831542969,
SWA6,0.10279904724458964,0.0009121894836425781,0.10279904724458964,0.0009121894836425781,
SWA1,0.11424261542001603,0.0009875297546386719,0.10623426441427232,0.0009875297546386719,
SWA4,0.10279904724458964,0.0007894039154052734,0.10279904724458964,0.0007894039154052734,
SWA2,0.1265998282165688,0.0010077953338623047,0.11737850721626361,0.0010077953338623047,
SWA3,0.10279904724458964,0.000804901123046875,0.10279904724458964,0.000804901123046875,
SWA6,0.10279904724458964,0.0009086132049560547,0.10279904724458964,0.0009086132049560547,
SWA4,0.10279904724458964,0.0008058547973632812,0.10279904724458964,0.0008058547973632812,
SWB1,0.09806484513578563,0.0009448528289794922,0.09968920972941944,0.0009448528289794922,
SWA2,0.1265998282165688,0.0007576942443847656,0.1173785072162636,0.0007576942443847656,
SWA5,0.10874665122504533,0.0006964206695556641,0.1058314324983022,0.0006964206695556641,
SWA3,0.10279904724458964,0.0007739067077636719,0.10279904724458964,0.0007739067077636719,
SWA4,0.10279904724458964,0.0008592605590820312,0.10279904724458964,0.0008592605590820312,
SWB1,0.09806484513578563,0.0010433197021484375,0.09968920972941947,0.0010433197021484375,
SWA5,0.10874665122504533,0.0009944438934326172,0.10583143249830224,0.0009944438934326172,
SWB2,0.10677922650467707,0.0008871555328369141,0.10642686316959062,0.0008871555328369141,
SWA3,0.10279904724458964,0.0008304119110107422,0.10279904724458964,0.0008304119110107422,
SWA6,0.10279904724458964,0.0008440017700195312,0.10279904724458964,0.0008440017700195312,
SWA4,0.10279904724458964,0.0008609294891357422,0.10279904724458964,0.0008609294891357422,
