switch,regression_tree_noAudioPlayed_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_nmae,time_to_train_random_forest_s,
SWA4,0.09039865244244803,0.0008740425109863281,0.09070212026416413,0.0008740425109863281,
SWA3,0.08967674661105324,0.00084686279296875,0.0897679874869654,0.00084686279296875,
SWB2,0.08515815085158152,0.0008101463317871094,0.08301934885876497,0.0008101463317871094,
SWA6,0.08967674661105324,0.0007441043853759766,0.08976798748696556,0.0007441043853759766,
SWA5,0.10218978102189782,0.0007734298706054688,0.09130170316301703,0.0007734298706054688,
SWA3,0.08967674661105324,0.0006887912750244141,0.08976798748696556,0.0006887912750244141,
SWB1,0.12773722627737227,0.0007779598236083984,0.10422749391727494,0.0007779598236083984,
SWA5,0.10218978102189782,0.0009746551513671875,0.09130170316301703,0.0009746551513671875,
SWA4,0.09039865244244803,0.0008311271667480469,0.09070212026416413,0.0008311271667480469,
SWB3,0.12408759124087593,0.0008091926574707031,0.10945863746958635,0.0008091926574707031,
SWA6,0.08967674661105324,0.0009710788726806641,0.08976798748696556,0.0009710788726806641,
SWB1,0.12773722627737227,0.0008914470672607422,0.10422749391727494,0.0008914470672607422,
SWA4,0.09039865244244803,0.0008747577667236328,0.09070212026416413,0.0008747577667236328,
SWB2,0.08515815085158152,0.0008187294006347656,0.08301934885876497,0.0008187294006347656,
SWA6,0.08967674661105324,0.0007550716400146484,0.08976798748696556,0.0007550716400146484,
SWA5,0.10218978102189782,0.0008068084716796875,0.09130170316301703,0.0008068084716796875,
SWB1,0.12773722627737227,0.0009043216705322266,0.10422749391727494,0.0009043216705322266,
SWB2,0.08515815085158152,0.0008881092071533203,0.08301934885876497,0.0008881092071533203,
SWB4,0.1031021897810219,0.0009822845458984375,0.09446258399953658,0.0009822845458984375,
SWA5,0.10218978102189782,0.0008618831634521484,0.09130170316301703,0.0008618831634521484,
SWB3,0.12408759124087593,0.0009119510650634766,0.10945863746958635,0.0009119510650634766,
SWB1,0.12773722627737227,0.0007939338684082031,0.10422749391727494,0.0007939338684082031,
SWA6,0.08967674661105324,0.0007035732269287109,0.0897679874869654,0.0007035732269287109,
SWA6,0.08967674661105324,0.0008127689361572266,0.0897679874869654,0.0008127689361572266,
SWB3,0.12408759124087593,0.0008525848388671875,0.10945863746958635,0.0008525848388671875,
SWB2,0.08515815085158152,0.0008821487426757812,0.08301934885876497,0.0008821487426757812,
SWB4,0.1031021897810219,0.001016855239868164,0.09446258399953658,0.001016855239868164,
SWB2,0.08515815085158152,0.0007979869842529297,0.08301934885876497,0.0007979869842529297,
SWB1,0.12773722627737227,0.0008883476257324219,0.10422749391727494,0.0008883476257324219,
SWB1,0.12773722627737227,0.0007700920104980469,0.10422749391727494,0.0007700920104980469,
SWB4,0.1031021897810219,0.0009882450103759766,0.09446258399953658,0.0009882450103759766,
SWB3,0.12408759124087593,0.0009210109710693359,0.10945863746958635,0.0009210109710693359,
SWB3,0.12408759124087593,0.0008518695831298828,0.10945863746958635,0.0008518695831298828,
SWB2,0.08515815085158152,0.0008909702301025391,0.08301934885876497,0.0008909702301025391,
SWB2,0.08515815085158152,0.000873565673828125,0.08301934885876497,0.000873565673828125,
SWB4,0.1031021897810219,0.0008628368377685547,0.09446258399953658,0.0008628368377685547,
SWB4,0.1031021897810219,0.0010509490966796875,0.09446258399953658,0.0010509490966796875,
SWB3,0.12408759124087593,0.0009260177612304688,0.10945863746958635,0.0009260177612304688,
SWB3,0.12408759124087593,0.0008041858673095703,0.10945863746958635,0.0008041858673095703,
SWB4,0.1031021897810219,0.0010724067687988281,0.09446258399953658,0.0010724067687988281,
SWB4,0.1031021897810219,0.00089263916015625,0.09446258399953658,0.00089263916015625,
