k,regression_tree_ReadsAvg_minimal_univariate_nmae,regression_tree_ReadsAvg_minimal_univariate_training_time,random_forest_ReadsAvg_minimal_univariate_nmae,random_forest_ReadsAvg_minimal_univariate_training_time,
6,0.06393399464793795,0.0009856224060058594, 0.06986416355864308,0.0009856224060058594,
9,0.06715272293095323,0.0009202957153320312, 0.06066396746187759,0.0009202957153320312,
4,0.04736313533506169,0.0008499622344970703, 0.04699104594432665,0.0008499622344970703,
4,0.049686440086519006,0.0009930133819580078, 0.04699104594432668,0.0009930133819580078,
10,0.04974922482406127,0.0008790493011474609, 0.06968339471237543,0.0008790493011474609,
6,0.06393399464793795,0.0010573863983154297, 0.06986416355864306,0.0010573863983154297,
6,0.06299572659591124,0.00106048583984375, 0.06986416355864303,0.00106048583984375,
7,0.06040053429003261,0.0009484291076660156, 0.07158266221478916,0.0009484291076660156,
10,0.12154424585964292,0.0010056495666503906, 0.06968339471237538,0.0010056495666503906,
5,0.05129297487290134,0.0011551380157470703, 0.04385873649622965,0.0011551380157470703,
5,0.05129297487290134,0.0009043216705322266, 0.04385873649622967,0.0009043216705322266,
11,0.0545537392892067,0.0008821487426757812, 0.057603025128535955,0.0008821487426757812,
7,0.05898262317866999,0.0008676052093505859, 0.07158266221478918,0.0008676052093505859,
7,0.06576768623152261,0.0008475780487060547, 0.07158266221478919,0.0008475780487060547,
8,0.06715272293095323,0.0009272098541259766, 0.058240074644676135,0.0009272098541259766,
6,0.12698603888396223,0.0009171962738037109, 0.06986416355864308,0.0009171962738037109,
11,0.05529260517049828,0.0008921623229980469, 0.057603025128535934,0.0008921623229980469,
6,0.06321938038200606,0.0011112689971923828, 0.06986416355864306,0.0011112689971923828,
12,0.048315415431518426,0.0008857250213623047, 0.054673117865814705,0.0008857250213623047,
8,0.06113940017132418,0.0008716583251953125, 0.058240074644676176,0.0008716583251953125,
8,0.06113940017132418,0.0010366439819335938, 0.058240074644676156,0.0010366439819335938,
9,0.0576159099219556,0.000949859619140625, 0.06066396746187757,0.000949859619140625,
7,0.05062039674025954,0.0009016990661621094, 0.07158266221478918,0.0009016990661621094,
12,0.048315415431518426,0.0010635852813720703, 0.05467311786581467,0.0010635852813720703,
7,0.06809099098297994,0.0009553432464599609, 0.07158266221478922,0.0009553432464599609,
13,0.05952936237383434,0.0009026527404785156, 0.06147158667271352,0.0009026527404785156,
9,0.05952936237383434,0.0009129047393798828, 0.06066396746187759,0.0009129047393798828,
10,0.04974922482406127,0.0010273456573486328, 0.06968339471237546,0.0010273456573486328,
9,0.06113940017132418,0.0010046958923339844, 0.06066396746187761,0.0010046958923339844,
8,0.06809099098297994,0.0009109973907470703, 0.05824007464467623,0.0009109973907470703,
13,0.048315415431518426,0.0009942054748535156, 0.06147158667271352,0.0009942054748535156,
8,0.06089607563054873,0.0008847713470458984, 0.058240074644676176,0.0008847713470458984,
14,0.11099829618928976,0.0009255409240722656, 0.05422936495169166,0.0009255409240722656,
10,0.0545537392892067,0.0008802413940429688, 0.0696833947123754,0.0008802413940429688,
10,0.04742592007260395,0.0009958744049072266, 0.0696833947123754,0.0009958744049072266,
11,0.0522487579804656,0.001051187515258789, 0.057603025128535955,0.001051187515258789,
9,0.06130592793012731,0.0009505748748779297, 0.06066396746187761,0.0009505748748779297,
14,0.07061477575474395,0.0009071826934814453, 0.05422936495169168,0.0009071826934814453,
9,0.06089607563054873,0.0009806156158447266, 0.06066396746187761,0.0009806156158447266,
15,0.07106208332693359,0.0011408329010009766, 0.05608163821278574,0.0011408329010009766,
11,0.06809099098297994,0.0010144710540771484, 0.05760302512853588,0.0010144710540771484,
11,0.04599211068006111,0.0009975433349609375, 0.05760302512853591,0.0009975433349609375,
12,0.06346270492278151,0.0010530948638916016, 0.054673117865814684,0.0010530948638916016,
10,0.06321938038200606,0.0008940696716308594, 0.0696833947123754,0.0008940696716308594,
15,0.07061477575474395,0.001039266586303711, 0.056081638212785674,0.001039266586303711,
10,0.06113940017132418,0.0009860992431640625, 0.06968339471237546,0.0009860992431640625,
16,0.11218824211627136,0.000881195068359375, 0.06232792917522308,0.000881195068359375,
12,0.04599211068006111,0.0009737014770507812, 0.05467311786581474,0.0009737014770507812,
12,0.054377510884259704,0.0009424686431884766, 0.054673117865814684,0.0009424686431884766,
13,0.06809099098297994,0.0010311603546142578, 0.06147158667271352,0.0010311603546142578,
11,0.10570201285712857,0.00087738037109375, 0.05760302512853588,0.00087738037109375,
16,0.11174093454408174,0.001031637191772461, 0.06232792917522308,0.001031637191772461,
11,0.049925453229008265,0.0008809566497802734, 0.05760302512853588,0.0008809566497802734,
13,0.04974922482406127,0.0008893013000488281, 0.06147158667271353,0.0008893013000488281,
13,0.048315415431518426,0.0010478496551513672, 0.06147158667271349,0.0010478496551513672,
14,0.07106208332693359,0.0010385513305664062, 0.05422936495169164,0.0010385513305664062,
12,0.06089607563054873,0.001215219497680664, 0.054673117865814726,0.001215219497680664,
12,0.0559387759886373,0.0010640621185302734, 0.054673117865814705,0.0010640621185302734,
14,0.07061477575474395,0.0011687278747558594, 0.05422936495169164,0.0011687278747558594,
14,0.07106208332693359,0.0009021759033203125, 0.05422936495169166,0.0009021759033203125,
15,0.10481197857342836,0.0010881423950195312, 0.05608163821278577,0.0010881423950195312,
13,0.0522487579804656,0.0009109973907470703, 0.061471586672713414,0.0009109973907470703,
15,0.07106208332693359,0.0007817745208740234, 0.05608163821278571,0.0007817745208740234,
13,0.06089607563054873,0.0008070468902587891, 0.06147158667271349,0.0008070468902587891,
15,0.07106208332693359,0.001004934310913086, 0.056081638212785695,0.001004934310913086,
16,0.10713528332488567,0.0010590553283691406, 0.062327929175223104,0.0010590553283691406,
14,0.07083842954083878,0.0010845661163330078, 0.05422936495169166,0.0010845661163330078,
16,0.10557482660768673,0.0010259151458740234, 0.06232792917522306,0.0010259151458740234,
14,0.06873877857547628,0.001077413558959961, 0.05422936495169166,0.001077413558959961,
16,0.10460853446679995,0.0010571479797363281, 0.062327929175223104,0.0010571479797363281,
15,0.07106208332693359,0.0011658668518066406, 0.05608163821278577,0.0011658668518066406,
15,0.10668797575269603,0.0009217262268066406, 0.05608163821278574,0.0009217262268066406,
16,0.10460853446679995,0.0009503364562988281, 0.06232792917522312,0.0009503364562988281,
16,0.11174093454408174,0.0008718967437744141, 0.06232792917522312,0.0008718967437744141,
