k,regression_tree_ReadsAvg_minimal_univariate_nmae,regression_tree_ReadsAvg_minimal_univariate_training_time,random_forest_ReadsAvg_minimal_univariate_nmae,random_forest_ReadsAvg_minimal_univariate_training_time,
6,0.06321938038200606,0.0010035037994384766, 0.06986416355864312,0.0010035037994384766,
2,0.12300042063079533,0.0009982585906982422, 0.052103005772154126,0.0009982585906982422,
2,0.060172030180865865,0.0007102489471435547, 0.05210300577215416,0.0007102489471435547,
3,0.11019152578499115,0.0009753704071044922, 0.040889184578955254,0.0009753704071044922,
6,0.05952936237383434,0.0009295940399169922, 0.06986416355864307,0.0009295940399169922,
1,0.12300042063079533,0.0007822513580322266, 0.0988087875997723,0.0007822513580322266,
1,0.12300042063079533,0.0007991790771484375, 0.09880878759977231,0.0007991790771484375,
7,0.049925453229008265,0.0009443759918212891, 0.07158266221478916,0.0009443759918212891,
3,0.049686440086519006,0.0010242462158203125, 0.040889184578955295,0.0010242462158203125,
3,0.04736313533506169,0.0009336471557617188, 0.040889184578955275,0.0009336471557617188,
4,0.11019152578499115,0.0008995532989501953, 0.04699104594432665,0.0008995532989501953,
7,0.054377510884259704,0.0010256767272949219, 0.07158266221478916,0.0010256767272949219,
2,0.060172030180865865,0.00098419189453125, 0.052103005772154126,0.00098419189453125,
2,0.12300042063079533,0.0009162425994873047, 0.05210300577215408,0.0009162425994873047,
8,0.06321938038200606,0.0010559558868408203, 0.05824007464467621,0.0010559558868408203,
4,0.049686440086519006,0.0012204647064208984, 0.04699104594432667,0.0012204647064208984,
4,0.04736313533506169,0.0009441375732421875, 0.04699104594432665,0.0009441375732421875,
5,0.05204531387383719,0.0009875297546386719, 0.04385873649622969,0.0009875297546386719,
8,0.06415764843403277,0.0010149478912353516, 0.058240074644676156,0.0010149478912353516,
3,0.04736313533506169,0.0010523796081542969, 0.040889184578955254,0.0010523796081542969,
3,0.049686440086519006,0.0010144710540771484, 0.040889184578955316,0.0010144710540771484,
9,0.06346270492278151,0.0010440349578857422, 0.06066396746187761,0.0010440349578857422,
5,0.05010249002113395,0.0008540153503417969, 0.04385873649622967,0.0008540153503417969,
5,0.05129297487290134,0.0008842945098876953, 0.04385873649622967,0.0008842945098876953,
