k,regression_tree_noAudioPlayed_minimal_univariate_nmae,regression_tree_noAudioPlayed_minimal_univariate_training_time,random_forest_noAudioPlayed_minimal_univariate_nmae,random_forest_noAudioPlayed_minimal_univariate_training_time,
12,0.1115745568300313,0.0008435249328613281, 0.10803603246577682,0.0008435249328613281,
11,0.1115745568300313,0.0010128021240234375, 0.10776230983803975,0.0010128021240234375,
10,0.10792492179353497,0.0008547306060791016, 0.10779272346334375,0.0008547306060791016,
15,0.10792492179353497,0.0009636878967285156, 0.10812727334168935,0.0009636878967285156,
12,0.1115745568300313,0.0009124279022216797, 0.10803603246577682,0.0009124279022216797,
12,0.1115745568300313,0.0008883476257324219, 0.10803603246577696,0.0008883476257324219,
15,0.1115745568300313,0.0009658336639404297, 0.10812727334168923,0.0009658336639404297,
13,0.10792492179353497,0.0009531974792480469, 0.10809685971638522,0.0009531974792480469,
12,0.1115745568300313,0.0009262561798095703, 0.10803603246577682,0.0009262561798095703,
11,0.1115745568300313,0.0008590221405029297, 0.10776230983803975,0.0008590221405029297,
16,0.12226277372262774,0.0009126663208007812, 0.11133110300081112,0.0009126663208007812,
13,0.1115745568300313,0.0009458065032958984, 0.10809685971638522,0.0009458065032958984,
16,0.1186131386861314,0.0008709430694580078, 0.11133110300081112,0.0008709430694580078,
13,0.10792492179353497,0.001001119613647461, 0.10809685971638522,0.001001119613647461,
14,0.10792492179353497,0.0008950233459472656, 0.10818810059229764,0.0008950233459472656,
13,0.10792492179353497,0.0008263587951660156, 0.10809685971638522,0.0008263587951660156,
12,0.1115745568300313,0.0011720657348632812, 0.10803603246577696,0.0011720657348632812,
14,0.1115745568300313,0.0009646415710449219, 0.10818810059229764,0.0009646415710449219,
14,0.1115745568300313,0.001287698745727539, 0.10818810059229753,0.001287698745727539,
15,0.10792492179353497,0.0009963512420654297, 0.10812727334168923,0.0009963512420654297,
14,0.1115745568300313,0.0010929107666015625, 0.10818810059229753,0.0010929107666015625,
13,0.1115745568300313,0.0008876323699951172, 0.10809685971638508,0.0008876323699951172,
15,0.10792492179353497,0.0008509159088134766, 0.10812727334168935,0.0008509159088134766,
15,0.10792492179353497,0.0008068084716796875, 0.10812727334168935,0.0008068084716796875,
16,0.1186131386861314,0.0011169910430908203, 0.11133110300081112,0.0011169910430908203,
15,0.10792492179353497,0.0008611679077148438, 0.10812727334168923,0.0008611679077148438,
14,0.10792492179353497,0.0009622573852539062, 0.10818810059229764,0.0009622573852539062,
16,0.1186131386861314,0.0008203983306884766, 0.11133110300081112,0.0008203983306884766,
16,0.1186131386861314,0.0008666515350341797, 0.11133110300081112,0.0008666515350341797,
16,0.12226277372262774,0.0008654594421386719, 0.11133110300081112,0.0008654594421386719,
15,0.1115745568300313,0.0008573532104492188, 0.10812727334168935,0.0008573532104492188,
16,0.12226277372262774,0.0007102489471435547, 0.11133110300081112,0.0007102489471435547,
