switch,regression_tree_DispFrames_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_nmae,time_to_train_random_forest_s,
SWC2,0.10989010989010993,0.0008614063262939453,0.1095604395604396,0.0008614063262939453,
SWC2,0.10989010989010993,0.0007336139678955078,0.10956043956043937,0.0007336139678955078,
SWC1,0.09999999999999999,0.0008122920989990234,0.10480769230769231,0.0008122920989990234,
SWA1,0.1076923076923077,0.0007331371307373047,0.10846153846153846,0.0007331371307373047,
SWC3,0.10989010989010993,0.0010497570037841797,0.1095604395604396,0.0010497570037841797,
SWC1,0.09999999999999999,0.0008220672607421875,0.10480769230769231,0.0008220672607421875,
SWC1,0.09999999999999999,0.000989675521850586,0.10480769230769231,0.000989675521850586,
SWC3,0.10989010989010993,0.0007231235504150391,0.1095604395604396,0.0007231235504150391,
SWC3,0.10989010989010993,0.0008141994476318359,0.1095604395604396,0.0008141994476318359,
SWC2,0.10989010989010993,0.00089263916015625,0.1095604395604396,0.00089263916015625,
SWC4,0.10989010989010993,0.0006365776062011719,0.10956043956043937,0.0006365776062011719,
SWA2,0.1076923076923077,0.0006573200225830078,0.10794978632478631,0.0006573200225830078,
SWC2,0.10989010989010993,0.0008873939514160156,0.10956043956043937,0.0008873939514160156,
SWC2,0.10989010989010993,0.0006363391876220703,0.10956043956043937,0.0006363391876220703,
SWC4,0.10989010989010993,0.0009675025939941406,0.10956043956043937,0.0009675025939941406,
SWC4,0.10989010989010993,0.0007874965667724609,0.1095604395604396,0.0007874965667724609,
SWC3,0.10989010989010993,0.0006890296936035156,0.1095604395604396,0.0006890296936035156,
SWA3,0.10989010989010993,0.0006680488586425781,0.1095604395604396,0.0006680488586425781,
SWA1,0.1076923076923077,0.0007555484771728516,0.10846153846153846,0.0007555484771728516,
SWC3,0.10989010989010993,0.0006608963012695312,0.1095604395604396,0.0006608963012695312,
SWC3,0.10989010989010993,0.0009517669677734375,0.1095604395604396,0.0009517669677734375,
SWA1,0.1076923076923077,0.0006744861602783203,0.10846153846153846,0.0006744861602783203,
SWA1,0.1076923076923077,0.0009188652038574219,0.10846153846153846,0.0009188652038574219,
SWC4,0.10989010989010993,0.0008230209350585938,0.1095604395604396,0.0008230209350585938,
SWA4,0.11005917159763313,0.0007569789886474609,0.10972623530315803,0.0007569789886474609,
SWA2,0.1076923076923077,0.0007998943328857422,0.10794978632478631,0.0007998943328857422,
SWC4,0.10989010989010993,0.0007238388061523438,0.10956043956043937,0.0007238388061523438,
SWC4,0.10989010989010993,0.0010123252868652344,0.1095604395604396,0.0010123252868652344,
SWA2,0.1076923076923077,0.0007734298706054688,0.10794978632478631,0.0007734298706054688,
SWA2,0.1076923076923077,0.0007941722869873047,0.10794978632478631,0.0007941722869873047,
SWA1,0.1076923076923077,0.0007998943328857422,0.10846153846153846,0.0007998943328857422,
SWA3,0.10989010989010993,0.0007648468017578125,0.1095604395604397,0.0007648468017578125,
SWA5,0.1076923076923077,0.0007517337799072266,0.1076923076923077,0.0007517337799072266,
