switch,regression_tree_DispFrames_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_nmae,time_to_train_random_forest_s,
SWA3,0.10989010989010993,0.000667572021484375,0.10956043956043937,0.000667572021484375,
SWA3,0.10989010989010993,0.0006833076477050781,0.10956043956043937,0.0006833076477050781,
SWA1,0.1076923076923077,0.0007374286651611328,0.10846153846153846,0.0007374286651611328,
SWA1,0.1076923076923077,0.0010249614715576172,0.10846153846153846,0.0010249614715576172,
SWA2,0.1076923076923077,0.0007576942443847656,0.10794978632478631,0.0007576942443847656,
SWA6,0.10989010989010993,0.0006420612335205078,0.1095604395604396,0.0006420612335205078,
SWA4,0.11005917159763313,0.00084686279296875,0.10972623530315814,0.00084686279296875,
SWA4,0.11005917159763313,0.0006887912750244141,0.10972623530315814,0.0006887912750244141,
SWA2,0.1076923076923077,0.0007054805755615234,0.10794978632478631,0.0007054805755615234,
SWA4,0.11005917159763313,0.0007164478302001953,0.10972623530315814,0.0007164478302001953,
SWA2,0.1076923076923077,0.0007750988006591797,0.10794978632478631,0.0007750988006591797,
SWA3,0.10989010989010993,0.0007174015045166016,0.1095604395604396,0.0007174015045166016,
SWB1,0.11538461538461538,0.0008630752563476562,0.11057692307692307,0.0008630752563476562,
SWA3,0.10989010989010993,0.0009713172912597656,0.10956043956043937,0.0009713172912597656,
SWA5,0.1076923076923077,0.0006947517395019531,0.1076923076923077,0.0006947517395019531,
SWA5,0.1076923076923077,0.0007054805755615234,0.1076923076923077,0.0007054805755615234,
SWA3,0.10989010989010993,0.0009562969207763672,0.1095604395604396,0.0009562969207763672,
SWA5,0.1076923076923077,0.0007390975952148438,0.1076923076923077,0.0007390975952148438,
SWA4,0.11005917159763313,0.00078582763671875,0.10972623530315803,0.00078582763671875,
SWB2,0.11025641025641025,0.0007443428039550781,0.10958180708180708,0.0007443428039550781,
SWA6,0.10989010989010993,0.0009334087371826172,0.1095604395604396,0.0009334087371826172,
SWA6,0.10989010989010993,0.0009524822235107422,0.10956043956043937,0.0009524822235107422,
SWA4,0.11005917159763313,0.0008873939514160156,0.10972623530315814,0.0008873939514160156,
SWA4,0.11005917159763313,0.0007450580596923828,0.10972623530315814,0.0007450580596923828,
SWA6,0.10989010989010993,0.0009589195251464844,0.1095604395604396,0.0009589195251464844,
SWA5,0.1076923076923077,0.0009834766387939453,0.1076923076923077,0.0009834766387939453,
SWB3,0.1076923076923077,0.0008857250213623047,0.1076923076923077,0.0008857250213623047,
SWB1,0.11538461538461538,0.0007162094116210938,0.11057692307692307,0.0007162094116210938,
SWB1,0.11538461538461538,0.0007960796356201172,0.11057692307692307,0.0007960796356201172,
SWA5,0.1076923076923077,0.0007205009460449219,0.1076923076923077,0.0007205009460449219,
SWB1,0.11538461538461538,0.0008666515350341797,0.11057692307692307,0.0008666515350341797,
SWA5,0.1076923076923077,0.00070953369140625,0.1076923076923077,0.00070953369140625,
SWA6,0.10989010989010993,0.000820159912109375,0.10956043956043937,0.000820159912109375,
SWB4,0.10961538461538461,0.0007395744323730469,0.10913779507529504,0.0007395744323730469,
SWA6,0.10989010989010993,0.0006794929504394531,0.1095604395604396,0.0006794929504394531,
SWB2,0.11025641025641025,0.0007042884826660156,0.10958180708180708,0.0007042884826660156,
SWB2,0.11025641025641025,0.0008428096771240234,0.10958180708180708,0.0008428096771240234,
SWB2,0.11025641025641025,0.0009236335754394531,0.10958180708180708,0.0009236335754394531,
SWA6,0.10989010989010993,0.0006706714630126953,0.10956043956043937,0.0006706714630126953,
SWB1,0.11538461538461538,0.0009379386901855469,0.11057692307692307,0.0009379386901855469,
SWB1,0.11538461538461538,0.0008294582366943359,0.11057692307692307,0.0008294582366943359,
SWB3,0.1076923076923077,0.0009753704071044922,0.1076923076923077,0.0009753704071044922,
SWB3,0.1076923076923077,0.0008573532104492188,0.1076923076923077,0.0008573532104492188,
SWB3,0.1076923076923077,0.0007655620574951172,0.1076923076923077,0.0007655620574951172,
SWB1,0.11538461538461538,0.0009219646453857422,0.11057692307692307,0.0009219646453857422,
SWB2,0.11025641025641025,0.0008392333984375,0.10958180708180705,0.0008392333984375,
SWB2,0.11025641025641025,0.0007050037384033203,0.10958180708180708,0.0007050037384033203,
SWB4,0.10961538461538461,0.0008249282836914062,0.10913779507529504,0.0008249282836914062,
SWB4,0.10961538461538461,0.00091552734375,0.10913779507529504,0.00091552734375,
SWB3,0.1076923076923077,0.0008902549743652344,0.1076923076923077,0.0008902549743652344,
SWB4,0.10961538461538461,0.0007741451263427734,0.10913779507529504,0.0007741451263427734,
SWB2,0.11025641025641025,0.0008051395416259766,0.10958180708180708,0.0008051395416259766,
SWB3,0.1076923076923077,0.0008745193481445312,0.1076923076923077,0.0008745193481445312,
SWB4,0.10961538461538461,0.0007338523864746094,0.10913779507529509,0.0007338523864746094,
SWB3,0.1076923076923077,0.0008804798126220703,0.1076923076923077,0.0008804798126220703,
SWB4,0.10961538461538461,0.0007867813110351562,0.10913779507529509,0.0007867813110351562,
SWB4,0.10961538461538461,0.0009102821350097656,0.10913779507529504,0.0009102821350097656,
