switch,regression_tree_DispFrames_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_nmae,time_to_train_random_forest_s,
SWA1,0.09090909090909091,0.0008838176727294922,0.09090909090909091,0.0008838176727294922,
SWA6,0.09090909090909091,0.0006589889526367188,0.09090909090909091,0.0006589889526367188,
SWA2,0.09090909090909091,0.0007936954498291016,0.09090909090909091,0.0007936954498291016,
SWA3,0.09090909090909091,0.0009205341339111328,0.09090909090909091,0.0009205341339111328,
SWB1,0.09090909090909091,0.0006978511810302734,0.09090909090909091,0.0006978511810302734,
SWA2,0.09090909090909091,0.0007348060607910156,0.09090909090909091,0.0007348060607910156,
SWC4,0.09090909090909091,0.0007445812225341797,0.09090909090909091,0.0007445812225341797,
SWA2,0.09090909090909091,0.0006725788116455078,0.09090909090909091,0.0006725788116455078,
SWB1,0.09090909090909091,0.0006494522094726562,0.09090909090909091,0.0006494522094726562,
SWA3,0.09090909090909091,0.0006902217864990234,0.09090909090909091,0.0006902217864990234,
SWA4,0.09090909090909091,0.0006506443023681641,0.09090909090909091,0.0006506443023681641,
SWB2,0.09090909090909091,0.0009486675262451172,0.09090909090909091,0.0009486675262451172,
SWA1,0.09090909090909091,0.0009272098541259766,0.09090909090909091,0.0009272098541259766,
SWA3,0.09090909090909091,0.0008313655853271484,0.09090909090909091,0.0008313655853271484,
SWA3,0.09090909090909091,0.0007970333099365234,0.09090909090909091,0.0007970333099365234,
SWB2,0.09090909090909091,0.0009107589721679688,0.09090909090909091,0.0009107589721679688,
SWA4,0.09090909090909091,0.0008947849273681641,0.09090909090909091,0.0008947849273681641,
SWA5,0.09090909090909091,0.0007636547088623047,0.09090909090909091,0.0007636547088623047,
SWB3,0.09090909090909091,0.0008740425109863281,0.09090909090909091,0.0008740425109863281,
SWA2,0.09090909090909091,0.0007376670837402344,0.09090909090909091,0.0007376670837402344,
SWA4,0.09090909090909091,0.0006937980651855469,0.09090909090909091,0.0006937980651855469,
SWA4,0.09090909090909091,0.0009543895721435547,0.09090909090909091,0.0009543895721435547,
SWB3,0.09090909090909091,0.000698089599609375,0.09090909090909091,0.000698089599609375,
SWA5,0.09090909090909091,0.0007109642028808594,0.09090909090909091,0.0007109642028808594,
SWA6,0.09090909090909091,0.0007834434509277344,0.09090909090909091,0.0007834434509277344,
SWB4,0.09090909090909091,0.0009281635284423828,0.09090909090909091,0.0009281635284423828,
SWA5,0.09090909090909091,0.0007164478302001953,0.09090909090909091,0.0007164478302001953,
SWA3,0.09090909090909091,0.0008015632629394531,0.09090909090909091,0.0008015632629394531,
SWA5,0.09090909090909091,0.0007047653198242188,0.09090909090909091,0.0007047653198242188,
SWA6,0.09090909090909091,0.0006837844848632812,0.09090909090909091,0.0006837844848632812,
SWB4,0.09090909090909091,0.0009298324584960938,0.09090909090909091,0.0009298324584960938,
SWB1,0.09090909090909091,0.0009100437164306641,0.09090909090909091,0.0009100437164306641,
SWA6,0.09090909090909091,0.0008554458618164062,0.09090909090909091,0.0008554458618164062,
SWA4,0.09090909090909091,0.0006830692291259766,0.09090909090909091,0.0006830692291259766,
SWA6,0.09090909090909091,0.0007827281951904297,0.09090909090909091,0.0007827281951904297,
SWB1,0.09090909090909091,0.0006823539733886719,0.09090909090909091,0.0006823539733886719,
SWB2,0.09090909090909091,0.0009505748748779297,0.09090909090909091,0.0009505748748779297,
SWB1,0.09090909090909091,0.0006859302520751953,0.09090909090909091,0.0006859302520751953,
SWA5,0.09090909090909091,0.0008533000946044922,0.09090909090909091,0.0008533000946044922,
SWB1,0.09090909090909091,0.0007021427154541016,0.09090909090909091,0.0007021427154541016,
SWB2,0.09090909090909091,0.000980377197265625,0.09090909090909091,0.000980377197265625,
SWB3,0.09090909090909091,0.0009160041809082031,0.09090909090909091,0.0009160041809082031,
