k,regression_tree_ReadsAvg_minimal_univariate_nmae,regression_tree_ReadsAvg_minimal_univariate_training_time,random_forest_ReadsAvg_minimal_univariate_nmae,random_forest_ReadsAvg_minimal_univariate_training_time,
14,0.06159883414945839,0.0009706020355224609, 0.03495013063436412,0.0009706020355224609,
9,0.050324596866850806,0.0008251667022705078, 0.03934165420117866,0.0008251667022705078,
11,0.02986706279492803,0.0009293556213378906, 0.04003265241375877,0.0009293556213378906,
14,0.061389502897577435,0.0009360313415527344, 0.03495013063436412,0.0009360313415527344,
10,0.04489087941363531,0.0010383129119873047, 0.03795466169727367,0.0010383129119873047,
11,0.050324596866850806,0.0011436939239501953, 0.040032652413758744,0.0011436939239501953,
12,0.04880205298808505,0.0010390281677246094, 0.03893624786085332,0.0010390281677246094,
15,0.046622754544282025,0.0008285045623779297, 0.03625881170416721,0.0008285045623779297,
12,0.05228477945351499,0.0009601116180419922, 0.038936247860853285,0.0009601116180419922,
10,0.03204636123873106,0.0010538101196289062, 0.03795466169727364,0.0010538101196289062,
15,0.032808967442467286,0.0010747909545898438, 0.03625881170416721,0.0010747909545898438,
11,0.046622754544282025,0.001220703125, 0.04003265241375877,0.001220703125,
12,0.06159883414945839,0.0009236335754394531, 0.03893624786085332,0.0009236335754394531,
13,0.06159883414945839,0.0010421276092529297, 0.041811590013180015,0.0010421276092529297,
16,0.06312137802822415,0.0011141300201416016, 0.03672317029117132,0.0011141300201416016,
13,0.02986706279492803,0.0011591911315917969, 0.041811590013180015,0.0011591911315917969,
11,0.050324596866850806,0.0009908676147460938, 0.04003265241375877,0.0009908676147460938,
16,0.04123054753761514,0.0008552074432373047, 0.036723170291171385,0.0008552074432373047,
12,0.032056145843988935,0.0009264945983886719, 0.03893624786085332,0.0009264945983886719,
13,0.04881183759334293,0.0009682178497314453, 0.04181159001317999,0.0009682178497314453,
14,0.04292091222171324,0.0010042190551757812, 0.03495013063436408,0.0010042190551757812,
14,0.035538872309418885,0.0009171962738037109, 0.03495013063436412,0.0009171962738037109,
12,0.05571769338308658,0.0008633136749267578, 0.038936247860853285,0.0008633136749267578,
14,0.04881183759334293,0.0009043216705322266, 0.03495013063436412,0.0009043216705322266,
13,0.061389502897577435,0.0013952255249023438, 0.041811590013180015,0.0013952255249023438,
15,0.03355912051223894,0.0009779930114746094, 0.03625881170416721,0.0009779930114746094,
15,0.04143987878949609,0.0008358955383300781, 0.036258811704167254,0.0008358955383300781,
13,0.03573841895604196,0.0008671283721923828, 0.04181159001317999,0.0008671283721923828,
14,0.02889779386801754,0.0009887218475341797, 0.03495013063436408,0.0009887218475341797,
15,0.046622754544282025,0.0010936260223388672, 0.036258811704167254,0.0010936260223388672,
16,0.06530067647202718,0.0011410713195800781, 0.03672317029117137,0.0011410713195800781,
16,0.06847326060110093,0.0009238719940185547, 0.03672317029117135,0.0009238719940185547,
14,0.06531046107728505,0.0008940696716308594, 0.0349501306343641,0.0008940696716308594,
15,0.061389502897577435,0.0010805130004882812, 0.036258811704167254,0.0010805130004882812,
16,0.05567647943972758,0.0010726451873779297, 0.03672317029117132,0.0010726451873779297,
15,0.06628417755204002,0.0010256767272949219, 0.036258811704167254,0.0010256767272949219,
16,0.046622754544282025,0.0010082721710205078, 0.03672317029117132,0.0010082721710205078,
16,0.052513679915911715,0.0010516643524169922, 0.03672317029117131,0.0010516643524169922,
