switch,regression_tree_ReadsAvg_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_nmae,time_to_train_random_forest_s,
SWA3,0.13281847538871003,0.0008490085601806641,0.13436983807093775,0.0008490085601806641,
SWA2,0.1935149563753859,0.001008749008178711,0.14272993607723286,0.001008749008178711,
SWC1,0.29119534325871116,0.0009746551513671875,0.20344180721600508,0.0009746551513671875,
SWC3,0.13281847538871003,0.0010340213775634766,0.13436983807093775,0.0010340213775634766,
SWC2,0.13281847538871003,0.0007402896881103516,0.13436983807093775,0.0007402896881103516,
SWC2,0.13281847538871003,0.0007395744323730469,0.13436983807093775,0.0007395744323730469,
SWC1,0.29119534325871116,0.0007836818695068359,0.20344180721600508,0.0007836818695068359,
SWA4,0.1344398246844507,0.0006792545318603516,0.13641600274932433,0.0006792545318603516,
SWA3,0.13281847538871003,0.000843048095703125,0.13436983807093775,0.000843048095703125,
SWC2,0.13281847538871003,0.0007038116455078125,0.13436983807093775,0.0007038116455078125,
SWC3,0.13281847538871003,0.0008494853973388672,0.1343698380709378,0.0008494853973388672,
SWC3,0.13281847538871003,0.0007779598236083984,0.13436983807093775,0.0007779598236083984,
SWC4,0.1344398246844507,0.0007927417755126953,0.13641600274932425,0.0007927417755126953,
SWC2,0.13281847538871003,0.0009291172027587891,0.13436983807093775,0.0009291172027587891,
SWA4,0.1344398246844507,0.000911712646484375,0.13641600274932422,0.000911712646484375,
SWA5,0.1352523367105055,0.0010161399841308594,0.12166494255645613,0.0010161399841308594,
SWC3,0.13281847538871003,0.0007452964782714844,0.13436983807093775,0.0007452964782714844,
SWC4,0.1344398246844507,0.0009043216705322266,0.13641600274932436,0.0009043216705322266,
SWC4,0.1344398246844507,0.0008113384246826172,0.13641600274932425,0.0008113384246826172,
SWC3,0.13281847538871003,0.0009086132049560547,0.13436983807093775,0.0009086132049560547,
SWA1,0.1534822759763768,0.0011451244354248047,0.14631207032537275,0.0011451244354248047,
SWA6,0.13281847538871003,0.0007123947143554688,0.1343698380709378,0.0007123947143554688,
SWC4,0.1344398246844507,0.0008661746978759766,0.13641600274932425,0.0008661746978759766,
SWA5,0.1352523367105055,0.0008370876312255859,0.12166494255645612,0.0008370876312255859,
SWC4,0.1344398246844507,0.0010156631469726562,0.13641600274932422,0.0010156631469726562,
SWA1,0.1534822759763768,0.0009744167327880859,0.14631207032537277,0.0009744167327880859,
SWA1,0.1534822759763768,0.0009517669677734375,0.14631207032537277,0.0009517669677734375,
SWA2,0.1935149563753859,0.001035451889038086,0.14272993607723294,0.001035451889038086,
SWB1,0.2561991844451217,0.0008203983306884766,0.20811145799903125,0.0008203983306884766,
SWA6,0.13281847538871003,0.0007908344268798828,0.1343698380709378,0.0007908344268798828,
SWA1,0.1534822759763768,0.0008940696716308594,0.14631207032537275,0.0008940696716308594,
SWA1,0.1534822759763768,0.0009510517120361328,0.14631207032537277,0.0009510517120361328,
SWA2,0.1935149563753859,0.0007746219635009766,0.14272993607723294,0.0007746219635009766,
SWA2,0.1935149563753859,0.0009567737579345703,0.1427299360772329,0.0009567737579345703,
SWA3,0.13281847538871003,0.0008785724639892578,0.13436983807093783,0.0008785724639892578,
SWB2,0.13107566962078288,0.0009095668792724609,0.10220604145463386,0.0009095668792724609,
SWB1,0.2561991844451217,0.0008497238159179688,0.20811145799903125,0.0008497238159179688,
SWA2,0.1935149563753859,0.0009260177612304688,0.14272993607723297,0.0009260177612304688,
SWA2,0.1935149563753859,0.0008392333984375,0.14272993607723294,0.0008392333984375,
SWA3,0.13281847538871003,0.0008232593536376953,0.1343698380709378,0.0008232593536376953,
SWA3,0.13281847538871003,0.0007576942443847656,0.1343698380709378,0.0007576942443847656,
SWA4,0.1344398246844507,0.0010509490966796875,0.13641600274932425,0.0010509490966796875,
SWA3,0.13281847538871003,0.0009276866912841797,0.1343698380709378,0.0009276866912841797,
SWB3,0.1577645723241104,0.0010781288146972656,0.1279280614453294,0.0010781288146972656,
SWB2,0.13107566962078288,0.0008769035339355469,0.10220604145463377,0.0008769035339355469,
SWA3,0.13281847538871003,0.0008931159973144531,0.13436983807093775,0.0008931159973144531,
SWA4,0.1344398246844507,0.0007674694061279297,0.13641600274932422,0.0007674694061279297,
SWA4,0.1344398246844507,0.0008451938629150391,0.13641600274932425,0.0008451938629150391,
SWA5,0.1352523367105055,0.0008032321929931641,0.12166494255645612,0.0008032321929931641,
SWA4,0.1344398246844507,0.0008380413055419922,0.13641600274932433,0.0008380413055419922,
