switch,regression_tree_ReadsAvg_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_nmae,time_to_train_random_forest_s,
SWB4,0.15617393581890832,0.001004934310913086,0.13980590983123645,0.001004934310913086,
SWB3,0.1577645723241104,0.0010607242584228516,0.1279280614453294,0.0010607242584228516,
SWA4,0.1344398246844507,0.0007791519165039062,0.1364160027493242,0.0007791519165039062,
SWA5,0.1352523367105055,0.0008192062377929688,0.12166494255645616,0.0008192062377929688,
SWA6,0.13281847538871003,0.0008001327514648438,0.1343698380709378,0.0008001327514648438,
SWA5,0.1352523367105055,0.0008797645568847656,0.12166494255645612,0.0008797645568847656,
SWA5,0.1352523367105055,0.0010793209075927734,0.12166494255645613,0.0010793209075927734,
SWB4,0.15617393581890832,0.0009469985961914062,0.13980590983123642,0.0009469985961914062,
SWA5,0.1352523367105055,0.000911712646484375,0.12166494255645612,0.000911712646484375,
SWA6,0.13281847538871003,0.0008435249328613281,0.13436983807093775,0.0008435249328613281,
SWA6,0.13281847538871003,0.0008769035339355469,0.13436983807093775,0.0008769035339355469,
SWB1,0.2561991844451217,0.0009903907775878906,0.20811145799903125,0.0009903907775878906,
SWA6,0.13281847538871003,0.0008981227874755859,0.13436983807093775,0.0008981227874755859,
SWA6,0.13281847538871003,0.0007016658782958984,0.13436983807093775,0.0007016658782958984,
SWB1,0.2561991844451217,0.0009806156158447266,0.2081114579990313,0.0009806156158447266,
SWB2,0.13107566962078288,0.0008513927459716797,0.10220604145463377,0.0008513927459716797,
SWB1,0.2561991844451217,0.0010800361633300781,0.20811145799903125,0.0010800361633300781,
SWB1,0.2561991844451217,0.0008816719055175781,0.20811145799903125,0.0008816719055175781,
SWB1,0.2561991844451217,0.0009217262268066406,0.20811145799903125,0.0009217262268066406,
SWB2,0.13107566962078288,0.0010843276977539062,0.1022060414546338,0.0010843276977539062,
SWB3,0.1577645723241104,0.0009546279907226562,0.12792806144532945,0.0009546279907226562,
SWB2,0.13107566962078288,0.000978708267211914,0.10220604145463376,0.000978708267211914,
SWB2,0.13107566962078288,0.0009031295776367188,0.10220604145463383,0.0009031295776367188,
SWB2,0.13107566962078288,0.0009202957153320312,0.10220604145463387,0.0009202957153320312,
SWB3,0.1577645723241104,0.0009181499481201172,0.12792806144532945,0.0009181499481201172,
SWB4,0.15617393581890832,0.0009217262268066406,0.13980590983123645,0.0009217262268066406,
SWB3,0.1577645723241104,0.00092315673828125,0.12792806144532945,0.00092315673828125,
SWB3,0.1577645723241104,0.0010914802551269531,0.12792806144532945,0.0010914802551269531,
SWB3,0.1577645723241104,0.0010709762573242188,0.12792806144532942,0.0010709762573242188,
SWB4,0.15617393581890832,0.0007746219635009766,0.1398059098312364,0.0007746219635009766,
SWB4,0.15617393581890832,0.0010762214660644531,0.1398059098312364,0.0010762214660644531,
SWB4,0.15617393581890832,0.0009305477142333984,0.13980590983123642,0.0009305477142333984,
SWB4,0.15617393581890832,0.0008449554443359375,0.13980590983123642,0.0008449554443359375,
