período,função,carga,apps,feature,método,switch,nmae,
4,média,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.14325692618125044,
4,média,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.14388213618997064,
4,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.08909520699200646,
4,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.08921059134155147,
4,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.20695442385430787,
4,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.21086081936479376,
8,média,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.1534935515616098,
8,média,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.15161849760881202,
8,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.08881915086754676,
8,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.08881508761919583,
8,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.20548239839989654,
8,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.23020596952648645,
16,média,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.14357287554002937,
16,média,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.1427714632599169,
16,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.08843615018848748,
16,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.08843619339974036,
16,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.4318705444777353,
16,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.4290365991746752,
32,média,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.14582956372490732,
32,média,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.14350963091871602,
32,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.08923817777062826,
32,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.08923930209106304,
32,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.506971000430661,
32,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.4932337797333361,
64,média,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.14563757814036285,
64,média,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.14372612422722117,
64,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.08853591375099178,
64,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.08855004485653686,
64,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.5173718974261827,
64,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.5401244360146404,
128,média,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.1371148168463535,
128,média,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.14130178233521223,
128,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.0859126440111536,
128,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.08591971415909212,
128,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.6424355942722781,
128,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.6254275366828312,
256,média,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.1414574310436883,
256,média,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.1420732033974148,
256,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.08878572540069506,
256,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.08878447187786365,
256,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,SWB4,0.9537684959633417,
256,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,SWB4,0.9078215408348509,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.3230989612509803,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.3071128590317458,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.2682653676819798,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.26329521796032346,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.4782098326702965,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.46328817174882614,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.31173625584134834,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.3004592240985014,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.2748078764199032,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.2751393488929714,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.639357733756507,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.6357368966082484,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.3064023357475844,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.2960455436564907,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.2955329571726513,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.29531135649577755,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.9121373044047423,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.9087701210946778,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.34248095267341394,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.3010144011230676,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.35241342705032735,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.354444533800846,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.9848266642556379,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.9825998800943745,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.3146044392681769,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.30974958746573816,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.3080568107622391,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.32101084002956476,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.9997458344191672,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.9997734762666186,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.314529613386526,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.3172805119204065,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.3321601137667458,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.566613338504549,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,1.0,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,1.0,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.3310525675555627,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.3193987263424296,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,1.8590551410679634,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,1.9137011726237334,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,1.0,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,1.0,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,0.30183660708789734,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,0.30406973946302435,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,2.160150550684967,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,2.142890644165838,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC1,1.0,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC1,1.0,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.3210237980975322,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.3210188920557591,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.22912056954165325,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.22927400228146486,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.44551495252845574,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.4455285556233083,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.3255653634532019,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.32532812742829786,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.31074407325828796,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.3105174900854286,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.6110410722120667,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.6112801562109536,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.32964665598693144,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.3295952897234143,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.40187811863438533,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.4013346989015149,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.8122014197030262,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.8123088144258335,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.3194134276138651,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.319410320533123,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.5552862680957737,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.555744912617746,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.9496124216145144,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.9503408096446971,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.3234941218650645,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.32352945735305544,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.7864653710235056,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.7891590355034134,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.9959507422543065,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.9961032536680878,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.3280272159576038,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.3280819471945691,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,1.2600648496566613,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,1.2655274655041713,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,1.0,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,1.0,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.33110214395604776,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.33118722846754123,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,1.5930832184647288,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,1.5989927604045973,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,1.0,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,1.0,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,0.3293150079865474,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,0.329171844505975,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,2.013765632117439,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,2.013824859979949,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC2,1.0,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC2,1.0,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.32796420223556394,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.32823731414280677,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.22884448309998004,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.22864370761494435,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.44778396787852287,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.4477469414746472,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.324937805268482,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.3247585873662226,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.3135188651944697,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.3130254405336568,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.6081678735033504,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.6078791995811907,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.3244065027697109,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.3247024497807917,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.40221508924133476,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.40285521819201014,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.8158468477175717,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.8161949077809935,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.3281129931622526,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.32802547102573076,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.5528518907164311,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.5546455825720026,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.9477994839646969,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.9478138986540815,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.32188929730987886,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.32173330163884656,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.8031467998146385,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.8036661100362467,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.9974180559268095,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.9975038583365587,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.326456773515814,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.3267325593213283,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,1.2286903122849122,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,1.2222589781983915,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,1.0,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,1.0,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.32332003784421365,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.32346507186738077,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,1.6478245522486137,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,1.6485811591849215,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,1.0,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,1.0,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,0.32253422935326104,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,0.32241528108516104,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,1.9915472850947418,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,1.9926707297762518,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC3,1.0,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC3,1.0,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.3269814922948498,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.32686167277090644,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.2344183783175029,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.2346457966455399,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.43911649839487066,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.43911194440643364,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.3339374723987127,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.33365627265526976,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.3066676356231983,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.30672610586365573,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.572285258460625,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.5886504961014143,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.327575085295807,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.32680860050753796,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.3760739041161508,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.3778449789467152,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.8126540173949057,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.8130894929505764,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.33490737963222794,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.33089010347049963,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.5732058689877984,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.5705749369343655,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.9555935615521892,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.95557348331182,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.33710107803566197,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.3416662502048223,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.6461540802616929,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.650304796391566,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.9986288550237692,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.9986368267968868,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.3517427502497956,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.35293169106904954,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,1.6469263090147503,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,1.6429412293468826,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,1.0,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,1.0,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.30159174527612975,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.3142591031056484,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,1.4233485958359477,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,1.4407302353276707,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,1.0,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,1.0,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,0.341253418909051,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,0.33272614124516947,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,2.2299728767623064,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,2.187965517265127,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWC4,1.0,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWC4,1.0,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.3358132421153275,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.3169502105883785,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.2674242399868733,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.26339148301218024,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.48709922337968176,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.47107424753640254,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.3261466616751007,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.3118664709485122,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.281864934143707,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.28053389006217516,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.706089179081482,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.674070551182124,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.3088545571991054,
8,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.30284570675348593,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.3140183284220071,
8,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.3130308280172275,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.8952909771805472,
8,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.8939689941817525,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.3402873322079434,
16,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.32258315268006504,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,1.1216110720240562,
16,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.798113648021606,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.9863968718312552,
16,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.9859476457204196,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.3225060252207219,
32,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.3101215196066498,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.43869250206270627,
32,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.438301393615924,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.9997474747474747,
32,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.9998001651126651,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.28412467025096577,
64,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.3026856565887962,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,1.567780638567276,
64,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,1.4680381367471849,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,1.0,
64,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,1.0,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.327134502116096,
128,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.3234556507052705,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,2.2940217076607325,
128,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,2.002344720097278,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,1.0,
128,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,1.0,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,0.2989925504942626,
256,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,0.31011025628521716,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,1.9964084129129032,
256,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,1.914470496830826,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA1,1.0,
256,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA1,1.0,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA2,0.356573181702398,
2,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA2,0.3370170634767094,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA2,0.3119650910034714,
2,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA2,0.2968883409575101,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA2,0.40647875066479716,
2,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA2,0.3940590023765337,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA2,0.3483489774040852,
4,média,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA2,0.33508282475432344,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA2,0.30152411540238655,
4,máximo,FlashcrowdLoad,BothApps,noAudioPlayed,RF,SWA2,0.3129888268156425,
4,mínimo,FlashcrowdLoad,BothApps,noAudioPlayed,RT,SWA2,0.5083112078416409,
