# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
ST-F-01;1;2024-10-11 10:31:29 UTC;0.00;108.00;712.00;0.00;4589.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:30 UTC;0.00;0.00;2182.00;0.00;1887.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:31 UTC;0.00;0.00;1545.00;0.00;11190.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:32 UTC;0.00;88.00;4089.00;0.00;4913.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:33 UTC;0.00;0.00;508.00;0.00;380.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:34 UTC;0.00;0.00;834.00;0.00;1898.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:35 UTC;0.00;112.00;4111.00;0.00;112071.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:36 UTC;0.00;0.00;2136.00;0.00;2084.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:37 UTC;0.00;36.00;911.00;0.00;578.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:38 UTC;0.00;20.00;259.00;0.00;6198.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:39 UTC;0.00;180.00;362.00;0.00;237.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:40 UTC;4.00;0.00;2009.00;0.00;1117.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:41 UTC;0.00;108.00;40.00;0.00;41.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:42 UTC;0.00;0.00;69.00;0.00;16.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:43 UTC;0.00;0.00;150.00;0.00;25.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:44 UTC;0.00;68.00;281.00;0.00;187.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:45 UTC;0.00;0.00;921.00;0.00;1054.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:46 UTC;0.00;0.00;84.00;0.00;13.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:47 UTC;0.00;108.00;61.00;0.00;14.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:48 UTC;0.00;0.00;30.00;0.00;14.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:49 UTC;0.00;76.00;30.00;0.00;18.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:50 UTC;0.00;0.00;1433.00;0.00;2555.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:51 UTC;0.00;0.00;26.00;0.00;16.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:52 UTC;0.00;0.00;24.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:53 UTC;0.00;112.00;26.00;0.00;19.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:54 UTC;0.00;4.00;36.00;0.00;7.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:55 UTC;0.00;20.00;193.00;0.00;1185.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:56 UTC;216.00;0.00;55.00;0.00;55.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:57 UTC;0.00;0.00;239.00;0.00;244.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:58 UTC;4.00;0.00;42.00;0.00;539.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:31:59 UTC;4.00;108.00;108.00;0.00;103.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1669;2024-10-11 10:59:48 UTC;399.02;346.15;6715.93;1.25;8431.24;0.00;0.00;29.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:49 UTC;8.00;0.00;14385.00;0.00;8480.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:50 UTC;12.00;48.00;17504.00;0.00;6968.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:51 UTC;12.00;0.00;13508.00;0.00;15387.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:52 UTC;0.00;0.00;811.00;0.00;4607.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:53 UTC;12.00;84.00;17083.00;0.00;15294.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:54 UTC;12.00;112.00;9400.00;0.00;2883.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:55 UTC;0.00;108.00;4331.00;0.00;3600.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:56 UTC;12.00;0.00;5630.00;0.00;8197.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:57 UTC;12.00;0.00;2883.00;0.00;2928.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:58 UTC;0.00;608.00;4736.00;0.00;10571.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:59:59 UTC;12.00;132.00;1770.00;0.00;2215.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:00 UTC;0.00;276.00;15434.00;0.00;65970.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:01 UTC;160.00;144.00;39830.00;2.00;45385.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:02 UTC;8.00;0.00;3719.00;0.00;5424.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:03 UTC;4.00;0.00;1997.00;0.00;1373.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:04 UTC;0.00;184.00;2854.00;0.00;3977.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:05 UTC;12.00;128.00;4361.00;0.00;3770.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:06 UTC;112.00;308.00;4499.00;1.00;5101.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:07 UTC;120.00;544.00;798.00;0.00;864.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:08 UTC;0.00;0.00;2751.00;0.00;5189.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:09 UTC;0.00;0.00;2167.00;0.00;1193.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:10 UTC;0.00;0.00;6151.00;0.00;6533.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:11 UTC;0.00;0.00;3176.00;0.00;2683.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:12 UTC;0.00;388.00;2851.00;0.00;3663.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:13 UTC;0.00;0.00;953.00;0.00;1817.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:14 UTC;0.00;184.00;3725.00;0.00;5741.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:15 UTC;0.00;0.00;4207.00;0.00;6418.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:16 UTC;0.00;0.00;6205.00;0.00;6071.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:17 UTC;0.00;88.00;1232.00;0.00;2256.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:18 UTC;0.00;120.00;2936.00;0.00;4281.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:19 UTC;4.00;0.00;649.00;1.00;911.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:20 UTC;0.00;0.00;6041.00;0.00;6880.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:21 UTC;0.00;0.00;2297.00;0.00;1934.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:22 UTC;0.00;92.00;2679.00;0.00;4873.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:23 UTC;0.00;0.00;2415.00;0.00;1800.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:24 UTC;0.00;292.00;2893.00;0.00;3826.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:25 UTC;0.00;0.00;3627.00;0.00;3253.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:26 UTC;0.00;0.00;4786.00;0.00;5778.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:27 UTC;0.00;20.00;917.00;0.00;844.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:28 UTC;0.00;60.00;3084.00;0.00;5253.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:29 UTC;0.00;368.00;3934.00;0.00;2745.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:30 UTC;0.00;112.00;5722.00;0.00;6126.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:31 UTC;0.00;0.00;2686.00;0.00;2089.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:32 UTC;0.00;0.00;2806.00;0.00;3787.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:33 UTC;0.00;0.00;949.00;0.00;853.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:34 UTC;0.00;260.00;3040.00;0.00;5204.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:35 UTC;0.00;140.00;5081.00;0.00;6251.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:36 UTC;0.00;108.00;5357.00;0.00;5705.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:37 UTC;0.00;0.00;729.00;0.00;1015.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:38 UTC;0.00;0.00;3728.00;0.00;4821.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:39 UTC;0.00;80.00;3200.00;0.00;1366.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:40 UTC;0.00;228.00;5485.00;0.00;6394.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:41 UTC;0.00;0.00;2873.00;0.00;2552.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:42 UTC;0.00;116.00;3104.00;0.00;6082.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:43 UTC;0.00;0.00;1919.00;0.00;6436.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:44 UTC;0.00;248.00;6130.00;0.00;6554.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:45 UTC;0.00;0.00;3533.00;0.00;3066.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:46 UTC;0.00;64.00;4404.00;0.00;6229.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:47 UTC;0.00;92.00;1537.00;0.00;2859.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:48 UTC;0.00;4.00;4051.00;0.00;5852.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:49 UTC;0.00;776.00;1865.00;0.00;1088.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:50 UTC;0.00;0.00;6728.00;0.00;7697.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:51 UTC;0.00;44.00;3235.00;0.00;2305.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:52 UTC;0.00;44.00;3175.00;0.00;4124.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:53 UTC;0.00;204.00;1391.00;0.00;1419.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:54 UTC;4.00;0.00;5628.00;0.00;118871.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:55 UTC;0.00;136.00;2956.00;0.00;3573.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:56 UTC;0.00;0.00;5175.00;0.00;4826.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:57 UTC;0.00;48.00;1997.00;0.00;1238.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:58 UTC;0.00;0.00;2808.00;0.00;3921.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:00:59 UTC;0.00;344.00;983.00;0.00;2395.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:00 UTC;0.00;164.00;13075.00;0.00;5431.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:01 UTC;0.00;0.00;8093.00;0.00;17865.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:02 UTC;0.00;0.00;3410.00;0.00;4012.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:03 UTC;0.00;132.00;634.00;0.00;800.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:04 UTC;0.00;96.00;2051.00;0.00;3285.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:05 UTC;0.00;172.00;3441.00;0.00;3962.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:06 UTC;0.00;152.00;3942.00;0.00;4551.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:07 UTC;0.00;0.00;391.00;0.00;878.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:08 UTC;0.00;0.00;4775.00;0.00;12884.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:09 UTC;0.00;0.00;2497.00;0.00;1545.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:10 UTC;8.00;64.00;5027.00;0.00;5485.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:11 UTC;12.00;108.00;2695.00;0.00;3294.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:12 UTC;0.00;132.00;2045.00;0.00;3481.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:13 UTC;12.00;0.00;502.00;0.00;545.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:14 UTC;12.00;0.00;2394.00;0.00;4017.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:15 UTC;0.00;8.00;3413.00;0.00;3700.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:16 UTC;12.00;176.00;5349.00;0.00;5109.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:17 UTC;12.00;112.00;631.00;0.00;1089.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 11:01:18 UTC;0.00;4.00;2385.00;0.00;3467.00;0.00;0.00;0.00;0.00;0.00
# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s;%ifutil
ST-F-01;1;2024-10-11 10:30:30 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:30 UTC;enp14s0;1036.00;227.00;1273.73;19.72;0.00;0.00;0.00;1.04
ST-F-01;1;2024-10-11 10:30:30 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:31 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:31 UTC;enp14s0;293.00;123.00;332.48;13.70;0.00;0.00;0.00;0.27
ST-F-01;1;2024-10-11 10:30:31 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:32 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:32 UTC;enp14s0;97.00;30.00;105.72;4.48;0.00;0.00;0.00;0.09
ST-F-01;1;2024-10-11 10:30:32 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:33 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:33 UTC;enp14s0;49.00;35.00;40.66;5.75;0.00;0.00;0.00;0.03
ST-F-01;1;2024-10-11 10:30:33 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:34 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:34 UTC;enp14s0;1267.00;175.00;1816.36;21.02;0.00;0.00;1.00;1.49
ST-F-01;1;2024-10-11 10:30:34 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:35 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:35 UTC;enp14s0;921.00;185.00;1337.40;15.54;0.00;0.00;0.00;1.10
ST-F-01;1;2024-10-11 10:30:35 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:36 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:36 UTC;enp14s0;969.31;195.05;1407.16;16.34;0.00;0.00;0.99;1.15
ST-F-01;1;2024-10-11 10:30:36 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:37 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:37 UTC;enp14s0;920.00;181.00;1340.03;15.20;0.00;0.00;0.00;1.10
ST-F-01;1;2024-10-11 10:30:37 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:38 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:38 UTC;enp14s0;915.00;180.00;1333.24;15.15;0.00;0.00;0.00;1.09
ST-F-01;1;2024-10-11 10:30:38 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:39 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:39 UTC;enp14s0;1179.00;207.00;1719.68;17.38;0.00;0.00;0.00;1.41
ST-F-01;1;2024-10-11 10:30:39 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:40 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:40 UTC;enp14s0;986.00;187.00;1435.82;15.71;0.00;0.00;0.00;1.18
ST-F-01;1;2024-10-11 10:30:40 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:41 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:41 UTC;enp14s0;938.00;179.00;1367.56;15.03;0.00;0.00;0.00;1.12
ST-F-01;1;2024-10-11 10:30:41 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:42 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:42 UTC;enp14s0;1047.00;194.00;1532.19;16.29;0.00;0.00;0.00;1.26
ST-F-01;1;2024-10-11 10:30:42 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:43 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:43 UTC;enp14s0;968.00;192.00;1408.39;16.96;0.00;0.00;0.00;1.15
ST-F-01;1;2024-10-11 10:30:43 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:44 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:44 UTC;enp14s0;871.00;193.00;1262.32;18.07;0.00;0.00;0.00;1.03
ST-F-01;1;2024-10-11 10:30:44 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:45 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:45 UTC;enp14s0;971.00;209.00;1402.88;22.34;0.00;0.00;0.00;1.15
ST-F-01;1;2024-10-11 10:30:45 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:46 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:46 UTC;enp14s0;924.00;191.00;1347.68;16.04;0.00;0.00;1.00;1.10
ST-F-01;1;2024-10-11 10:30:46 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:47 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:47 UTC;enp14s0;874.00;181.00;1274.11;15.20;0.00;0.00;0.00;1.04
ST-F-01;1;2024-10-11 10:30:47 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:48 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:48 UTC;enp14s0;891.00;182.00;1301.72;15.29;0.00;0.00;0.00;1.07
ST-F-01;1;2024-10-11 10:30:48 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:49 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:49 UTC;enp14s0;948.00;189.00;1383.39;16.31;0.00;0.00;0.00;1.13
ST-F-01;1;2024-10-11 10:30:49 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:50 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:50 UTC;enp14s0;871.00;188.00;1255.54;20.80;0.00;0.00;0.00;1.03
ST-F-01;1;2024-10-11 10:30:50 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:51 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:51 UTC;enp14s0;1007.00;212.00;1443.50;22.80;0.00;0.00;0.00;1.18
ST-F-01;1;2024-10-11 10:30:51 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:52 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:52 UTC;enp14s0;922.00;201.00;1322.93;21.88;0.00;0.00;0.00;1.08
ST-F-01;1;2024-10-11 10:30:52 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:53 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:53 UTC;enp14s0;881.00;196.00;1266.64;20.67;0.00;0.00;0.00;1.04
ST-F-01;1;2024-10-11 10:30:53 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:54 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:54 UTC;enp14s0;927.00;183.00;1352.81;15.37;0.00;0.00;0.00;1.11
ST-F-01;1;2024-10-11 10:30:54 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:55 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:55 UTC;enp14s0;896.00;190.00;1310.22;15.95;0.00;0.00;0.00;1.07
ST-F-01;1;2024-10-11 10:30:55 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:56 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:56 UTC;enp14s0;935.00;192.00;1365.60;16.15;0.00;0.00;1.00;1.12
ST-F-01;1;2024-10-11 10:30:56 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:57 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:57 UTC;enp14s0;850.00;178.00;1239.90;14.97;0.00;0.00;0.00;1.02
ST-F-01;1;2024-10-11 10:30:57 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:58 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:58 UTC;enp14s0;904.00;190.00;1323.89;15.96;0.00;0.00;0.00;1.08
ST-F-01;1;2024-10-11 10:30:58 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:59 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ST-F-01;1;2024-10-11 10:30:59 UTC;enp14s0;854.00;186.00;1248.70;15.62;0.00;0.00;0.00;1.02
ST-F-01;1;2024-10-11 10:30:59 UTC;docker0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
