,random_state,load_pattern,exp_type,regression_method,trace_family,y_metric,nmae,training_time
0,42,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10483866315460347,0.6186530590057373
1,42,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09835557355197865,6.136127233505249
2,42,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.28336670491925375,0.7495617866516113
3,42,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.2323312289177081,8.494627952575684
4,42,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.15330580328666732,0.5494966506958008
5,42,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.1459858188068637,6.127365589141846
6,42,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4422534193305648,0.8461742401123047
7,42,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3405985862950913,7.964554309844971
8,42,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.11473575589861523,0.793673038482666
9,42,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10920693413781238,8.389801979064941
10,42,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.317986836817952,1.0074620246887207
11,42,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.2485510674232522,10.920679092407227
12,42,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11394126838905037,0.8742303848266602
13,42,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10705713336559392,8.824352741241455
14,42,PeriodicLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.3228727836482121,1.115586519241333
15,42,PeriodicLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23053618980944768,14.646613121032715
16,42,FlashcrowdLoad,BothApps,reg_tree,KV,ReadsAvg,0.09428446715835058,5.960264682769775
17,42,FlashcrowdLoad,BothApps,random_forest,KV,ReadsAvg,0.07223007379636133,146.3997540473938
18,42,FlashcrowdLoad,BothApps,reg_tree,KV,WritesAvg,0.09021100325181011,6.095221996307373
19,42,FlashcrowdLoad,BothApps,random_forest,KV,WritesAvg,0.06914553029380285,144.5834255218506
20,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,0.08808462152399202,11.460120439529419
21,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,0.06257059409865878,132.78185772895813
22,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,0.08663060044792704,8.92085337638855
23,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,0.061814248893836944,126.26820349693298
24,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,0.05332275103882131,5.2591681480407715
25,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,0.04039521356978694,57.679781436920166
26,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,0.05508512479734924,3.4360835552215576
27,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,0.042604540635810255,51.48739695549011
28,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,0.06087925581744966,4.839569568634033
29,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,0.043869171743146355,93.60398554801941
30,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,0.06458287212927269,5.274296283721924
31,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,0.046420977400408715,81.22782731056213
